,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
0,1,Navy,13,44,359,3.4,27.6
1,2,Wisconsin,13,41,399,3.2,30.7
2,3,Penn State,13,53,402,4.1,30.9
3,4,North Carolina State,13,65,460,5.0,35.4
4,5,Tulane,12,61,438,5.1,36.5
5,6,Iowa,13,64,486,4.9,37.4
6,7,Alabama,13,66,490,5.1,37.7
7,8,Connecticut,13,63,522,4.8,40.2
8,9,UCF,14,71,566,5.1,40.4
9,10,Indiana,12,53,486,4.4,40.5
10,10,Air Force,13,58,526,4.5,40.5
11,12,Duke,12,55,487,4.6,40.6
12,12,West Virginia,13,62,528,4.8,40.6
13,14,Notre Dame,13,58,529,4.5,40.7
14,15,Army,13,55,532,4.2,40.9
15,15,Houston,12,61,491,5.1,40.9
16,17,Colorado State,12,54,492,4.5,41.0
17,18,TCU,13,68,534,5.2,41.1
18,19,Virginia Tech,14,67,582,4.8,41.6
19,19,South Carolina,14,74,583,5.3,41.6
20,21,Tulsa,13,57,544,4.4,41.8
21,22,Northern Illinois,14,63,587,4.5,41.9
22,22,Georgia,13,68,545,5.2,41.9
23,24,Oklahoma,14,72,592,5.1,42.3
24,25,Louisiana-Lafayette,12,68,509,5.7,42.4
25,26,Mississippi State,13,68,559,5.2,43.0
26,27,Minnesota,12,67,517,5.6,43.1
27,28,Kansas State,13,64,565,4.9,43.5
28,29,Louisiana Tech,12,59,527,4.9,43.9
29,30,Rice,12,62,529,5.2,44.1
30,30,Tennessee,13,76,573,5.8,44.1
31,32,Ohio State,13,62,580,4.8,44.6
32,33,Stanford,13,65,581,5.0,44.7
33,33,Vanderbilt,12,67,536,5.6,44.7
34,35,BYU,13,70,583,5.4,44.8
35,36,Wake Forest,12,59,544,4.9,45.3
36,37,Miami (Ohio),14,78,641,5.6,45.8
37,38,Michigan,13,60,597,4.6,45.9
38,38,Kentucky,13,72,597,5.5,45.9
39,40,South Florida,13,74,599,5.7,46.1
40,41,LSU,13,77,603,5.9,46.4
41,42,Wyoming,12,65,561,5.4,46.8
42,42,Akron,12,66,561,5.5,46.8
43,44,Western Kentucky,12,75,566,6.3,47.2
44,45,Ohio,13,74,628,5.7,48.3
45,46,Memphis,12,76,584,6.3,48.7
46,47,Buffalo,12,61,585,5.1,48.8
47,48,Fresno State,13,73,642,5.6,49.4
48,49,Ball State,12,68,594,5.7,49.5
49,50,Temple,12,71,603,5.9,50.3
50,51,Rutgers,12,84,605,7.0,50.4
51,52,San Jose State,13,84,658,6.5,50.6
52,53,UAB,12,63,610,5.3,50.8
53,54,Nevada,14,73,713,5.2,50.9
54,54,Boston College,13,74,662,5.7,50.9
55,56,SMU,14,75,714,5.4,51.0
56,57,Mississippi,12,68,613,5.7,51.1
