,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
78,79,Oregon State,12,356,222,62.4,2738,7.7,23,10,142.66,29.7,228.2
79,80,UTEP,13,442,274,62.0,2971,6.7,24,11,131.39,34.0,228.5
80,81,Tennessee,13,439,252,57.4,2985,6.8,14,18,116.84,33.8,229.6
81,82,Arkansas State,12,338,193,57.1,2762,8.2,24,11,142.66,28.2,230.2
82,83,Ohio,13,408,248,60.8,2994,7.3,21,17,131.08,31.4,230.3
83,84,Iowa,13,479,298,62.2,2997,6.3,12,19,115.11,36.8,230.5
84,85,Purdue,12,389,256,65.8,2773,7.1,23,10,140.06,32.4,231.1
85,86,Toledo,13,453,286,63.1,3007,6.6,16,20,121.73,34.8,231.3
86,87,Idaho,13,433,259,59.8,3008,6.9,23,11,130.62,33.3,231.4
87,88,Cincinnati,12,370,240,64.9,2808,7.6,25,8,146.60,30.8,234.0
88,89,Texas A&M,13,510,308,60.4,3044,6.0,19,16,116.55,39.2,234.2
89,90,Louisiana-Lafayette,12,367,230,62.7,2842,7.7,26,14,143.47,30.6,236.8
90,91,Mississippi State,13,446,258,57.8,3091,6.9,19,13,124.29,34.3,237.8
91,92,Wake Forest,12,392,241,61.5,2858,7.3,29,11,141.52,32.7,238.2
92,93,Indiana,12,344,225,65.4,2860,8.3,27,8,156.50,28.7,238.3
93,94,Marshall,12,441,250,56.7,2886,6.5,18,11,120.14,36.8,240.5
94,95,Northwestern,13,466,285,61.2,3135,6.7,25,15,128.93,35.8,241.2
95,96,Duke,12,329,180,54.7,2902,8.8,25,8,149.03,27.4,241.8
96,97,South Carolina,14,460,289,62.8,3387,7.4,23,10,136.83,32.9,241.9
97,98,Nevada,14,488,273,55.9,3406,7.0,15,12,119.79,34.9,243.3
98,99,Southern Mississippi,13,430,248,57.7,3164,7.4,28,16,133.53,33.1,243.4
99,100,Troy,13,427,247,57.8,3180,7.4,23,14,131.61,32.8,244.6
100,101,Arizona State,12,430,271,63.0,2943,6.8,18,12,128.74,35.8,245.3
101,101,Washington State,12,358,237,66.2,2943,8.2,25,11,152.15,29.8,245.3
102,103,New Mexico State,12,371,214,57.7,2955,8.0,26,4,145.56,30.9,246.3
103,103,Mississippi,12,352,216,61.4,2956,8.4,24,6,150.99,29.3,246.3
104,105,UAB,12,399,231,57.9,2976,7.5,24,9,135.90,33.3,248.0
105,106,Utah State,12,410,234,57.1,2997,7.3,20,13,128.23,34.2,249.8
106,107,East Carolina,13,405,242,59.8,3277,8.1,31,11,147.54,31.2,252.1
107,108,Auburn,14,515,325,63.1,3630,7.0,25,12,133.68,36.8,259.3
108,109,USC,13,464,278,59.9,3374,7.3,30,15,135.86,35.7,259.5
109,110,Colorado,12,388,264,68.0,3117,8.0,27,10,153.34,32.3,259.8
110,111,San Jose State,13,419,261,62.3,3387,8.1,16,10,138.03,32.2,260.5
111,112,Michigan,13,409,261,63.8,3404,8.3,21,12,144.79,31.5,261.8
112,113,Akron,12,357,226,63.3,3169,8.9,29,8,160.21,29.8,264.1
113,114,Baylor,13,467,309,66.2,3446,7.4,16,10,135.18,35.9,265.1
114,115,Oklahoma State,13,570,356,62.5,3586,6.3,24,19,122.53,43.8,275.8
115,116,Memphis,12,368,241,65.5,3453,9.4,38,8,174.04,30.7,287.8
116,117,Louisiana Tech,12,440,267,60.7,3482,7.9,27,12,141.96,36.7,290.2
117,118,Texas Tech,13,520,317,61.0,3819,7.3,28,15,134.65,40.0,293.8
118,119,Rice,12,417,257,61.6,3644,8.7,34,6,159.06,34.8,303.7
119,120,Tulsa,13,507,306,60.4,4147,8.2,33,24,141.07,39.0,319.0
