,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,UNLV,13,2,2,2,1,1,0,0
1,1,Western Michigan,12,2,1,1,1,1,1,1
2,3,Georgia Tech,13,3,1,1,1,1,1,1
3,3,Kent State,12,3,1,1,1,1,0,0
4,3,Louisiana-Monroe,12,3,2,2,2,2,2,2
5,3,Minnesota,12,3,2,2,2,2,2,1
6,3,San Jose State,13,3,0,0,0,0,0,0
7,3,Utah,13,3,1,1,1,1,0,0
8,9,Boston College,13,4,1,0,0,0,0,0
9,9,Bowling Green,12,4,2,0,0,0,0,0
10,9,Clemson,13,4,1,0,0,0,0,0
11,9,Duke,12,4,2,1,1,1,1,1
12,9,Michigan State,13,4,3,1,0,0,0,0
13,9,Temple,12,4,1,0,0,0,0,0
14,9,Vanderbilt,12,4,2,2,1,0,0,0
15,16,Colorado,12,5,1,1,1,1,0,0
16,16,Colorado State,12,5,2,1,1,1,1,1
17,16,Florida State,14,5,2,1,1,0,0,0
18,16,Kansas,12,5,3,2,0,0,0,0
19,16,Marshall,12,5,3,3,2,1,0,0
20,16,Penn State,13,5,2,0,0,0,0,0
21,16,Tennessee,13,5,1,0,0,0,0,0
22,16,Washington State,12,5,1,0,0,0,0,0
23,24,Arkansas State,12,6,1,1,0,0,0,0
24,24,Ball State,12,6,3,1,0,0,0,0
25,24,Cincinnati,12,6,1,0,0,0,0,0
26,24,Idaho,13,6,4,3,0,0,0,0
27,24,Kansas State,13,6,2,1,1,1,1,1
28,24,Kentucky,13,6,4,4,4,3,2,2
29,24,Northwestern,13,6,2,1,0,0,0,0
30,24,Oklahoma,14,6,4,4,4,4,4,2
31,24,Oregon State,12,6,2,1,0,0,0,0
32,24,Rutgers,12,6,5,1,1,1,1,1
33,24,Texas,12,6,2,1,1,0,0,0
34,24,Texas Tech,13,6,2,1,1,1,1,1
35,24,Tulsa,13,6,5,2,2,2,1,0
36,24,UCF,14,6,3,0,0,0,0,0
37,24,Virginia,12,6,2,1,0,0,0,0
38,24,West Virginia,13,6,2,1,0,0,0,0
39,24,Wyoming,12,6,2,1,0,0,0,0
40,41,Akron,12,7,2,1,1,1,1,1
41,41,Arizona,13,7,2,0,0,0,0,0
42,41,Army,13,7,2,1,0,0,0,0
43,41,Central Michigan,12,7,2,2,2,2,2,2
44,41,Connecticut,13,7,4,2,2,2,0,0
45,41,Florida Atlantic,12,7,1,0,0,0,0,0
46,41,Iowa State,12,7,4,2,2,2,2,1
