,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
47,41,Louisiana Tech,12,7,4,3,0,0,0,0
48,41,Maryland,13,7,3,2,1,1,1,0
49,41,North Texas,12,7,2,2,1,1,1,1
50,41,Notre Dame,13,7,0,0,0,0,0,0
51,41,Oregon,13,7,0,0,0,0,0,0
52,41,Purdue,12,7,5,2,1,0,0,0
53,41,South Carolina,14,7,1,1,1,1,1,1
54,41,TCU,13,7,1,0,0,0,0,0
55,41,UCLA,12,7,1,1,1,1,1,1
56,41,Utah State,12,7,1,0,0,0,0,0
57,58,Alabama,13,8,1,1,1,1,1,1
58,58,Florida,13,8,2,2,1,1,0,0
59,58,Florida International,13,8,3,2,1,1,0,0
60,58,Georgia,13,8,2,0,0,0,0,0
61,58,Iowa,13,8,3,2,2,1,1,1
62,58,Miami (Florida),13,8,6,3,0,0,0,0
63,58,Michigan,13,8,2,1,1,1,1,0
64,58,Mississippi,12,8,2,1,1,1,1,1
65,58,New Mexico State,12,8,3,3,3,2,2,1
66,58,Ohio,13,8,1,0,0,0,0,0
67,58,Ohio State,13,8,3,3,3,2,2,1
68,58,Rice,12,8,2,2,1,1,1,1
69,58,Toledo,13,8,2,2,2,2,2,0
70,58,USC,13,8,3,2,2,2,2,1
71,58,Wake Forest,12,8,1,1,1,0,0,0
72,73,Air Force,13,9,3,1,1,1,0,0
73,73,Arizona State,12,9,5,3,1,0,0,0
74,73,Auburn,14,9,3,1,1,1,1,1
75,73,Eastern Michigan,12,9,4,3,2,2,1,1
76,73,LSU,13,9,4,2,2,1,1,0
77,73,Middle Tennessee,13,9,2,1,0,0,0,0
78,73,Pittsburgh,13,9,3,2,1,1,1,1
79,73,San Diego State,13,9,6,3,2,1,0,0
80,73,South Florida,13,9,3,2,0,0,0,0
81,73,Syracuse,13,9,3,2,1,1,1,1
82,73,Texas A&M,13,9,4,0,0,0,0,0
83,73,UAB,12,9,1,0,0,0,0,0
84,73,UTEP,13,9,3,3,2,1,1,1
85,86,BYU,13,10,5,4,2,1,0,0
86,86,Illinois,13,10,5,2,2,1,1,1
87,86,Louisiana-Lafayette,12,10,2,0,0,0,0,0
88,86,Louisville,13,10,4,2,2,1,1,1
89,86,Memphis,12,10,3,0,0,0,0,0
90,86,Nebraska,14,10,3,1,0,0,0,0
91,86,Northern Illinois,14,10,5,3,0,0,0,0
92,86,Oklahoma State,13,10,8,5,4,3,3,3
93,86,Stanford,13,10,0,0,0,0,0,0
94,86,Troy,13,10,3,0,0,0,0,0
95,86,Washington,13,10,4,2,1,1,1,0
96,86,Western Kentucky,12,10,3,2,2,2,2,1
97,98,Buffalo,12,11,5,2,1,0,0,0
98,98,East Carolina,13,11,3,2,0,0,0,0
99,98,Miami (Ohio),14,11,2,1,0,0,0,0
100,98,Missouri,13,11,3,2,1,1,0,0
101,98,North Carolina State,13,11,6,4,4,3,2,2
102,98,Virginia Tech,14,11,2,0,0,0,0,0
103,104,Baylor,13,12,4,3,3,3,3,2
104,104,Fresno State,13,12,2,2,2,2,2,1
105,104,Houston,12,12,4,1,1,0,0,0
106,104,Navy,13,12,7,3,1,1,1,0
107,104,North Carolina,13,12,6,3,0,0,0,0
108,104,Southern Mississippi,13,12,7,6,4,3,3,2
109,110,California,12,13,4,1,0,0,0,0
110,110,Mississippi State,13,13,1,0,0,0,0,0
111,110,New Mexico,12,13,5,3,1,1,1,1
112,113,Boise State,13,14,4,1,0,0,0,0
113,113,Hawai'i,14,14,4,1,1,1,1,0
114,113,Wisconsin,13,14,5,3,3,3,3,3
115,116,Indiana,12,15,8,4,2,1,0,0
116,116,Nevada,14,15,9,5,4,2,2,1
117,116,SMU,14,15,3,2,2,2,2,1
118,119,Arkansas,13,16,7,4,2,2,2,2
119,120,Tulane,12,18,11,7,4,2,2,1
