,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
31,32,Miami (Ohio),14,503,323,64.2,3552,7.1,19,15,130.04,35.9,253.7
32,33,Missouri,13,490,312,63.7,3292,6.7,17,10,127.47,37.7,253.2
33,34,Notre Dame,13,481,285,59.3,3290,6.8,28,16,129.27,37.0,253.1
34,35,Southern Mississippi,13,471,294,62.4,3283,7.0,24,8,134.39,36.2,252.5
35,36,Michigan,13,385,243,63.1,3252,8.4,23,15,145.99,29.6,250.2
36,37,Louisiana-Lafayette,12,437,229,52.4,3000,6.9,18,15,116.80,36.4,250.0
37,38,Tulane,12,465,268,57.6,2949,6.3,19,12,119.22,38.8,245.8
38,39,Oregon,13,394,247,62.7,3160,8.0,31,9,151.45,30.3,243.1
39,40,Georgia,13,359,218,60.7,3151,8.8,25,8,152.97,27.6,242.4
40,41,USC,13,452,278,61.5,3142,7.0,28,13,134.58,34.8,241.7
41,42,Washington State,12,384,227,59.1,2870,7.5,19,12,131.98,32.0,239.2
42,43,Miami (Florida),13,443,240,54.2,3105,7.0,21,27,116.51,34.1,238.8
43,44,South Carolina,14,389,252,64.8,3338,8.6,23,17,147.63,27.8,238.4
44,45,San Jose State,13,436,254,58.3,3075,7.1,17,17,122.58,33.5,236.5
45,46,Michigan State,13,373,244,65.4,3073,8.2,23,10,149.62,28.7,236.4
46,47,Utah,13,398,248,62.3,3069,7.7,24,12,140.95,30.6,236.1
47,48,Northwestern,13,385,263,68.3,3057,7.9,17,10,144.39,29.6,235.2
48,49,Iowa,13,357,226,63.3,3049,8.5,26,6,155.72,27.5,234.5
49,50,Texas,12,445,262,58.9,2784,6.3,10,17,111.21,37.1,232.0
50,51,Bowling Green,12,459,267,58.2,2779,6.1,12,20,108.94,38.3,231.6
51,52,Penn State,13,425,236,55.5,2986,7.0,19,17,121.30,32.7,229.7
52,53,TCU,13,331,218,65.9,2983,9.0,29,6,166.84,25.5,229.5
53,54,Ohio State,13,349,228,65.3,2971,8.5,30,13,157.76,26.8,228.5
54,55,Nevada,14,375,241,64.3,3177,8.5,22,9,149.99,26.8,226.9
55,56,Louisiana-Monroe,12,401,247,61.6,2721,6.8,18,14,126.43,33.4,226.8
56,57,Minnesota,12,378,209,55.3,2713,7.2,21,9,129.15,31.5,226.1
57,58,UTEP,13,432,228,52.8,2903,6.7,23,14,120.32,33.2,223.3
58,59,Colorado,12,397,237,59.7,2672,6.7,21,11,128.15,33.1,222.7
59,60,Colorado State,12,393,253,64.4,2662,6.8,11,13,123.90,32.8,221.8
60,61,Fresno State,13,364,228,62.6,2860,7.9,24,9,145.45,28.0,220.0
61,62,Louisiana Tech,12,424,259,61.1,2629,6.2,16,15,118.54,35.3,219.1
62,63,Marshall,12,421,235,55.8,2605,6.2,22,15,117.92,35.1,217.1
63,64,Rice,12,360,218,60.6,2591,7.2,20,12,132.67,30.0,215.9
64,65,Maryland,13,389,219,56.3,2791,7.2,27,10,134.34,29.9,214.7
65,66,Auburn,14,296,194,65.5,3002,10.1,31,7,180.56,21.1,214.4
66,67,West Virginia,13,382,245,64.1,2769,7.2,24,8,141.57,29.4,213.0
67,68,Florida State,14,396,249,62.9,2938,7.4,24,13,138.63,28.3,209.9
68,69,Florida Atlantic,12,341,192,56.3,2492,7.3,17,14,125.94,28.4,207.7
69,70,Florida International,13,384,234,60.9,2698,7.0,16,14,126.42,29.5,207.5
70,71,Oregon State,12,373,219,58.7,2465,6.6,19,12,124.61,31.1,205.4
71,72,Virginia Tech,14,343,200,58.3,2850,8.3,24,5,148.28,24.5,203.6
72,73,Kent State,12,390,228,58.5,2409,6.2,11,14,112.48,32.5,200.8
73,74,Pittsburgh,13,360,230,63.9,2601,7.2,16,11,133.14,27.7,200.1
74,75,Wisconsin,13,276,202,73.2,2593,9.4,17,6,168.08,21.2,199.5
75,76,BYU,13,429,243,56.6,2579,6.0,17,11,115.09,33.0,198.4
76,77,Toledo,13,365,228,62.5,2574,7.1,23,14,134.83,28.1,198.0
77,78,Clemson,13,409,230,56.2,2544,6.2,17,14,115.35,31.5,195.7
78,79,Louisville,13,363,217,59.8,2522,6.9,22,8,133.73,27.9,194.0
79,79,Rutgers,12,324,176,54.3,2328,7.2,16,10,124.80,27.0,194.0
80,81,Memphis,12,335,187,55.8,2321,6.9,14,13,120.05,27.9,193.4
81,82,Mississippi,12,330,185,56.1,2307,7.0,17,14,123.30,27.5,192.3
82,83,Washington,13,376,205,54.5,2475,6.6,19,9,121.69,28.9,190.4
83,84,Middle Tennessee,13,383,225,58.7,2474,6.5,9,24,108.24,29.5,190.3
84,85,Northern Illinois,14,329,208,63.2,2655,8.1,23,8,149.22,23.5,189.6
85,86,UCF,14,296,191,64.5,2610,8.8,16,11,149.01,21.1,186.4
86,87,Mississippi State,13,287,167,58.2,2411,8.4,17,13,139.25,22.1,185.5
87,88,Florida,13,381,230,60.4,2396,6.3,12,12,117.30,29.3,184.3
88,88,Buffalo,12,410,185,45.1,2211,5.4,17,23,92.88,34.2,184.3
89,90,Temple,12,297,169,56.9,2206,7.4,15,13,127.22,24.8,183.8
90,91,Syracuse,13,364,205,56.3,2375,6.5,19,8,123.96,28.0,182.7
91,92,Kansas State,13,293,189,64.5,2331,8.0,16,8,143.90,22.5,179.3
92,93,Utah State,12,324,172,53.1,2144,6.6,8,14,108.18,27.0,178.7
93,94,California,12,332,185,55.7,2098,6.3,16,11,118.07,27.7,174.8
94,95,Iowa State,12,373,211,56.6,2091,5.6,14,10,110.68,31.1,174.3
95,96,North Texas,12,316,182,57.6,2077,6.6,16,9,123.82,26.3,173.1
96,97,Boston College,13,351,180,51.3,2225,6.3,13,19,105.92,27.0,171.2
97,98,UNLV,13,352,191,54.3,2222,6.3,18,12,117.35,27.1,170.9
98,99,New Mexico State,12,376,185,49.2,2009,5.3,9,9,97.19,31.3,167.4
99,100,Wyoming,12,289,174,60.2,1992,6.9,12,9,125.58,24.1,166.0
100,101,South Florida,13,323,185,57.3,2139,6.6,13,16,116.27,24.8,164.5
101,102,Ohio,13,272,159,58.5,2110,7.8,20,20,133.17,20.9,162.3
102,103,Kansas,12,353,203,57.5,1942,5.5,11,14,106.07,29.4,161.8
103,104,Eastern Michigan,12,282,150,53.2,1921,6.8,14,14,116.86,23.5,160.1
104,105,Vanderbilt,12,360,169,46.9,1913,5.3,11,11,95.55,30.0,159.4
105,106,New Mexico,12,365,192,52.6,1892,5.2,11,15,97.88,30.4,157.7
106,107,LSU,13,301,173,57.5,2023,6.7,10,11,117.59,23.2,155.6
107,108,Akron,12,349,174,49.9,1861,5.3,12,14,97.98,29.1,155.1
108,109,Ball State,12,309,166,53.7,1843,6.0,18,16,112.68,25.8,153.6
109,110,Connecticut,13,357,188,52.7,1964,5.5,10,9,103.07,27.5,151.1
110,111,Illinois,13,284,165,58.1,1963,6.9,18,12,128.63,21.8,151.0
111,112,Purdue,12,354,197,55.6,1809,5.1,13,17,101.09,29.5,150.8
112,113,Nebraska,14,282,163,57.8,2108,7.5,16,8,133.64,20.1,150.6
113,114,Wake Forest,12,302,166,55.0,1726,5.7,9,10,106.19,25.2,143.8
114,115,Western Kentucky,12,295,151,51.2,1722,5.8,11,6,108.46,24.6,143.5
115,116,UCLA,12,318,162,50.9,1693,5.3,9,14,96.19,26.5,141.1
116,117,Navy,13,157,84,53.5,1560,9.9,13,6,156.64,12.1,120.0
117,118,Air Force,13,168,88,52.4,1551,9.2,12,6,146.36,12.9,119.3
118,119,Georgia Tech,13,168,64,38.1,1091,6.5,9,7,102.00,12.9,83.9
119,120,Army,13,138,72,52.2,1015,7.4,7,3,126.34,10.6,78.1
