,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Western Michigan,12,35,29,82.9,2.9,2.4
1,2,Wisconsin,13,32,28,87.5,2.5,2.2
2,3,Arizona,13,34,30,88.2,2.6,2.3
3,4,Utah,13,28,25,89.3,2.2,1.9
4,5,USC,13,40,36,90.0,3.1,2.8
5,6,Boise State,13,21,19,90.5,1.6,1.5
6,7,North Carolina,13,33,30,90.9,2.5,2.3
7,7,Miami (Ohio),14,44,40,90.9,3.1,2.9
8,7,Buffalo,12,44,40,90.9,3.7,3.3
9,10,Ohio,13,34,31,91.2,2.6,2.4
10,10,Texas A&M,13,34,31,91.2,2.6,2.4
11,12,Arizona State,12,35,32,91.4,2.9,2.7
12,13,Virginia Tech,14,37,34,91.9,2.6,2.4
13,14,Temple,12,25,23,92.0,2.1,1.9
14,15,UAB,12,39,36,92.3,3.3,3.0
15,16,Arkansas State,12,40,37,92.5,3.3,3.1
16,16,Rutgers,12,40,37,92.5,3.3,3.1
17,18,Clemson,13,27,25,92.6,2.1,1.9
18,18,Wake Forest,12,54,50,92.6,4.5,4.2
19,20,Purdue,12,41,38,92.7,3.4,3.2
20,21,Mississippi State,13,29,27,93.1,2.2,2.1
21,22,Kansas State,13,45,42,93.3,3.5,3.2
22,23,Florida State,14,31,29,93.5,2.2,2.1
23,23,North Carolina State,13,31,29,93.5,2.4,2.2
24,25,Northwestern,13,47,44,93.6,3.6,3.4
25,25,Vanderbilt,12,47,44,93.6,3.9,3.7
26,27,Illinois,13,32,30,93.8,2.5,2.3
27,27,Southern Mississippi,13,48,45,93.8,3.7,3.5
28,29,Maryland,13,33,31,93.9,2.5,2.4
29,30,UNLV,13,67,63,94.0,5.2,4.8
30,31,Louisiana-Lafayette,12,52,49,94.2,4.3,4.1
31,31,Akron,12,52,49,94.2,4.3,4.1
32,33,Eastern Michigan,12,70,66,94.3,5.8,5.5
33,34,TCU,13,19,18,94.7,1.5,1.4
34,35,Auburn,14,39,37,94.9,2.8,2.6
35,35,Virginia,12,39,37,94.9,3.3,3.1
36,35,Rice,12,59,56,94.9,4.9,4.7
37,38,Oregon State,12,41,39,95.1,3.4,3.3
38,38,Florida Atlantic,12,41,39,95.1,3.4,3.3
39,40,Ohio State,13,21,20,95.2,1.6,1.5
40,41,Missouri,13,22,21,95.5,1.7,1.6
41,41,Ball State,12,44,42,95.5,3.7,3.5
42,41,Wyoming,12,44,42,95.5,3.7,3.5
43,44,UTEP,13,45,43,95.6,3.5,3.3
44,45,SMU,14,47,45,95.7,3.4,3.2
45,45,Middle Tennessee,13,46,44,95.7,3.5,3.4
46,45,Idaho,13,46,44,95.7,3.5,3.4
47,45,Kentucky,13,47,45,95.7,3.6,3.5
48,45,Louisiana Tech,12,46,44,95.7,3.8,3.7
49,50,Fresno State,13,48,46,95.8,3.7,3.5
50,50,Minnesota,12,48,46,95.8,4.0,3.8
51,52,Tulsa,13,49,47,95.9,3.8,3.6
52,53,Houston,12,50,48,96.0,4.2,4.0
53,54,Western Kentucky,12,53,51,96.2,4.4,4.3
54,55,South Florida,13,27,26,96.3,2.1,2.0
55,55,Washington State,12,54,52,96.3,4.5,4.3
56,57,Stanford,13,28,27,96.4,2.2,2.1
57,58,Pittsburgh,13,29,28,96.6,2.2,2.2
58,58,Louisville,13,29,28,96.6,2.2,2.2
59,60,Syracuse,13,30,29,96.7,2.3,2.2
60,60,Florida,13,30,29,96.7,2.3,2.2
61,62,UCF,14,31,30,96.8,2.2,2.1
62,62,Northern Illinois,14,31,30,96.8,2.2,2.1
63,62,Memphis,12,63,61,96.8,5.3,5.1
64,65,Connecticut,13,32,31,96.9,2.5,2.4
65,65,Air Force,13,32,31,96.9,2.5,2.4
66,67,San Diego State,13,33,32,97.0,2.5,2.5
67,67,Kent State,12,33,32,97.0,2.8,2.7
68,69,Oklahoma,14,34,33,97.1,2.4,2.4
69,69,Michigan State,13,34,33,97.1,2.6,2.5
70,69,Georgia,13,35,34,97.1,2.7,2.6
71,69,Texas,12,34,33,97.1,2.8,2.8
72,69,New Mexico,12,69,67,97.1,5.8,5.6
73,74,South Carolina,14,36,35,97.2,2.6,2.5
74,75,Navy,13,37,36,97.3,2.8,2.8
75,75,East Carolina,13,73,71,97.3,5.6,5.5
76,77,Army,13,38,37,97.4,2.9,2.8
77,77,Central Michigan,12,38,37,97.4,3.2,3.1
78,77,Marshall,12,39,38,97.4,3.3,3.2
79,80,UCLA,12,43,42,97.7,3.6,3.5
80,80,Cincinnati,12,44,43,97.7,3.7,3.6
81,82,Toledo,13,46,45,97.8,3.5,3.5
82,82,Washington,13,46,45,97.8,3.5,3.5
83,84,Louisiana-Monroe,12,48,47,97.9,4.0,3.9
84,85,Bowling Green,12,51,50,98.0,4.3,4.2
85,85,Utah State,12,51,50,98.0,4.3,4.2
86,87,Troy,13,52,51,98.1,4.0,3.9
87,87,San Jose State,13,54,53,98.1,4.2,4.1
88,87,Kansas,12,52,51,98.1,4.3,4.3
89,90,West Virginia,13,17,17,100.0,1.3,1.3
90,90,Alabama,13,18,18,100.0,1.4,1.4
91,90,Oregon,13,24,24,100.0,1.8,1.8
92,90,Nebraska,14,25,25,100.0,1.8,1.8
93,90,Iowa,13,26,26,100.0,2.0,2.0
94,90,Notre Dame,13,26,26,100.0,2.0,2.0
95,90,Boston College,13,26,26,100.0,2.0,2.0
96,90,LSU,13,28,28,100.0,2.2,2.2
97,90,Miami (Florida),13,29,29,100.0,2.2,2.2
98,90,Nevada,14,33,33,100.0,2.4,2.4
99,90,California,12,32,32,100.0,2.7,2.7
100,90,BYU,13,35,35,100.0,2.7,2.7
101,90,Arkansas,13,37,37,100.0,2.8,2.8
102,90,Tennessee,13,37,37,100.0,2.8,2.8
103,90,Penn State,13,38,38,100.0,2.9,2.9
104,90,Hawai'i,14,41,41,100.0,2.9,2.9
105,90,Georgia Tech,13,41,41,100.0,3.2,3.2
106,90,Oklahoma State,13,41,41,100.0,3.2,3.2
107,90,Florida International,13,42,42,100.0,3.2,3.2
108,90,Iowa State,12,41,41,100.0,3.4,3.4
109,90,Baylor,13,44,44,100.0,3.4,3.4
110,90,Colorado,12,43,43,100.0,3.6,3.6
111,90,North Texas,12,44,44,100.0,3.7,3.7
112,90,Mississippi,12,45,45,100.0,3.8,3.8
113,90,Texas Tech,13,49,49,100.0,3.8,3.8
114,90,Indiana,12,49,49,100.0,4.1,4.1
115,90,Duke,12,50,50,100.0,4.2,4.2
116,90,Michigan,13,54,54,100.0,4.2,4.2
117,90,Colorado State,12,53,53,100.0,4.4,4.4
118,90,Tulane,12,57,57,100.0,4.8,4.8
119,90,New Mexico State,12,61,61,100.0,5.1,5.1
