,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
74,75,South Carolina,14,176,56,29,14,11,4,1,0,0
75,75,Wake Forest,12,176,58,28,12,8,4,1,0,0
76,75,Western Michigan,12,176,55,30,10,7,3,3,1,0
77,78,Miami (Ohio),14,177,61,33,16,10,7,5,2,1
78,78,Middle Tennessee,13,177,69,25,9,3,2,1,0,0
79,78,UAB,12,177,57,23,10,6,5,4,0,0
80,81,Colorado State,12,178,61,28,13,8,5,3,0,0
81,81,Connecticut,13,178,50,24,13,5,1,0,0,0
82,81,Louisiana-Lafayette,12,178,63,22,13,7,4,1,0,0
83,84,Minnesota,12,180,66,28,11,8,2,0,0,0
84,84,UCLA,12,180,59,24,15,7,4,4,0,0
85,86,Tennessee,13,182,56,25,13,6,4,3,1,0
86,87,Houston,12,183,58,23,11,6,1,0,0,0
87,87,Rice,12,183,62,29,21,5,3,3,0,0
88,89,Duke,12,184,64,37,15,5,4,3,1,0
89,89,UNLV,13,184,68,35,20,11,3,3,0,0
90,91,Marshall,12,185,52,18,9,1,1,0,0,0
91,91,Washington,13,185,53,18,8,5,3,2,1,0
92,93,Akron,12,186,70,31,15,7,1,0,0,0
93,93,Colorado,12,186,50,22,10,5,4,2,2,0
94,93,Eastern Michigan,12,186,67,32,22,18,13,4,1,0
95,93,Oklahoma,14,186,61,33,15,7,4,1,0,0
96,93,Texas A&M,13,186,49,22,9,4,3,2,0,0
97,98,Nevada,14,187,53,26,14,10,6,4,1,0
98,98,Purdue,12,187,39,10,2,2,0,0,0,0
99,100,Auburn,14,188,54,20,11,7,6,2,2,0
100,100,Mississippi State,13,188,47,21,10,6,4,3,1,0
101,102,Oklahoma State,13,189,44,15,8,2,2,2,1,0
102,103,Virginia Tech,14,192,68,29,14,8,6,5,1,0
103,104,New Mexico,12,193,58,31,18,7,4,2,1,1
104,104,Utah State,12,193,60,29,13,9,4,1,1,0
105,106,Kansas State,13,194,69,38,20,13,7,3,2,0
106,106,Louisiana Tech,12,194,61,30,15,11,6,1,0,0
107,106,Northwestern,13,194,63,27,9,6,5,3,1,0
108,109,Troy,13,195,71,38,24,11,4,1,1,0
109,110,Memphis,12,197,72,31,22,14,3,2,0,0
110,111,Navy,13,198,48,10,6,4,2,0,0,0
111,112,Idaho,13,199,65,33,16,10,3,2,0,0
112,113,Washington State,12,202,62,29,17,11,6,3,1,0
113,114,USC,13,204,63,27,12,6,1,0,0,0
114,115,Baylor,13,205,56,24,12,6,4,1,0,0
115,116,Texas Tech,13,208,58,33,15,11,7,1,0,0
116,117,Michigan,13,211,64,29,15,8,7,4,3,1
117,118,East Carolina,13,221,81,38,19,10,7,3,2,1
118,118,San Jose State,13,221,68,32,14,2,2,1,0,0
119,120,Tulsa,13,222,71,34,16,10,4,1,1,0
