,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Auburn,14,132,41,21,10,5,3,2,0,0
1,2,Georgia Tech,13,125,45,18,8,5,4,2,0,0
2,3,Nevada,14,115,38,16,11,7,2,2,0,0
3,3,Oregon,13,115,40,22,13,7,5,3,1,0
4,5,Air Force,13,110,27,12,6,3,0,0,0,0
5,6,Navy,13,107,28,13,9,3,1,0,0,0
6,7,Illinois,13,100,28,14,8,6,3,1,0,0
7,7,Tulsa,13,100,28,13,6,1,1,0,0,0
8,9,Northern Illinois,14,98,42,25,15,12,9,5,2,1
9,9,TCU,13,98,14,6,4,0,0,0,0,0
10,11,Wisconsin,13,97,20,12,6,2,2,0,0,0
11,12,Nebraska,14,93,36,19,14,11,8,3,2,0
12,12,Ohio State,13,93,23,14,7,4,3,1,1,0
13,12,Virginia Tech,14,93,24,10,6,6,4,3,1,0
14,15,Michigan,13,88,24,14,7,5,3,2,1,0
15,16,Miami (Florida),13,86,17,6,3,1,1,1,0,0
16,16,Southern Mississippi,13,86,21,5,5,4,3,0,0,0
17,18,Army,13,85,18,6,3,2,0,0,0,0
18,19,Mississippi,12,81,31,12,9,7,3,2,1,0
19,20,Mississippi State,13,80,21,9,6,6,2,2,0,0
20,21,Florida International,13,79,25,12,4,4,3,2,1,0
21,21,Kansas State,13,79,25,14,6,4,0,0,0,0
22,23,Baylor,13,78,30,11,6,5,4,2,1,0
23,23,North Texas,12,78,31,12,8,6,4,1,1,0
24,25,USC,13,77,16,8,4,3,1,1,0,0
25,26,Florida,13,76,16,9,6,4,2,1,0,0
26,26,Michigan State,13,76,16,8,5,4,3,2,1,0
27,28,Stanford,13,75,21,13,8,6,2,0,0,0
28,29,Middle Tennessee,13,74,20,9,8,5,1,1,0,0
29,29,Oklahoma State,13,74,16,4,2,2,2,0,0,0
30,29,South Carolina,14,74,15,7,3,2,0,0,0,0
31,32,Boise State,13,73,21,11,5,5,2,2,1,0
32,32,LSU,13,73,19,7,4,3,2,1,1,0
33,32,UCF,14,73,19,8,3,1,0,0,0,0
34,32,West Virginia,13,73,14,8,4,2,0,0,0,0
35,36,California,12,72,11,6,4,2,0,0,0,0
36,36,Utah State,12,72,16,8,1,0,0,0,0,0
37,38,Florida State,14,71,25,14,7,5,4,4,2,1
38,39,Arkansas State,12,70,17,6,1,0,0,0,0,0
39,39,Eastern Michigan,12,70,19,9,3,3,0,0,0,0
40,39,Louisville,13,70,22,6,6,4,4,3,2,0
41,42,Georgia,13,69,12,6,3,1,0,0,0,0
42,42,Ohio,13,69,14,5,4,2,1,0,0,0
43,42,SMU,14,69,18,4,1,0,0,0,0,0
44,42,Washington,13,69,20,11,4,4,1,1,0,0
45,42,Western Kentucky,12,69,13,7,3,1,0,0,0,0
46,47,Iowa,13,68,11,5,2,2,2,1,0,0
47,48,Temple,12,67,19,7,2,1,0,0,0,0
48,49,Hawai'i,14,66,23,13,5,4,3,1,0,0
49,49,Pittsburgh,13,66,22,8,4,3,3,2,0,0
50,51,Alabama,13,65,20,16,9,6,2,0,0,0
51,51,Missouri,13,65,19,11,3,3,3,1,0,0
52,51,Texas A&M,13,65,14,9,6,3,2,1,1,0
53,54,Arkansas,13,63,16,7,5,3,3,2,0,0
54,54,Rice,12,63,13,8,4,2,1,1,1,0
55,56,Cincinnati,12,62,20,8,4,3,2,1,1,0
56,56,Louisiana Tech,12,62,13,8,4,2,2,0,0,0
57,56,Purdue,12,62,16,9,6,4,2,1,1,0
58,56,UCLA,12,62,20,10,4,3,1,1,0,0
59,60,Fresno State,13,61,24,12,6,4,1,0,0,0
60,60,South Florida,13,61,10,5,3,2,2,0,0,0
61,60,Syracuse,13,61,14,5,3,1,1,0,0,0
62,63,Penn State,13,60,16,2,1,1,0,0,0,0
63,63,Toledo,13,60,22,9,6,5,3,2,2,0
64,65,Connecticut,13,59,19,7,4,4,2,0,0,0
65,65,East Carolina,13,59,12,3,1,0,0,0,0,0
66,65,UTEP,13,59,12,4,2,2,1,0,0,0
67,65,Wake Forest,12,59,13,8,5,4,3,3,2,0
68,69,Kentucky,13,58,13,7,6,5,2,2,1,0
69,69,North Carolina,13,58,13,6,4,4,2,1,0,0
70,69,UAB,12,58,16,6,3,3,0,0,0,0
71,72,Northwestern,13,57,10,2,1,1,1,1,1,0
72,72,Texas,12,57,14,4,2,1,1,0,0,0
73,72,Texas Tech,13,57,14,7,2,1,1,1,1,0
74,72,Troy,13,57,20,11,5,2,0,0,0,0
75,76,Vanderbilt,12,56,16,11,8,5,2,1,1,0
76,77,Ball State,12,55,15,5,3,1,1,1,1,0
77,77,Houston,12,55,12,6,3,1,0,0,0,0
78,77,Notre Dame,13,55,16,5,0,0,0,0,0,0
79,80,Colorado State,12,52,11,7,1,1,0,0,0,0
80,80,San Diego State,13,52,18,9,7,3,3,2,1,1
81,80,Utah,13,52,16,6,4,1,1,1,0,0
82,83,Arizona State,12,51,14,7,3,3,1,1,0,0
83,83,BYU,13,51,12,5,3,2,1,1,0,0
84,83,Oregon State,12,51,12,3,1,1,1,1,0,0
85,86,New Mexico State,12,50,10,0,0,0,0,0,0,0
86,86,Tennessee,13,50,21,8,4,2,0,0,0,0
87,88,Arizona,13,49,14,6,2,2,2,1,0,0
88,88,Central Michigan,12,49,9,4,2,1,1,0,0,0
89,88,Clemson,13,49,14,9,6,4,3,1,0,0
90,88,New Mexico,12,49,5,2,1,0,0,0,0,0
91,88,North Carolina State,13,49,9,4,1,0,0,0,0,0
92,93,Miami (Ohio),14,48,15,4,2,1,1,1,1,1
93,93,Tulane,12,48,11,2,1,0,0,0,0,0
94,93,Virginia,12,48,9,6,2,0,0,0,0,0
95,93,Wyoming,12,48,15,11,7,4,3,2,1,1
96,97,Maryland,13,46,15,8,6,5,4,2,1,1
97,97,Minnesota,12,46,8,1,0,0,0,0,0,0
98,97,Oklahoma,14,46,9,4,1,1,1,0,0,0
99,100,Colorado,12,45,11,5,3,2,1,0,0,0
100,100,Florida Atlantic,12,45,9,4,2,1,1,0,0,0
101,100,Kansas,12,45,9,1,1,1,0,0,0,0
102,100,Kent State,12,45,11,5,1,1,0,0,0,0
103,100,Rutgers,12,45,11,4,1,1,1,1,1,1
104,105,Louisiana-Monroe,12,44,5,2,1,0,0,0,0,0
105,106,Boston College,13,43,18,6,3,2,1,1,0,0
106,106,Buffalo,12,43,2,1,1,0,0,0,0,0
107,106,UNLV,13,43,7,3,2,0,0,0,0,0
108,106,Western Michigan,12,43,14,7,6,4,2,2,0,0
109,110,Duke,12,42,11,5,2,1,1,0,0,0
110,110,Iowa State,12,42,12,6,4,4,3,0,0,0
111,112,Idaho,13,40,12,5,2,1,0,0,0,0
112,112,Washington State,12,40,10,1,1,1,1,1,0,0
113,114,Louisiana-Lafayette,12,39,9,5,5,4,2,0,0,0
114,115,Marshall,12,38,5,2,2,2,1,0,0,0
115,116,Akron,12,35,9,6,4,3,2,2,1,1
116,117,Indiana,12,34,7,3,2,1,1,0,0,0
117,117,San Jose State,13,34,7,4,1,1,1,1,0,0
118,119,Memphis,12,31,9,3,0,0,0,0,0,0
119,120,Bowling Green,12,22,4,1,0,0,0,0,0,0
