,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
83,84,Middle Tennessee,13,27,174,6.44,0,2.1,13.4
84,85,Marshall,12,23,146,6.35,1,1.9,12.2
85,86,Kent State,12,33,209,6.33,1,2.8,17.4
86,87,Florida International,13,29,183,6.31,0,2.2,14.1
87,88,Texas Tech,13,19,119,6.26,0,1.5,9.2
88,89,Auburn,14,22,136,6.18,0,1.6,9.7
89,90,Missouri,13,26,158,6.08,0,2.0,12.2
90,91,Arkansas State,12,16,97,6.06,0,1.3,8.1
91,92,San Diego State,13,28,169,6.04,0,2.2,13.0
92,93,Western Michigan,12,24,144,6.00,0,2.0,12.0
93,94,Washington State,12,19,113,5.95,0,1.6,9.4
94,95,New Mexico State,12,18,107,5.94,0,1.5,8.9
95,96,Arizona,13,22,129,5.86,0,1.7,9.9
96,97,Georgia Tech,13,23,134,5.83,0,1.8,10.3
97,98,Purdue,12,24,134,5.58,0,2.0,11.2
98,99,Navy,13,13,70,5.38,0,1.0,5.4
99,100,Tulane,12,19,97,5.11,0,1.6,8.1
100,101,Notre Dame,13,18,89,4.94,1,1.4,6.8
101,102,Washington,13,26,128,4.92,0,2.0,9.8
102,103,SMU,14,28,136,4.86,0,2.0,9.7
103,104,Boston College,13,25,114,4.56,0,1.9,8.8
104,105,Miami (Florida),13,34,154,4.53,1,2.6,11.8
105,106,Toledo,13,23,99,4.30,0,1.8,7.6
106,107,Utah State,12,17,72,4.24,0,1.4,6.0
107,108,UAB,12,20,83,4.15,0,1.7,6.9
108,109,Tennessee,13,18,73,4.06,0,1.4,5.6
109,110,Kansas,12,15,57,3.80,0,1.3,4.8
110,111,Hawai'i,14,19,72,3.79,0,1.4,5.1
111,112,Idaho,13,22,81,3.68,0,1.7,6.2
112,113,Akron,12,10,36,3.60,0,0.8,3.0
113,114,Louisiana-Monroe,12,20,71,3.55,0,1.7,5.9
114,115,South Carolina,14,19,65,3.42,0,1.4,4.6
115,116,North Texas,12,13,43,3.31,0,1.1,3.6
116,117,Illinois,13,19,60,3.16,0,1.5,4.6
117,118,Eastern Michigan,12,9,27,3.00,0,0.8,2.3
118,119,New Mexico,12,10,23,2.30,0,0.8,1.9
119,120,Memphis,12,11,5,0.45,0,0.9,0.4
