,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Utah,13,35,616,17.60,3,2.7,47.4
1,2,Oregon,13,40,679,16.98,5,3.1,52.2
2,3,Maryland,13,34,576,16.94,2,2.6,44.3
3,4,Arkansas,13,20,311,15.55,1,1.5,23.9
4,5,Houston,12,15,231,15.40,1,1.3,19.3
5,6,TCU,13,36,533,14.81,0,2.8,41.0
6,7,Oregon State,12,18,266,14.78,1,1.5,22.2
7,8,USC,13,25,364,14.56,1,1.9,28.0
8,9,Buffalo,12,14,201,14.36,0,1.2,16.8
9,10,Louisiana Tech,12,16,218,13.63,1,1.3,18.2
10,11,LSU,13,32,432,13.50,2,2.5,33.2
11,12,UCF,14,30,394,13.13,0,2.1,28.1
12,13,Michigan State,13,20,260,13.00,1,1.5,20.0
13,14,Nebraska,14,23,297,12.91,1,1.6,21.2
14,15,UTEP,13,25,321,12.84,0,1.9,24.7
15,16,Boise State,13,40,506,12.65,1,3.1,38.9
16,17,Mississippi,12,19,240,12.63,1,1.6,20.0
17,18,Louisville,13,23,290,12.61,1,1.8,22.3
18,19,Alabama,13,28,349,12.46,1,2.2,26.8
19,20,Virginia Tech,14,21,261,12.43,1,1.5,18.6
20,21,Tulsa,13,24,296,12.33,1,1.8,22.8
21,22,Pittsburgh,13,28,344,12.29,0,2.2,26.5
22,23,California,12,25,304,12.16,1,2.1,25.3
23,24,Troy,13,26,309,11.88,1,2.0,23.8
24,25,Texas,12,26,302,11.62,0,2.2,25.2
25,26,South Florida,13,27,312,11.56,2,2.1,24.0
26,26,Rice,12,18,208,11.56,0,1.5,17.3
27,28,Bowling Green,12,20,222,11.10,2,1.7,18.5
28,29,Clemson,13,30,331,11.03,0,2.3,25.5
29,30,East Carolina,13,21,227,10.81,0,1.6,17.5
30,31,Wisconsin,13,19,202,10.63,0,1.5,15.5
31,32,Georgia,13,21,223,10.62,0,1.6,17.2
32,33,Stanford,13,26,261,10.04,0,2.0,20.1
33,34,Nevada,14,25,244,9.76,1,1.8,17.4
34,35,Oklahoma State,13,28,273,9.75,3,2.2,21.0
35,35,Ohio,13,28,273,9.75,0,2.2,21.0
36,37,Air Force,13,17,164,9.65,0,1.3,12.6
37,38,Florida State,14,33,318,9.64,1,2.4,22.7
38,39,Ohio State,13,30,289,9.63,1,2.3,22.2
39,40,Iowa State,12,15,144,9.60,1,1.3,12.0
40,41,Northern Illinois,14,28,266,9.50,1,2.0,19.0
41,41,Wake Forest,12,14,133,9.50,0,1.2,11.1
42,43,Penn State,13,33,310,9.39,1,2.5,23.8
43,44,Fresno State,13,32,299,9.34,1,2.5,23.0
44,45,North Carolina State,13,22,205,9.32,3,1.7,15.8
45,46,Northwestern,13,18,167,9.28,0,1.4,12.8
46,47,UCLA,12,18,166,9.22,0,1.5,13.8
47,48,Syracuse,13,32,294,9.19,0,2.5,22.6
48,49,Florida,13,33,302,9.15,2,2.5,23.2
49,50,Arizona State,12,34,309,9.09,1,2.8,25.8
50,51,Mississippi State,13,17,153,9.00,0,1.3,11.8
51,52,BYU,13,25,224,8.96,0,1.9,17.2
52,53,Central Michigan,12,19,170,8.95,1,1.6,14.2
53,54,Rutgers,12,24,211,8.79,3,2.0,17.6
54,55,North Carolina,13,15,128,8.53,0,1.2,9.8
55,56,Oklahoma,14,38,323,8.50,0,2.7,23.1
56,57,Colorado State,12,13,110,8.46,0,1.1,9.2
57,58,West Virginia,13,22,185,8.41,0,1.7,14.2
58,59,San Jose State,13,9,75,8.33,0,0.7,5.8
59,60,Florida Atlantic,12,22,182,8.27,0,1.8,15.2
60,61,Kansas State,13,23,189,8.22,0,1.8,14.5
61,62,Connecticut,13,28,229,8.18,0,2.2,17.6
62,62,Iowa,13,22,180,8.18,1,1.7,13.8
63,64,Duke,12,23,188,8.17,0,1.9,15.7
64,65,Western Kentucky,12,16,130,8.13,1,1.3,10.8
65,66,Ball State,12,18,146,8.11,0,1.5,12.2
66,67,UNLV,13,14,108,7.71,1,1.1,8.3
67,68,Wyoming,12,6,46,7.67,0,0.5,3.8
68,69,Minnesota,12,13,99,7.62,0,1.1,8.3
69,70,Michigan,13,14,104,7.43,0,1.1,8.0
70,71,Colorado,12,18,131,7.28,0,1.5,10.9
71,72,Vanderbilt,12,25,181,7.24,1,2.1,15.1
72,73,Southern Mississippi,13,30,217,7.23,1,2.3,16.7
73,74,Cincinnati,12,21,151,7.19,0,1.8,12.6
74,75,Temple,12,28,201,7.18,0,2.3,16.8
75,76,Army,13,20,142,7.10,0,1.5,10.9
76,77,Texas A&M,13,35,247,7.06,1,2.7,19.0
77,77,Kentucky,13,31,219,7.06,1,2.4,16.8
78,79,Miami (Ohio),14,19,133,7.00,1,1.4,9.5
79,79,Louisiana-Lafayette,12,13,91,7.00,0,1.1,7.6
80,81,Indiana,12,9,61,6.78,0,0.8,5.1
81,82,Virginia,12,20,133,6.65,0,1.7,11.1
82,83,Baylor,13,23,149,6.48,0,1.8,11.5
