,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,TCU,13,64,22,11,6,3,0,0,0,0
1,2,Texas,12,70,24,13,5,3,1,0,0,0
2,3,Air Force,13,73,32,9,2,1,0,0,0,0
3,4,Miami (Florida),13,80,29,12,4,1,1,0,0,0
4,4,Penn State,13,80,26,11,8,3,2,1,1,0
5,6,LSU,13,81,22,9,6,6,5,4,3,1
6,7,Boise State,13,82,25,5,1,0,0,0,0,0
7,8,Alabama,13,83,29,16,9,3,2,2,0,0
8,8,Florida Atlantic,12,83,30,16,10,5,3,1,0,0
9,8,Syracuse,13,83,24,13,4,3,2,1,0,0
10,8,West Virginia,13,83,24,10,7,4,3,2,2,1
11,12,Central Michigan,12,84,31,13,6,6,2,2,0,0
12,13,Virginia,12,85,34,21,10,5,3,1,1,0
13,14,Buffalo,12,87,28,15,9,2,1,0,0,0
14,14,California,12,87,25,11,7,3,1,1,1,0
15,16,Clemson,13,88,36,19,9,5,2,1,0,0
16,17,North Texas,12,90,40,18,12,7,4,2,1,0
17,17,Temple,12,90,25,7,1,1,1,1,0,0
18,17,Wyoming,12,90,35,20,14,7,0,0,0,0
19,20,Florida,13,91,25,13,5,2,1,0,0,0
20,20,Kansas,12,91,34,19,8,4,2,1,1,1
21,20,Louisville,13,91,30,11,6,2,1,0,0,0
22,20,Ohio State,13,91,30,7,1,0,0,0,0,0
23,24,Nebraska,14,92,25,11,6,2,1,1,1,0
24,24,Tulane,12,92,40,13,8,6,4,2,1,0
25,26,Army,13,95,44,20,9,6,3,2,0,0
26,26,Kentucky,13,95,35,20,8,1,0,0,0,0
27,26,Pittsburgh,13,95,20,12,5,2,2,1,0,0
28,29,Georgia,13,96,37,17,8,3,1,0,0,0
29,30,North Carolina,13,97,35,13,9,2,1,1,0,0
30,31,Arkansas,13,98,32,16,8,3,2,0,0,0
31,31,Arkansas State,12,98,43,26,10,5,4,3,2,0
32,31,Western Kentucky,12,98,32,15,7,2,1,0,0,0
33,34,Colorado State,12,99,39,18,7,5,3,1,0,0
34,34,Eastern Michigan,12,99,42,18,11,8,5,1,0,0
35,34,Georgia Tech,13,99,35,16,6,4,2,1,0,0
36,34,Vanderbilt,12,99,40,19,6,4,1,1,0,0
37,38,Arizona,13,100,33,16,9,4,3,2,1,0
38,38,Middle Tennessee,13,100,40,13,4,1,1,1,0,0
39,38,Minnesota,12,100,39,16,5,3,1,0,0,0
40,41,Fresno State,13,101,42,16,11,4,1,0,0,0
41,41,New Mexico State,12,101,36,29,17,8,4,3,0,0
42,41,Wake Forest,12,101,38,18,7,4,2,1,0,0
43,44,BYU,13,102,39,15,6,4,3,1,0,0
44,44,Ball State,12,102,39,18,11,3,3,2,0,0
45,44,Cincinnati,12,102,35,16,7,6,3,1,0,0
46,44,Iowa State,12,102,32,14,9,5,2,0,0,0
47,44,Oregon State,12,102,42,18,11,2,0,0,0,0
48,44,UCLA,12,102,36,15,9,5,2,2,0,0
49,44,UNLV,13,102,51,26,15,7,1,1,0,0
50,51,Houston,12,103,34,19,9,4,0,0,0,0
51,51,Louisiana-Monroe,12,103,34,17,10,5,4,3,1,1
52,51,Missouri,13,103,32,13,4,1,1,0,0,0
53,54,Duke,12,104,47,28,12,4,4,3,1,0
54,54,Florida International,13,104,37,14,6,4,2,1,1,0
55,56,Boston College,13,105,31,10,3,1,0,0,0,0
56,56,Kent State,12,105,23,11,8,2,1,0,0,0
57,56,Wisconsin,13,105,37,15,5,2,2,0,0,0
58,59,Bowling Green,12,106,31,16,7,1,1,1,1,0
59,60,New Mexico,12,107,40,19,10,4,2,1,0,0
60,60,Rutgers,12,107,46,15,6,0,0,0,0,0
61,60,San Diego State,13,107,38,14,7,3,1,0,0,0
62,63,Mississippi,12,108,51,23,8,3,3,3,2,0
63,63,Notre Dame,13,108,37,12,5,2,0,0,0,0
64,63,Stanford,13,108,29,11,4,2,2,1,0,0
65,66,South Florida,13,109,33,11,2,1,1,0,0,0
66,67,Kansas State,13,110,38,18,8,5,2,1,0,0
67,68,Indiana,12,111,31,15,10,8,5,3,0,0
68,68,Louisiana-Lafayette,12,111,43,19,11,5,3,0,0,0
69,68,North Carolina State,13,111,41,18,8,6,4,1,0,0
70,68,UCF,14,111,32,14,7,6,4,3,1,0
71,68,Western Michigan,12,111,32,17,5,4,2,2,1,0
72,73,Northern Illinois,14,112,37,15,4,3,3,3,3,0
73,73,Oklahoma,14,112,36,22,11,4,2,1,0,0
74,75,Connecticut,13,114,36,17,10,3,1,0,0,0
75,75,Hawai'i,14,114,36,20,14,6,4,2,1,0
76,75,Idaho,13,114,36,18,11,5,1,1,0,0
77,78,Michigan State,13,116,38,12,7,2,1,0,0,0
78,78,UTEP,13,116,39,16,6,1,1,0,0,0
79,78,Utah,13,116,42,13,7,2,2,2,2,2
80,78,Washington,13,116,31,7,3,1,0,0,0,0
81,82,Arizona State,12,117,32,14,9,5,2,0,0,0
82,82,Iowa,13,117,28,10,4,0,0,0,0,0
83,82,Oregon,13,117,33,14,3,1,1,1,1,0
84,85,SMU,14,118,33,15,8,5,1,0,0,0
85,85,UAB,12,118,40,17,9,5,5,4,0,0
86,87,Illinois,13,119,32,11,7,4,4,4,1,0
87,87,Purdue,12,119,32,8,1,1,0,0,0,0
88,87,Virginia Tech,14,119,45,17,6,3,2,2,0,0
89,90,Maryland,13,120,37,14,6,2,1,0,0,0
90,90,Utah State,12,120,45,20,9,6,2,1,1,0
91,92,Florida State,14,121,38,19,7,4,2,1,0,0
92,92,Miami (Ohio),14,121,41,20,7,4,3,2,0,0
93,94,Tennessee,13,122,40,16,7,2,1,1,0,0
94,94,Toledo,13,122,33,12,3,1,0,0,0,0
95,94,Troy,13,122,47,27,17,6,2,0,0,0
