,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
96,94,Washington State,12,122,33,15,10,5,3,1,1,0
97,98,Colorado,12,123,32,16,9,5,4,2,2,0
98,98,Northwestern,13,123,38,13,3,1,1,1,0,0
99,98,Ohio,13,123,41,16,6,2,1,1,1,0
100,101,Marshall,12,124,35,14,6,1,1,0,0,0
101,102,Southern Mississippi,13,126,42,27,14,4,3,1,1,0
102,103,Navy,13,127,32,5,3,2,1,0,0,0
103,104,Memphis,12,128,55,26,19,11,2,1,0,0
104,104,Mississippi State,13,128,38,17,7,3,2,2,1,0
105,106,Akron,12,129,53,24,12,5,1,0,0,0
106,106,East Carolina,13,129,55,24,10,5,3,1,0,0
107,108,South Carolina,14,130,41,23,12,10,4,1,0,0
108,108,Texas A&M,13,130,35,14,5,2,1,1,0,0
109,110,Michigan,13,132,46,23,10,4,3,3,2,1
110,111,Rice,12,134,53,28,21,5,3,3,0,0
111,112,Auburn,14,136,44,17,10,6,5,1,1,0
112,112,Baylor,13,136,39,15,7,4,3,1,0,0
113,112,Nevada,14,136,39,16,8,6,5,3,1,0
114,112,Oklahoma State,13,136,34,15,8,2,2,2,1,0
115,116,Louisiana Tech,12,137,47,24,12,8,4,1,0,0
116,117,USC,13,139,44,20,8,4,1,0,0,0
117,118,San Jose State,13,148,46,21,9,0,0,0,0,0
118,119,Texas Tech,13,151,46,25,9,6,3,0,0,0
119,120,Tulsa,13,170,57,30,14,8,3,1,1,0
