,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Boston College,13,21,6,2,1,0,0,0,0,0
1,2,West Virginia,13,36,9,4,4,2,0,0,0,0
2,3,Cincinnati,12,37,10,7,4,3,2,2,1,0
3,3,Iowa,13,37,5,1,0,0,0,0,0,0
4,5,TCU,13,38,10,4,1,0,0,0,0,0
5,6,Temple,12,40,8,4,4,3,1,1,1,1
6,7,Utah,13,41,10,5,2,2,1,1,1,0
7,8,Ohio,13,42,11,5,3,2,0,0,0,0
8,9,Southern Mississippi,13,43,17,7,5,2,0,0,0,0
9,10,North Carolina,13,44,9,7,3,2,1,1,0,0
10,11,Alabama,13,45,13,3,2,1,0,0,0,0
11,11,Illinois,13,45,13,7,4,3,2,1,1,0
12,11,Kent State,12,45,11,6,4,2,2,2,0,0
13,11,Toledo,13,45,13,7,4,4,2,1,0,0
14,15,Arizona State,12,46,7,5,3,2,1,1,0,0
15,15,Boise State,13,46,17,5,4,2,0,0,0,0
16,15,Ohio State,13,46,7,2,1,0,0,0,0,0
17,15,South Carolina,14,46,15,6,2,1,0,0,0,0
18,15,Syracuse,13,46,14,3,2,2,0,0,0,0
19,20,North Carolina State,13,47,16,7,4,3,2,1,0,0
20,21,SMU,14,48,7,3,0,0,0,0,0,0
21,22,Rice,12,49,9,1,0,0,0,0,0,0
22,22,UCF,14,49,9,3,1,0,0,0,0,0
23,24,South Florida,13,50,9,4,3,2,2,1,0,0
24,25,Nevada,14,51,14,10,6,4,1,1,0,0
25,26,Auburn,14,52,10,3,1,1,1,1,1,0
26,26,Missouri,13,52,16,10,7,6,5,3,1,1
27,26,Tulsa,13,52,14,4,2,2,1,0,0,0
28,29,BYU,13,53,18,10,3,1,1,1,1,0
29,29,Florida State,14,53,12,4,3,2,1,1,0,0
30,29,Notre Dame,13,53,11,5,3,3,1,1,1,0
31,29,Oklahoma State,13,53,10,0,0,0,0,0,0,0
32,33,California,12,54,9,4,2,2,0,0,0,0
33,33,Maryland,13,54,9,3,3,3,1,1,0,0
34,33,Wisconsin,13,54,11,4,1,1,1,0,0,0
35,36,Northern Illinois,14,55,17,4,4,3,3,1,0,0
36,36,Texas,12,55,15,6,3,2,2,1,1,0
37,38,Miami (Ohio),14,56,20,13,9,6,4,3,2,1
38,38,Michigan State,13,56,8,4,2,2,2,1,1,0
39,38,Pittsburgh,13,56,10,2,1,0,0,0,0,0
40,38,Texas A&M,13,56,14,8,4,2,2,1,0,0
41,42,Akron,12,57,17,7,3,2,0,0,0,0
42,42,Arizona,13,57,9,5,1,1,1,1,1,0
43,42,Central Michigan,12,57,16,9,6,3,3,2,1,0
44,42,Hawai'i,14,57,9,5,3,1,1,0,0,0
45,42,Louisiana Tech,12,57,14,6,3,3,2,0,0,0
46,42,Texas Tech,13,57,12,8,6,5,4,1,0,0
47,48,Buffalo,12,58,8,3,1,1,1,1,1,1
48,48,LSU,13,58,15,6,4,3,1,1,0,0
49,48,Oregon,13,58,16,7,2,1,0,0,0,0
50,51,Florida,13,59,7,2,0,0,0,0,0,0
51,51,Mississippi,12,59,17,10,5,4,4,3,1,0
52,51,UAB,12,59,17,6,1,1,0,0,0,0
53,51,UTEP,13,59,11,6,2,1,1,1,0,0
54,55,Mississippi State,13,60,9,4,3,3,2,1,0,0
55,55,Rutgers,12,60,21,7,5,3,2,0,0,0
56,55,Tennessee,13,60,16,9,6,4,3,2,1,0
57,58,Louisiana-Monroe,12,61,18,4,2,2,1,1,1,0
58,58,Marshall,12,61,17,4,3,0,0,0,0,0
59,58,Nebraska,14,61,18,4,1,0,0,0,0,0
60,58,Stanford,13,61,14,2,1,1,1,1,0,0
61,62,Iowa State,12,62,7,2,1,1,1,1,0,0
62,63,Colorado,12,63,18,6,1,0,0,0,0,0
63,63,Louisville,13,63,13,9,4,3,2,0,0,0
64,65,Army,13,64,15,3,1,0,0,0,0,0
65,65,Bowling Green,12,64,14,11,8,5,4,1,1,0
66,65,Connecticut,13,64,14,7,3,2,0,0,0,0
