,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
66,67,Virginia,12,40,864,21.60,0,3.3,72.0
67,68,Boise State,13,90,1956,21.73,0,6.9,150.5
68,69,Miami (Florida),13,51,1109,21.75,0,3.9,85.3
69,70,Eastern Michigan,12,40,871,21.78,2,3.3,72.6
70,70,Cincinnati,12,45,980,21.78,0,3.8,81.7
71,72,South Florida,13,53,1156,21.81,0,4.1,88.9
72,73,Minnesota,12,43,939,21.84,2,3.6,78.3
73,74,Stanford,13,68,1487,21.87,0,5.2,114.4
74,75,Wake Forest,12,52,1139,21.90,0,4.3,94.9
75,76,Missouri,13,66,1447,21.92,0,5.1,111.3
76,77,North Carolina State,13,76,1669,21.96,2,5.8,128.4
77,78,Syracuse,13,59,1301,22.05,1,4.5,100.1
78,79,Pittsburgh,13,58,1282,22.10,1,4.5,98.6
79,80,Purdue,12,39,863,22.13,0,3.3,71.9
80,81,Wyoming,12,41,908,22.15,0,3.4,75.7
81,82,North Texas,12,51,1135,22.25,1,4.3,94.6
82,83,Houston,12,63,1403,22.27,0,5.3,116.9
83,84,California,12,54,1214,22.48,0,4.5,101.2
84,85,Illinois,13,55,1237,22.49,0,4.2,95.2
85,86,Connecticut,13,59,1329,22.53,0,4.5,102.2
86,86,North Carolina,13,62,1397,22.53,0,4.8,107.5
87,88,UTEP,13,54,1217,22.54,1,4.2,93.6
88,89,Florida Atlantic,12,31,702,22.65,0,2.6,58.5
89,90,Mississippi State,13,64,1450,22.66,0,4.9,111.5
90,91,Central Michigan,12,42,954,22.71,2,3.5,79.5
91,92,BYU,13,45,1041,23.13,0,3.5,80.1
92,93,Navy,13,64,1498,23.41,0,4.9,115.2
93,94,USC,13,61,1429,23.43,1,4.7,109.9
94,95,Mississippi,12,52,1219,23.44,1,4.3,101.6
95,96,Western Kentucky,12,44,1035,23.52,1,3.7,86.3
96,97,Nebraska,14,46,1085,23.59,0,3.3,77.5
97,98,Kentucky,13,51,1204,23.61,2,3.9,92.6
98,99,Louisville,13,53,1256,23.70,1,4.1,96.6
99,100,Idaho,13,44,1045,23.75,0,3.4,80.4
100,101,Kansas,12,34,809,23.79,0,2.8,67.4
101,101,Indiana,12,61,1451,23.79,0,5.1,120.9
102,103,Washington,13,54,1301,24.09,0,4.2,100.1
103,104,Wisconsin,13,82,1985,24.21,2,6.3,152.7
104,105,Fresno State,13,66,1601,24.26,2,5.1,123.2
105,106,New Mexico State,12,46,1117,24.28,1,3.8,93.1
106,107,Virginia Tech,14,60,1461,24.35,0,4.3,104.4
107,108,SMU,14,58,1414,24.38,1,4.1,101.0
108,109,Southern Mississippi,13,81,1981,24.46,3,6.2,152.4
109,110,Buffalo,12,34,840,24.71,0,2.8,70.0
110,111,San Diego State,13,57,1456,25.54,0,4.4,112.0
111,112,Arkansas,13,70,1794,25.63,1,5.4,138.0
112,113,Nevada,14,79,2051,25.96,1,5.6,146.5
113,114,UCLA,12,35,914,26.11,1,2.9,76.2
114,115,Colorado State,12,29,759,26.17,1,2.4,63.3
115,116,Memphis,12,31,814,26.26,0,2.6,67.8
116,117,Iowa State,12,36,970,26.94,1,3.0,80.8
117,118,Tulane,12,61,1646,26.98,1,5.1,137.2
118,119,Oklahoma State,13,50,1369,27.38,3,3.8,105.3
119,120,New Mexico,12,33,979,29.67,0,2.8,81.6
