,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
35,36,Georgia Tech,13,4203,1091,921,5294,5.75,407.2
36,37,Navy,13,3702,1560,849,5262,6.20,404.8
37,37,Virginia,12,1672,3186,862,4858,5.64,404.8
38,39,North Carolina State,13,1590,3655,1006,5245,5.21,403.5
39,40,Arkansas State,12,1789,3052,855,4841,5.66,403.4
40,41,Virginia Tech,14,2782,2850,913,5632,6.17,402.3
41,42,Mississippi State,13,2806,2411,907,5217,5.75,401.3
42,43,Mississippi,12,2491,2307,826,4798,5.81,399.8
43,44,Nebraska,14,3466,2108,916,5574,6.09,398.1
44,45,Illinois,13,3199,1963,903,5162,5.72,397.1
45,46,Florida International,13,2438,2698,906,5136,5.67,395.1
46,47,South Carolina,14,2161,3338,911,5499,6.04,392.8
47,48,Northwestern,13,2027,3057,942,5084,5.40,391.1
48,49,Central Michigan,12,1269,3408,860,4677,5.44,389.8
49,49,Louisiana Tech,12,2049,2629,890,4678,5.26,389.8
50,51,North Carolina,13,1634,3432,865,5066,5.86,389.7
51,52,Utah,13,1988,3069,826,5057,6.12,389.0
52,53,Michigan State,13,1978,3073,817,5051,6.18,388.5
53,54,Indiana,12,1204,3446,861,4650,5.40,387.5
54,55,Idaho,13,1168,3860,922,5028,5.45,386.8
55,56,Georgia,13,1854,3151,814,5005,6.15,385.0
56,57,Iowa,13,1929,3049,806,4978,6.18,382.9
57,58,Texas,12,1806,2784,878,4590,5.23,382.5
58,59,Florida State,14,2400,2938,897,5338,5.95,381.3
59,59,Duke,12,1320,3256,872,4576,5.25,381.3
60,61,Notre Dame,13,1646,3290,895,4936,5.52,379.7
61,62,Kansas State,13,2590,2331,846,4921,5.82,378.5
62,63,North Texas,12,2426,2077,805,4503,5.59,375.3
63,63,Rice,12,1913,2591,854,4504,5.27,375.3
64,65,UCF,14,2626,2610,898,5236,5.83,374.0
65,66,Tulane,12,1530,2949,899,4479,4.98,373.3
66,67,West Virginia,13,2076,2769,908,4845,5.34,372.7
67,68,Penn State,13,1853,2986,873,4839,5.54,372.2
68,69,Middle Tennessee,13,2361,2474,909,4835,5.32,371.9
69,70,Fresno State,13,1958,2860,858,4818,5.62,370.6
70,71,Louisville,13,2275,2522,835,4797,5.74,369.0
71,72,BYU,13,2185,2579,947,4764,5.03,366.5
72,73,Pittsburgh,13,2154,2601,830,4755,5.73,365.8
73,74,Toledo,13,2176,2574,860,4750,5.52,365.4
74,75,Tennessee,13,1420,3309,827,4729,5.72,363.8
75,76,Washington,13,2238,2475,857,4713,5.50,362.5
76,77,Minnesota,12,1623,2713,825,4336,5.26,361.3
77,78,UTEP,13,1782,2903,844,4685,5.55,360.4
78,79,Colorado,12,1642,2672,847,4314,5.09,359.5
79,80,Maryland,13,1796,2791,822,4587,5.58,352.8
80,81,Louisiana-Lafayette,12,1225,3000,850,4225,4.97,352.1
81,82,Miami (Ohio),14,1376,3552,941,4928,5.24,352.0
82,83,Florida,13,2170,2396,884,4566,5.17,351.2
83,84,Utah State,12,2024,2144,852,4168,4.89,347.3
84,85,Louisiana-Monroe,12,1443,2721,874,4164,4.76,347.0
85,86,LSU,13,2438,2023,839,4461,5.32,343.2
86,87,Colorado State,12,1360,2662,785,4022,5.12,335.2
87,88,Clemson,13,1805,2544,865,4349,5.03,334.5
88,89,Temple,12,1803,2206,727,4009,5.51,334.1
89,90,California,12,1906,2098,761,4004,5.26,333.7
90,91,Eastern Michigan,12,2080,1921,793,4001,5.05,333.4
91,92,Washington State,12,1092,2870,801,3962,4.95,330.2
92,93,Army,13,3271,1015,866,4286,4.95,329.7
93,94,Oregon State,12,1453,2465,759,3918,5.16,326.5
94,95,Ohio,13,2125,2110,768,4235,5.51,325.8
95,95,Connecticut,13,2271,1964,858,4235,4.94,325.8
96,97,Syracuse,13,1822,2375,812,4197,5.17,322.8
97,98,Western Kentucky,12,2105,1722,795,3827,4.81,318.9
98,99,Iowa State,12,1718,2091,828,3809,4.60,317.4
99,100,UCLA,12,2107,1693,802,3800,4.74,316.7
100,101,San Jose State,13,1021,3075,788,4096,5.20,315.1
101,102,Marshall,12,1166,2605,766,3771,4.92,314.3
102,102,Kent State,12,1363,2409,773,3772,4.88,314.3
103,104,Purdue,12,1930,1809,796,3739,4.70,311.6
104,105,South Florida,13,1883,2139,810,4022,4.97,309.4
105,106,Ball State,12,1827,1843,754,3670,4.87,305.8
106,107,Florida Atlantic,12,1140,2492,741,3632,4.90,302.7
107,108,Wake Forest,12,1902,1726,761,3628,4.77,302.3
108,109,Boston College,13,1662,2225,814,3887,4.78,299.0
109,110,Vanderbilt,12,1666,1913,781,3579,4.58,298.3
110,111,Buffalo,12,1361,2211,850,3572,4.20,297.7
111,112,Kansas,12,1615,1942,823,3557,4.32,296.4
112,113,New Mexico State,12,1534,2009,825,3543,4.29,295.3
113,114,Rutgers,12,1211,2328,769,3539,4.60,294.9
114,115,Bowling Green,12,752,2779,820,3531,4.31,294.3
115,116,Wyoming,12,1434,1992,691,3426,4.96,285.5
116,117,Memphis,12,1099,2321,718,3420,4.76,285.0
117,118,UNLV,13,1343,2222,805,3565,4.43,274.2
118,119,Akron,12,1361,1861,742,3222,4.34,268.5
119,120,New Mexico,12,1301,1892,805,3193,3.97,266.1
