,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
0,1,Kansas,12,99,1004,8.3,83.7
1,2,Idaho,13,92,874,7.1,67.2
2,3,Troy,13,97,848,7.5,65.2
3,4,Clemson,13,88,841,6.8,64.7
4,5,Indiana,12,81,775,6.8,64.6
5,6,Texas Tech,13,95,838,7.3,64.5
6,7,UCLA,12,82,771,6.8,64.3
7,8,Washington,13,92,829,7.1,63.8
8,9,New Mexico State,12,74,760,6.2,63.3
9,10,Maryland,13,95,820,7.3,63.1
10,11,Central Michigan,12,84,755,7.0,62.9
11,12,New Mexico,12,77,754,6.4,62.8
12,13,Arkansas State,12,94,747,7.8,62.3
13,13,Virginia,12,87,748,7.3,62.3
14,15,North Carolina,13,100,795,7.7,61.2
15,15,Western Kentucky,12,90,734,7.5,61.2
16,15,Utah State,12,79,734,6.6,61.2
17,15,BYU,13,82,795,6.3,61.2
18,19,Wyoming,12,87,733,7.3,61.1
19,20,Oregon State,12,91,731,7.6,60.9
20,20,Syracuse,13,89,792,6.8,60.9
21,22,Oklahoma,14,102,851,7.3,60.8
22,22,Notre Dame,13,90,791,6.9,60.8
23,24,South Florida,13,93,787,7.2,60.5
24,24,Tulane,12,80,726,6.7,60.5
25,26,Ball State,12,77,724,6.4,60.3
26,27,Western Michigan,12,84,720,7.0,60.0
27,28,Texas A&M,13,94,779,7.2,59.9
28,29,Marshall,12,81,708,6.8,59.0
29,29,Buffalo,12,81,708,6.8,59.0
30,31,Louisiana-Lafayette,12,76,699,6.3,58.3
31,32,Iowa,13,85,753,6.5,57.9
32,33,West Virginia,13,79,752,6.1,57.8
33,34,North Carolina State,13,83,749,6.4,57.6
34,35,Bowling Green,12,74,690,6.2,57.5
35,36,East Carolina,13,86,746,6.6,57.4
36,37,Cincinnati,12,75,685,6.3,57.1
37,38,Akron,12,67,679,5.6,56.6
38,39,Texas,12,73,677,6.1,56.4
39,40,Rutgers,12,78,673,6.5,56.1
40,41,Virginia Tech,14,93,783,6.6,55.9
41,41,Hawai'i,14,90,782,6.4,55.9
42,41,UTEP,13,82,727,6.3,55.9
43,44,Florida State,14,98,775,7.0,55.4
44,44,Washington State,12,77,665,6.4,55.4
45,46,Duke,12,80,662,6.7,55.2
46,47,Florida International,13,88,714,6.8,54.9
47,48,Kansas State,13,81,711,6.2,54.7
48,49,UNLV,13,79,707,6.1,54.4
49,50,Colorado,12,72,649,6.0,54.1
50,51,California,12,75,643,6.3,53.6
51,52,Baylor,13,83,692,6.4,53.2
52,53,Pittsburgh,13,72,689,5.5,53.0
53,54,San Diego State,13,81,688,6.2,52.9
54,54,Northern Illinois,14,79,740,5.6,52.9
55,56,Arkansas,13,92,678,7.1,52.2
56,57,Louisville,13,85,676,6.5,52.0
57,58,Oregon,13,83,675,6.4,51.9
58,58,Arizona State,12,72,623,6.0,51.9
59,60,Minnesota,12,68,621,5.7,51.8
60,61,Middle Tennessee,13,91,672,7.0,51.7
61,62,Miami (Florida),13,81,668,6.2,51.4
62,63,Toledo,13,73,665,5.6,51.2
63,64,Tennessee,13,88,663,6.8,51.0
64,65,Arizona,13,81,662,6.2,50.9
65,66,UAB,12,79,610,6.6,50.8
66,66,Louisiana Tech,12,69,609,5.8,50.8
67,68,Vanderbilt,12,72,607,6.0,50.6
68,69,Oklahoma State,13,81,656,6.2,50.5
69,70,Michigan State,13,77,651,5.9,50.1
70,71,San Jose State,13,66,649,5.1,49.9
71,72,North Texas,12,73,597,6.1,49.8
72,73,Miami (Ohio),14,79,693,5.6,49.5
73,74,Stanford,13,80,641,6.2,49.3
74,75,Florida Atlantic,12,73,589,6.1,49.1
75,76,Wake Forest,12,66,588,5.5,49.0
76,77,Missouri,13,80,634,6.2,48.8
77,78,Nevada,14,74,682,5.3,48.7
78,79,Kentucky,13,74,625,5.7,48.1
79,80,Mississippi State,13,78,617,6.0,47.5
80,81,USC,13,71,609,5.5,46.8
81,81,Boise State,13,71,609,5.5,46.8
82,83,South Carolina,14,79,652,5.6,46.6
83,84,Navy,13,69,604,5.3,46.5
84,85,Houston,12,64,557,5.3,46.4
85,86,Mississippi,12,71,554,5.9,46.2
86,87,Iowa State,12,61,553,5.1,46.1
87,88,Southern Mississippi,13,78,598,6.0,46.0
88,88,Illinois,13,63,598,4.8,46.0
89,90,Northwestern,13,67,597,5.2,45.9
90,91,Boston College,13,69,596,5.3,45.8
91,92,Eastern Michigan,12,62,547,5.2,45.6
92,93,Ohio,13,74,588,5.7,45.2
93,94,Connecticut,13,76,582,5.8,44.8
94,95,Alabama,13,72,575,5.5,44.2
95,95,Purdue,12,66,530,5.5,44.2
96,97,Louisiana-Monroe,12,67,524,5.6,43.7
97,98,Fresno State,13,60,565,4.6,43.5
98,99,Army,13,73,563,5.6,43.3
99,100,Florida,13,75,557,5.8,42.8
100,100,Ohio State,13,67,557,5.2,42.8
101,100,Colorado State,12,56,514,4.7,42.8
102,103,LSU,13,70,555,5.4,42.7
103,104,Temple,12,61,508,5.1,42.3
104,105,Tulsa,13,66,542,5.1,41.7
105,106,Kent State,12,68,497,5.7,41.4
106,107,Georgia Tech,13,63,531,4.8,40.8
107,108,Auburn,14,69,565,4.9,40.4
108,109,Memphis,12,60,477,5.0,39.8
