,Rank,Name,G,TFL,TFL Yards,TFL/G
0,1,TCU,13,42.0,139,3.23
1,2,San Diego State,13,44.0,161,3.39
2,2,Nevada,14,44.0,162,3.14
3,4,Boise State,13,46.0,147,3.54
4,4,Utah,13,46.0,187,3.54
5,6,Michigan,13,48.0,172,3.69
6,6,Oklahoma State,13,48.0,226,3.69
7,8,Houston,12,50.0,196,4.17
8,8,Texas,12,50.0,237,4.17
9,10,Navy,13,51.0,154,3.92
10,10,Penn State,13,51.0,218,3.92
11,12,Air Force,13,54.0,139,4.15
12,13,Stanford,13,55.0,134,4.23
13,13,Virginia,12,55.0,227,4.58
14,15,Army,13,56.0,182,4.31
15,15,UTEP,13,56.0,259,4.31
16,17,Texas Tech,13,57.0,253,4.39
17,18,Wisconsin,13,58.0,194,4.46
18,18,Miami (Florida),13,58.0,246,4.46
19,20,Northern Illinois,14,60.0,185,4.29
20,21,USC,13,61.0,223,4.69
21,22,Minnesota,12,63.0,243,5.25
22,22,Maryland,13,63.0,251,4.85
23,22,Georgia,13,63.0,302,4.85
24,25,Ball State,12,64.0,198,5.33
25,25,Duke,12,64.0,261,5.33
26,25,Pittsburgh,13,64.0,263,4.92
27,25,SMU,14,64.0,265,4.57
28,29,Marshall,12,65.0,175,5.42
29,29,Purdue,12,65.0,207,5.42
30,29,UAB,12,65.0,227,5.42
31,29,Clemson,13,65.0,245,5.00
32,29,BYU,13,65.0,252,5.00
33,29,East Carolina,13,65.0,255,5.00
34,29,Syracuse,13,65.0,305,5.00
35,29,Michigan State,13,65.0,323,5.00
36,29,Colorado,12,65.0,323,5.42
37,38,Indiana,12,66.0,214,5.50
38,38,Baylor,13,66.0,260,5.08
39,38,Kansas,12,66.0,308,5.50
40,41,Alabama,13,67.0,244,5.15
41,41,Washington,13,67.0,249,5.15
42,41,California,12,67.0,267,5.58
43,44,Connecticut,13,68.0,207,5.23
44,44,Iowa,13,68.0,242,5.23
45,44,Temple,12,68.0,282,5.67
46,44,Arkansas State,12,68.0,293,5.67
47,48,Notre Dame,13,69.0,249,5.31
48,48,Kansas State,13,69.0,259,5.31
49,48,Arizona State,12,69.0,272,5.75
50,51,Ohio State,13,70.0,229,5.39
51,51,New Mexico State,12,70.0,259,5.83
52,51,Ohio,13,70.0,262,5.39
53,51,Tulsa,13,70.0,274,5.39
54,51,Arkansas,13,70.0,284,5.39
55,56,LSU,13,71.0,303,5.46
56,57,Southern Mississippi,13,72.0,239,5.54
57,57,Florida International,13,72.0,284,5.54
58,57,North Carolina State,13,72.0,301,5.54
59,57,Boston College,13,72.0,310,5.54
60,57,Akron,12,72.0,333,6.00
61,62,Troy,13,73.0,308,5.62
62,62,Iowa State,12,73.0,309,6.08
63,62,San Jose State,13,73.0,336,5.62
64,65,Auburn,14,74.0,290,5.29
65,65,Tulane,12,74.0,337,6.17
66,67,UCF,14,75.0,266,5.36
67,67,Western Michigan,12,75.0,316,6.25
68,69,South Carolina,14,76.0,239,5.43
69,69,Louisiana Tech,12,76.0,275,6.33
70,71,Mississippi State,13,77.0,255,5.92
71,71,Eastern Michigan,12,77.0,264,6.42
72,71,Western Kentucky,12,77.0,278,6.42
73,71,Nebraska,14,77.0,331,5.50
74,75,Georgia Tech,13,78.0,233,6.00
75,76,Oregon,13,79.0,261,6.08
76,76,Arizona,13,79.0,320,6.08
77,76,Oregon State,12,79.0,327,6.58
78,76,Louisiana-Lafayette,12,79.0,333,6.58
79,76,Florida Atlantic,12,79.0,426,6.58
80,81,Central Michigan,12,80.0,327,6.67
81,81,Utah State,12,80.0,347,6.67
82,81,North Carolina,13,80.0,365,6.15
83,81,Cincinnati,12,80.0,365,6.67
84,81,Hawai'i,14,80.0,449,5.71
85,86,Illinois,13,81.0,292,6.23
86,86,Idaho,13,81.0,410,6.23
87,88,Louisville,13,82.0,278,6.31
88,88,Florida,13,82.0,291,6.31
89,88,South Florida,13,82.0,303,6.31
90,88,Toledo,13,82.0,306,6.31
91,88,New Mexico,12,82.0,352,6.83
92,93,Kentucky,13,83.0,287,6.39
93,93,Kent State,12,83.0,295,6.92
94,93,Oklahoma,14,83.0,335,5.93
95,96,Buffalo,12,84.0,347,7.00
96,96,Texas A&M,13,84.0,401,6.46
97,98,Missouri,13,85.0,288,6.54
98,98,Louisiana-Monroe,12,85.0,334,7.08
99,98,Florida State,14,85.0,336,6.07
100,98,West Virginia,13,85.0,364,6.54
101,98,Rice,12,85.0,403,7.08
102,103,UCLA,12,86.0,342,7.17
103,104,North Texas,12,87.0,328,7.25
104,104,Middle Tennessee,13,87.0,340,6.69
105,104,Memphis,12,87.0,349,7.25
106,107,Mississippi,12,90.0,287,7.50
107,107,Virginia Tech,14,90.0,357,6.43
108,107,Vanderbilt,12,90.0,412,7.50
109,110,Northwestern,13,91.0,320,7.00
110,111,UNLV,13,92.0,383,7.08
111,111,Bowling Green,12,92.0,417,7.67
112,113,Wake Forest,12,93.0,352,7.75
113,114,Tennessee,13,98.0,420,7.54
114,115,Fresno State,13,99.0,423,7.62
115,116,Miami (Ohio),14,101.0,438,7.21
116,117,Colorado State,12,104.0,407,8.67
117,117,Wyoming,12,104.0,447,8.67
118,119,Washington State,12,108.0,391,9.00
119,120,Rutgers,12,113.0,525,9.42
