,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
72,73,Duke,12,162,52,21,8,4,2,1,0,0
73,74,Navy,13,160,59,30,17,7,4,2,1,0
74,74,Rice,12,160,48,26,12,7,2,1,1,0
75,76,North Texas,12,159,57,26,13,8,6,2,1,0
76,76,Oregon State,12,159,50,9,3,1,1,1,0,0
77,78,Georgia Tech,13,158,64,31,16,7,5,3,0,0
78,79,Texas,12,157,51,25,13,2,2,0,0,0
79,80,Syracuse,13,156,45,19,9,3,1,0,0,0
80,81,Ohio,13,154,47,20,10,5,2,0,0,0
81,81,Toledo,13,154,54,22,15,12,7,5,2,0
82,81,Utah State,12,154,43,22,7,3,2,1,0,0
83,84,Minnesota,12,153,53,19,6,1,1,0,0,0
84,85,BYU,13,152,43,16,6,3,2,1,0,0
85,85,Temple,12,152,48,21,12,5,3,1,1,0
86,87,LSU,13,151,48,19,11,5,3,2,1,0
87,87,Washington State,12,151,47,19,11,7,4,3,1,0
88,89,Colorado,12,150,43,17,10,7,4,1,0,0
89,90,Clemson,13,149,45,24,13,6,5,3,0,0
90,91,Maryland,13,147,53,27,17,13,10,5,2,1
91,92,Louisiana-Lafayette,12,146,55,30,18,11,7,2,1,0
92,93,Louisiana-Monroe,12,144,38,16,10,5,1,1,1,0
93,94,California,12,143,39,22,12,6,1,0,0,0
94,95,Eastern Michigan,12,142,45,24,10,6,2,2,0,0
95,95,San Jose State,13,142,44,23,17,7,4,2,0,0
96,97,Kent State,12,141,38,21,7,2,1,1,0,0
97,97,South Florida,13,141,41,17,9,6,4,1,0,0
98,97,Western Kentucky,12,141,37,15,5,2,0,0,0,0
99,100,Connecticut,13,139,42,15,9,5,2,0,0,0
100,101,Florida Atlantic,12,138,46,20,12,5,4,2,1,0
101,102,UCLA,12,137,31,16,9,4,2,1,0,0
102,103,UNLV,13,133,38,16,8,3,2,0,0,0
103,104,Bowling Green,12,131,34,13,6,3,2,2,0,0
104,104,Buffalo,12,131,28,13,5,2,2,1,1,0
105,106,Army,13,130,32,13,5,2,0,0,0,0
106,106,Iowa State,12,130,32,14,4,4,3,0,0,0
107,108,Marshall,12,129,35,18,10,7,5,2,2,1
108,108,Rutgers,12,129,51,19,11,6,2,1,1,1
109,110,New Mexico State,12,128,34,11,4,2,0,0,0,0
110,110,Vanderbilt,12,128,42,22,13,8,3,1,1,0
111,112,Purdue,12,125,28,16,11,9,4,2,1,0
112,113,Ball State,12,121,36,14,8,4,3,2,2,0
113,113,Boston College,13,121,54,25,10,5,3,1,0,0
114,115,Kansas,12,120,32,14,4,1,0,0,0,0
115,115,Memphis,12,120,47,19,5,2,2,1,1,0
116,117,New Mexico,12,119,27,13,8,3,0,0,0,0
117,118,Wake Forest,12,118,32,17,9,6,5,5,3,0
118,118,Wyoming,12,118,44,27,11,6,4,2,1,1
119,120,Akron,12,113,28,13,7,5,2,2,1,1
