,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
103,104,Florida,13,15,9,60.0,1.2,0.7
104,105,West Virginia,13,17,10,58.8,1.3,0.8
105,106,Clemson,13,24,14,58.3,1.8,1.1
106,107,Arkansas State,12,21,12,57.1,1.8,1.0
107,107,UTEP,13,21,12,57.1,1.6,0.9
108,107,Kansas,12,14,8,57.1,1.2,0.7
109,107,SMU,14,14,8,57.1,1.0,0.6
110,111,Eastern Michigan,12,9,5,55.6,0.8,0.4
111,112,Air Force,13,13,7,53.8,1.0,0.5
112,113,UCF,14,21,11,52.4,1.5,0.8
113,114,Central Michigan,12,20,10,50.0,1.7,0.8
114,115,Iowa State,12,17,8,47.1,1.4,0.7
115,115,Western Kentucky,12,17,8,47.1,1.4,0.7
116,117,Toledo,13,14,6,42.9,1.1,0.5
117,118,UAB,12,17,7,41.2,1.4,0.6
118,119,Bowling Green,12,13,5,38.5,1.1,0.4
119,120,Michigan,13,14,4,28.6,1.1,0.3
