,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Virginia Tech,14,22,21,95.5,1.6,1.5
1,2,Notre Dame,13,20,19,95.0,1.5,1.5
2,3,Syracuse,13,19,18,94.7,1.5,1.4
3,3,Nebraska,14,19,18,94.7,1.4,1.3
4,5,Michigan State,13,15,14,93.3,1.2,1.1
5,6,Wake Forest,12,13,12,92.3,1.1,1.0
6,7,Stanford,13,19,17,89.5,1.5,1.3
7,7,Missouri,13,19,17,89.5,1.5,1.3
8,9,Mississippi,12,18,16,88.9,1.5,1.3
9,9,East Carolina,13,18,16,88.9,1.4,1.2
10,9,New Mexico,12,9,8,88.9,0.8,0.7
11,12,Georgia Tech,13,17,15,88.2,1.3,1.2
12,13,Boston College,13,25,22,88.0,1.9,1.7
13,14,Duke,12,24,21,87.5,2.0,1.8
14,15,Oklahoma State,13,31,27,87.1,2.4,2.1
15,16,North Carolina,13,22,19,86.4,1.7,1.5
16,17,Indiana,12,21,18,85.7,1.8,1.5
17,18,Texas,12,27,23,85.2,2.3,1.9
18,19,Florida International,13,20,17,85.0,1.5,1.3
19,20,TCU,13,13,11,84.6,1.0,0.8
20,21,New Mexico State,12,19,16,84.2,1.6,1.3
21,21,Arkansas,13,19,16,84.2,1.5,1.2
22,23,Southern Mississippi,13,31,26,83.9,2.4,2.0
23,24,Georgia,13,24,20,83.3,1.8,1.5
24,24,North Texas,12,18,15,83.3,1.5,1.3
25,24,Tennessee,13,18,15,83.3,1.4,1.2
26,24,Western Michigan,12,12,10,83.3,1.0,0.8
27,24,Middle Tennessee,13,12,10,83.3,0.9,0.8
28,29,Illinois,13,29,24,82.8,2.2,1.8
29,30,LSU,13,34,28,82.4,2.6,2.2
30,30,Houston,12,17,14,82.4,1.4,1.2
31,30,Ball State,12,17,14,82.4,1.4,1.2
32,30,Iowa,13,17,14,82.4,1.3,1.1
33,34,Tulane,12,16,13,81.3,1.3,1.1
34,35,BYU,13,21,17,81.0,1.6,1.3
35,35,Hawai'i,14,21,17,81.0,1.5,1.2
36,37,Fresno State,13,26,21,80.8,2.0,1.6
37,38,Connecticut,13,31,25,80.6,2.4,1.9
38,39,Penn State,13,25,20,80.0,1.9,1.5
39,39,Louisiana-Monroe,12,10,8,80.0,0.8,0.7
40,39,Wyoming,12,10,8,80.0,0.8,0.7
41,42,Oklahoma,14,29,23,79.3,2.1,1.6
42,43,Purdue,12,19,15,78.9,1.6,1.3
43,44,Florida State,14,28,22,78.6,2.0,1.6
44,44,Cincinnati,12,14,11,78.6,1.2,0.9
45,44,Ohio,13,14,11,78.6,1.1,0.8
46,47,North Carolina State,13,27,21,77.8,2.1,1.6
47,47,Louisiana Tech,12,18,14,77.8,1.5,1.2
48,47,Memphis,12,18,14,77.8,1.5,1.2
49,47,Maryland,13,18,14,77.8,1.4,1.1
50,47,Louisville,13,18,14,77.8,1.4,1.1
51,52,Wisconsin,13,22,17,77.3,1.7,1.3
52,52,Troy,13,22,17,77.3,1.7,1.3
53,52,San Diego State,13,22,17,77.3,1.7,1.3
54,52,Auburn,14,22,17,77.3,1.6,1.2
55,56,Ohio State,13,26,20,76.9,2.0,1.5
56,57,Miami (Florida),13,17,13,76.5,1.3,1.0
57,57,Oregon,13,17,13,76.5,1.3,1.0
58,57,Utah,13,17,13,76.5,1.3,1.0
59,60,Texas A&M,13,21,16,76.2,1.6,1.2
60,61,Alabama,13,25,19,76.0,1.9,1.5
61,62,Navy,13,12,9,75.0,0.9,0.7
62,63,Arizona,13,19,14,73.7,1.5,1.1
63,64,Colorado State,12,22,16,72.7,1.8,1.3
64,64,Kansas State,13,11,8,72.7,0.8,0.6
65,64,UNLV,13,11,8,72.7,0.8,0.6
66,67,UCLA,12,18,13,72.2,1.5,1.1
67,68,Pittsburgh,13,25,18,72.0,1.9,1.4
68,68,Idaho,13,25,18,72.0,1.9,1.4
69,70,Arizona State,12,24,17,70.8,2.0,1.4
70,70,South Carolina,14,24,17,70.8,1.7,1.2
71,72,Nevada,14,17,12,70.6,1.2,0.9
72,73,Baylor,13,27,19,70.4,2.1,1.5
73,74,Rutgers,12,20,14,70.0,1.7,1.2
74,75,Northwestern,13,23,16,69.6,1.8,1.2
75,76,South Florida,13,26,18,69.2,2.0,1.4
76,77,California,12,16,11,68.8,1.3,0.9
77,78,Mississippi State,13,19,13,68.4,1.5,1.0
78,79,Army,13,22,15,68.2,1.7,1.2
79,80,Miami (Ohio),14,27,18,66.7,1.9,1.3
80,80,Tulsa,13,24,16,66.7,1.8,1.2
81,80,Boise State,13,24,16,66.7,1.8,1.2
82,80,Kentucky,13,18,12,66.7,1.4,0.9
83,80,Akron,12,15,10,66.7,1.3,0.8
84,80,Texas Tech,13,15,10,66.7,1.2,0.8
85,80,Oregon State,12,12,8,66.7,1.0,0.7
86,87,Temple,12,20,13,65.0,1.7,1.1
87,87,Washington,13,20,13,65.0,1.5,1.0
88,89,Minnesota,12,17,11,64.7,1.4,0.9
89,89,Rice,12,17,11,64.7,1.4,0.9
90,89,Kent State,12,17,11,64.7,1.4,0.9
91,89,Utah State,12,17,11,64.7,1.4,0.9
92,93,San Jose State,13,22,14,63.6,1.7,1.1
93,93,Washington State,12,11,7,63.6,0.9,0.6
94,95,Northern Illinois,14,30,19,63.3,2.1,1.4
95,96,Colorado,12,16,10,62.5,1.3,0.8
96,96,USC,13,16,10,62.5,1.2,0.8
97,96,Marshall,12,8,5,62.5,0.7,0.4
98,99,Louisiana-Lafayette,12,13,8,61.5,1.1,0.7
99,99,Buffalo,12,13,8,61.5,1.1,0.7
100,99,Florida Atlantic,12,13,8,61.5,1.1,0.7
101,99,Vanderbilt,12,13,8,61.5,1.1,0.7
102,103,Virginia,12,18,11,61.1,1.5,0.9
