,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
51,52,Temple,12,39,870,22.31,0,3.3,72.5
52,53,Oklahoma,14,42,935,22.26,0,3.0,66.8
53,54,Florida International,13,60,1334,22.23,2,4.6,102.6
54,55,BYU,13,47,1041,22.15,0,3.6,80.1
55,56,SMU,14,56,1238,22.11,0,4.0,88.4
56,57,Western Michigan,12,47,1038,22.09,1,3.9,86.5
57,58,Louisiana-Monroe,12,65,1432,22.03,0,5.4,119.3
58,59,Northern Illinois,14,39,857,21.97,1,2.8,61.2
59,60,Iowa State,12,54,1185,21.94,1,4.5,98.8
60,61,Houston,12,61,1331,21.82,1,5.1,110.9
61,62,Stanford,13,43,936,21.77,0,3.3,72.0
62,63,Virginia,12,51,1107,21.71,2,4.3,92.3
63,64,Wyoming,12,47,1016,21.62,0,3.9,84.7
64,65,Michigan,13,72,1544,21.44,0,5.5,118.8
65,66,Arkansas State,12,56,1198,21.39,0,4.7,99.8
66,66,Oregon,13,46,984,21.39,0,3.5,75.7
67,68,Tennessee,13,53,1133,21.38,0,4.1,87.2
68,69,Duke,12,67,1432,21.37,0,5.6,119.3
69,69,Washington State,12,46,983,21.37,0,3.8,81.9
70,71,Ohio,13,53,1130,21.32,0,4.1,86.9
71,71,California,12,47,1002,21.32,0,3.9,83.5
72,73,Mississippi State,13,51,1083,21.24,1,3.9,83.3
73,74,Notre Dame,13,49,1038,21.18,0,3.8,79.8
74,75,Minnesota,12,59,1248,21.15,0,4.9,104.0
75,76,San Jose State,13,70,1479,21.13,0,5.4,113.8
76,77,Western Kentucky,12,62,1308,21.10,1,5.2,109.0
77,78,Missouri,13,33,696,21.09,1,2.5,53.5
78,79,Mississippi,12,64,1349,21.08,0,5.3,112.4
79,80,Kansas,12,66,1384,20.97,1,5.5,115.3
80,81,UAB,12,64,1339,20.92,0,5.3,111.6
81,82,Washington,13,55,1148,20.87,0,4.2,88.3
82,83,Penn State,13,57,1186,20.81,1,4.4,91.2
83,84,Georgia,13,45,936,20.80,1,3.5,72.0
84,85,UCLA,12,52,1076,20.69,0,4.3,89.7
85,86,Wake Forest,12,69,1420,20.58,0,5.8,118.3
86,87,Miami (Ohio),14,48,986,20.54,0,3.4,70.4
87,88,Florida State,14,57,1169,20.51,0,4.1,83.5
88,89,Kent State,12,48,983,20.48,1,4.0,81.9
89,90,Pittsburgh,13,51,1040,20.39,0,3.9,80.0
90,91,North Carolina,13,45,917,20.38,0,3.5,70.5
91,92,Ball State,12,53,1078,20.34,1,4.4,89.8
92,93,Cincinnati,12,59,1191,20.19,0,4.9,99.3
93,94,East Carolina,13,82,1653,20.16,1,6.3,127.2
94,94,Hawai'i,14,57,1149,20.16,0,4.1,82.1
95,96,South Carolina,14,54,1083,20.06,0,3.9,77.4
96,97,Georgia Tech,13,53,1057,19.94,0,4.1,81.3
97,98,Florida Atlantic,12,56,1116,19.93,0,4.7,93.0
98,99,Army,13,50,994,19.88,0,3.8,76.5
99,100,Baylor,13,62,1231,19.85,1,4.8,94.7
100,101,Purdue,12,55,1087,19.76,0,4.6,90.6
101,101,Illinois,13,49,968,19.76,0,3.8,74.5
102,103,Miami (Florida),13,44,865,19.66,1,3.4,66.5
103,104,Michigan State,13,50,979,19.58,0,3.8,75.3
104,105,Central Michigan,12,53,1037,19.57,0,4.4,86.4
105,106,Eastern Michigan,12,72,1403,19.49,0,6.0,116.9
106,107,Arkansas,13,54,1047,19.39,0,4.2,80.5
107,108,West Virginia,13,42,805,19.17,0,3.2,61.9
108,109,Buffalo,12,51,974,19.10,0,4.3,81.2
109,110,North Carolina State,13,45,855,19.00,0,3.5,65.8
110,111,Akron,12,65,1227,18.88,0,5.4,102.3
111,112,San Diego State,13,46,851,18.50,0,3.5,65.5
112,113,Texas,12,39,720,18.46,0,3.3,60.0
113,114,Tulane,12,71,1309,18.44,0,5.9,109.1
114,115,Bowling Green,12,66,1213,18.38,1,5.5,101.1
115,116,Maryland,13,50,914,18.28,0,3.8,70.3
116,117,Memphis,12,74,1351,18.26,0,6.2,112.6
117,118,Boston College,13,54,983,18.20,0,4.2,75.6
118,119,Troy,13,54,957,17.72,1,4.2,73.6
119,120,Louisiana-Lafayette,12,69,1217,17.64,1,5.8,101.4
