,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,UCF,14,45,1249,27.76,2,3.2,89.2
1,2,Arizona State,12,52,1432,27.54,3,4.3,119.3
2,3,Connecticut,13,55,1487,27.04,3,4.2,114.4
3,4,Oregon State,12,52,1372,26.38,0,4.3,114.3
4,4,Ohio State,13,40,1055,26.38,1,3.1,81.2
5,6,Florida,13,53,1392,26.26,2,4.1,107.1
6,7,TCU,13,31,803,25.90,0,2.4,61.8
7,8,LSU,13,46,1190,25.87,0,3.5,91.5
8,9,UTEP,13,60,1538,25.63,2,4.6,118.3
9,10,Louisville,13,45,1147,25.49,1,3.5,88.2
10,11,Toledo,13,58,1471,25.36,3,4.5,113.2
11,12,Iowa,13,32,809,25.28,1,2.5,62.2
12,13,Utah State,12,62,1561,25.18,1,5.2,130.1
13,14,Middle Tennessee,13,54,1356,25.11,1,4.2,104.3
14,15,Kansas State,13,57,1421,24.93,2,4.4,109.3
15,16,USC,13,51,1248,24.47,1,3.9,96.0
16,17,Colorado State,12,61,1482,24.30,0,5.1,123.5
17,18,North Texas,12,58,1409,24.29,2,4.8,117.4
18,19,Texas A&M,13,50,1206,24.12,2,3.8,92.8
19,20,Alabama,13,41,986,24.05,1,3.2,75.8
20,21,New Mexico State,12,66,1586,24.03,0,5.5,132.2
21,22,Utah,13,46,1100,23.91,1,3.5,84.6
22,23,Boise State,13,33,777,23.55,0,2.5,59.8
23,24,New Mexico,12,70,1648,23.54,1,5.8,137.3
24,25,Louisiana Tech,12,67,1576,23.52,1,5.6,131.3
25,25,Auburn,14,63,1482,23.52,1,4.5,105.9
26,27,Colorado,12,50,1167,23.34,0,4.2,97.3
27,28,UNLV,13,73,1699,23.27,0,5.6,130.7
28,29,Southern Mississippi,13,57,1324,23.23,1,4.4,101.8
29,30,Indiana,12,64,1476,23.06,0,5.3,123.0
30,31,Arizona,13,48,1103,22.98,1,3.7,84.8
31,32,Nebraska,14,39,895,22.95,1,2.8,63.9
32,33,Oklahoma State,13,55,1261,22.93,2,4.2,97.0
33,34,Air Force,13,39,892,22.87,1,3.0,68.6
34,35,Rutgers,12,56,1280,22.86,0,4.7,106.7
35,36,Idaho,13,57,1299,22.79,1,4.4,99.9
36,37,Kentucky,13,59,1343,22.76,0,4.5,103.3
37,38,Virginia Tech,14,50,1136,22.72,2,3.6,81.1
38,39,Clemson,13,45,1018,22.62,1,3.5,78.3
39,40,Marshall,12,57,1286,22.56,1,4.8,107.2
40,41,Northwestern,13,51,1149,22.53,1,3.9,88.4
41,42,South Florida,13,49,1102,22.49,2,3.8,84.8
42,43,Vanderbilt,12,61,1371,22.48,0,5.1,114.3
43,43,Syracuse,13,48,1079,22.48,0,3.7,83.0
44,45,Fresno State,13,60,1348,22.47,0,4.6,103.7
45,46,Navy,13,50,1123,22.46,0,3.8,86.4
46,47,Nevada,14,48,1076,22.42,0,3.4,76.9
47,48,Tulsa,13,49,1097,22.39,1,3.8,84.4
48,49,Rice,12,77,1723,22.38,0,6.4,143.6
49,50,Wisconsin,13,54,1208,22.37,1,4.2,92.9
50,51,Texas Tech,13,59,1319,22.36,0,4.5,101.5
