,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
61,62,Bowling Green,12,27,239,8.85,0,2.3,19.9
62,63,Colorado,12,22,195,8.86,0,1.8,16.3
63,64,Virginia,12,18,160,8.89,0,1.5,13.3
64,65,UAB,12,21,189,9.00,0,1.8,15.8
65,65,North Texas,12,33,297,9.00,0,2.8,24.8
66,67,Marshall,12,28,253,9.04,0,2.3,21.1
67,68,Indiana,12,22,199,9.05,1,1.8,16.6
68,69,Colorado State,12,17,154,9.06,0,1.4,12.8
69,70,Washington State,12,26,236,9.08,2,2.2,19.7
70,71,Oregon,13,12,110,9.17,0,0.9,8.5
71,71,Wake Forest,12,29,266,9.17,0,2.4,22.2
72,73,Oklahoma State,13,18,166,9.22,0,1.4,12.8
73,74,South Carolina,14,30,280,9.33,0,2.1,20.0
74,75,Florida Atlantic,12,30,281,9.37,1,2.5,23.4
75,76,Middle Tennessee,13,24,225,9.38,1,1.8,17.3
76,77,Rice,12,20,189,9.45,0,1.7,15.8
77,78,Nebraska,14,29,279,9.62,0,2.1,19.9
78,79,UNLV,13,21,203,9.67,1,1.6,15.6
79,80,South Florida,13,19,184,9.68,1,1.5,14.2
80,81,Boise State,13,13,126,9.69,1,1.0,9.7
81,82,Western Michigan,12,18,175,9.72,0,1.5,14.6
82,83,Tulane,12,27,263,9.74,1,2.3,21.9
83,84,Michigan,13,9,88,9.78,0,0.7,6.8
84,85,San Diego State,13,26,255,9.81,0,2.0,19.6
85,86,Maryland,13,32,320,10.00,0,2.5,24.6
86,87,Washington,13,36,364,10.11,0,2.8,28.0
87,88,Troy,13,23,233,10.13,2,1.8,17.9
88,89,Utah,13,11,113,10.27,2,0.8,8.7
89,90,San Jose State,13,34,350,10.29,2,2.6,26.9
90,91,Ohio State,13,16,168,10.50,1,1.2,12.9
91,92,Connecticut,13,33,362,10.97,1,2.5,27.8
92,93,North Carolina,13,30,330,11.00,2,2.3,25.4
93,94,Idaho,13,22,243,11.05,1,1.7,18.7
94,95,Rutgers,12,28,310,11.07,0,2.3,25.8
95,96,Toledo,13,27,301,11.15,2,2.1,23.2
96,97,Fresno State,13,11,126,11.45,1,0.8,9.7
97,98,Georgia Tech,13,16,185,11.56,1,1.2,14.2
98,99,Central Michigan,12,20,235,11.75,1,1.7,19.6
99,100,Florida International,13,31,370,11.94,1,2.4,28.5
100,101,Kentucky,13,19,227,11.95,0,1.5,17.5
101,102,Western Kentucky,12,30,365,12.17,1,2.5,30.4
102,103,Arizona State,12,30,369,12.30,1,2.5,30.8
103,104,Houston,12,13,160,12.31,0,1.1,13.3
104,105,Iowa State,12,19,234,12.32,0,1.6,19.5
105,106,Baylor,13,14,175,12.50,0,1.1,13.5
106,107,Wisconsin,13,14,176,12.57,1,1.1,13.5
107,108,California,12,20,259,12.95,2,1.7,21.6
108,109,Stanford,13,10,130,13.00,1,0.8,10.0
109,110,Wyoming,12,26,346,13.31,0,2.2,28.8
110,111,Mississippi,12,31,416,13.42,1,2.6,34.7
111,112,Kansas,12,20,277,13.85,3,1.7,23.1
112,113,UTEP,13,18,254,14.11,0,1.4,19.5
113,114,Hawai'i,14,16,229,14.31,1,1.1,16.4
114,115,Duke,12,20,288,14.40,1,1.7,24.0
115,116,Louisiana-Lafayette,12,23,338,14.70,1,1.9,28.2
116,117,Memphis,12,28,436,15.57,1,2.3,36.3
117,118,New Mexico,12,34,531,15.62,3,2.8,44.3
118,119,Texas,12,16,260,16.25,1,1.3,21.7
119,120,Minnesota,12,9,160,17.78,1,0.8,13.3
