,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Tulsa,13,19,29,1.53,0,1.5,2.2
1,2,Oklahoma,14,24,73,3.04,0,1.7,5.2
2,3,Northwestern,13,13,43,3.31,0,1.0,3.3
3,4,Army,13,22,81,3.68,0,1.7,6.2
4,5,Air Force,13,12,45,3.75,0,0.9,3.5
5,6,Iowa,13,21,82,3.90,0,1.6,6.3
6,7,Texas A&M,13,19,75,3.95,0,1.5,5.8
7,8,Missouri,13,24,95,3.96,0,1.8,7.3
8,9,Auburn,14,11,50,4.55,0,0.8,3.6
9,10,Cincinnati,12,17,81,4.76,0,1.4,6.8
10,11,LSU,13,12,59,4.92,0,0.9,4.5
11,12,BYU,13,19,94,4.95,0,1.5,7.2
12,13,Virginia Tech,14,25,125,5.00,0,1.8,8.9
13,14,Pittsburgh,13,20,101,5.05,1,1.5,7.8
14,15,SMU,14,25,127,5.08,0,1.8,9.1
15,16,Louisville,13,20,102,5.10,0,1.5,7.8
16,17,Georgia,13,15,77,5.13,0,1.2,5.9
17,18,Arkansas,13,17,92,5.41,0,1.3,7.1
18,19,Kent State,12,31,168,5.42,1,2.6,14.0
19,20,New Mexico State,12,24,131,5.46,0,2.0,10.9
20,21,Notre Dame,13,14,77,5.50,1,1.1,5.9
21,22,Mississippi State,13,17,94,5.53,0,1.3,7.2
22,23,Southern Mississippi,13,15,85,5.67,0,1.2,6.5
23,24,Louisiana Tech,12,19,108,5.68,1,1.6,9.0
24,25,Texas Tech,13,22,127,5.77,0,1.7,9.8
25,26,Boston College,13,28,162,5.79,2,2.2,12.5
26,27,Miami (Ohio),14,23,135,5.87,0,1.6,9.6
27,28,Eastern Michigan,12,22,133,6.05,0,1.8,11.1
28,29,Kansas State,13,11,67,6.09,0,0.8,5.2
29,30,UCLA,12,34,213,6.26,0,2.8,17.8
30,31,East Carolina,13,21,134,6.38,0,1.6,10.3
31,32,Alabama,13,10,64,6.40,0,0.8,4.9
32,33,Arizona,13,21,137,6.52,0,1.6,10.5
33,34,Ohio,13,8,53,6.63,0,0.6,4.1
34,35,Vanderbilt,12,26,176,6.77,1,2.2,14.7
35,36,Florida State,14,21,143,6.81,0,1.5,10.2
36,37,Akron,12,25,173,6.92,0,2.1,14.4
37,38,Oregon State,12,29,202,6.97,0,2.4,16.8
38,39,USC,13,12,84,7.00,0,0.9,6.5
39,40,TCU,13,17,121,7.12,0,1.3,9.3
40,41,Clemson,13,18,130,7.22,0,1.4,10.0
41,42,Buffalo,12,29,210,7.24,0,2.4,17.5
42,43,Arkansas State,12,18,131,7.28,0,1.5,10.9
43,44,Syracuse,13,23,168,7.30,0,1.8,12.9
44,45,Utah State,12,28,209,7.46,0,2.3,17.4
45,46,Navy,13,17,130,7.65,0,1.3,10.0
46,47,Ball State,12,23,179,7.78,1,1.9,14.9
47,48,North Carolina State,13,20,157,7.85,0,1.5,12.1
48,49,UCF,14,10,80,8.00,0,0.7,5.7
49,50,Nevada,14,14,114,8.14,0,1.0,8.1
50,51,Miami (Florida),13,23,188,8.17,0,1.8,14.5
51,51,Michigan State,13,29,237,8.17,0,2.2,18.2
52,53,Illinois,13,30,246,8.20,0,2.3,18.9
53,54,Temple,12,21,175,8.33,1,1.8,14.6
54,55,Florida,13,13,109,8.38,1,1.0,8.4
55,56,Tennessee,13,26,220,8.46,1,2.0,16.9
56,57,Northern Illinois,14,9,77,8.56,0,0.6,5.5
57,58,Penn State,13,15,130,8.67,1,1.2,10.0
58,58,West Virginia,13,18,156,8.67,1,1.4,12.0
59,60,Louisiana-Monroe,12,24,209,8.71,0,2.0,17.4
60,61,Purdue,12,15,132,8.80,0,1.3,11.0
