,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
39,40,Arkansas State,12,122,43,18,9,4,3,0,0,0
40,40,Michigan,13,122,41,25,13,6,6,4,0,0
41,42,Ohio State,13,121,44,16,9,5,3,0,0,0
42,43,Duke,12,120,41,16,6,3,1,1,0,0
43,43,Florida State,14,120,36,14,6,1,0,0,0,0
44,43,Northwestern,13,120,41,16,6,1,0,0,0,0
45,43,TCU,13,120,47,21,8,4,1,1,1,1
46,47,Tennessee,13,119,54,28,13,5,4,2,1,0
47,48,UTEP,13,118,32,18,11,5,4,1,0,0
48,49,Fresno State,13,117,40,17,8,4,1,1,0,0
49,49,Wisconsin,13,117,34,11,3,1,1,1,0,0
50,51,North Carolina,13,116,45,20,13,9,4,3,2,1
51,51,Northern Illinois,14,116,35,15,5,2,1,0,0,0
52,51,Tulane,12,116,33,17,6,1,1,1,0,0
53,54,Penn State,13,115,45,15,9,2,1,1,1,0
54,55,Louisville,13,114,35,8,6,1,0,0,0,0
55,56,Auburn,14,113,45,26,9,7,5,4,2,1
56,56,Utah,13,113,42,26,14,8,5,2,0,0
57,58,Colorado State,12,111,30,10,7,3,2,2,0,0
58,58,Washington State,12,111,37,18,10,6,3,2,1,0
59,60,UCF,14,110,38,18,11,3,1,0,0,0
60,61,Bowling Green,12,109,30,12,6,3,2,2,0,0
61,62,Oregon State,12,108,38,6,2,0,0,0,0,0
62,62,San Jose State,13,108,37,19,16,6,3,1,0,0
63,64,Louisiana-Lafayette,12,107,46,25,13,7,5,2,1,0
64,64,Minnesota,12,107,45,18,6,1,1,0,0,0
65,66,West Virginia,13,106,38,19,8,1,1,1,0,0
66,67,Colorado,12,105,32,12,7,5,3,1,0,0
67,68,Florida,13,104,33,9,5,1,0,0,0,0
68,69,Virginia Tech,14,103,46,24,13,3,2,0,0,0
69,70,Louisiana Tech,12,102,36,15,5,1,0,0,0,0
70,71,BYU,13,101,31,11,3,1,1,0,0,0
71,71,Maryland,13,101,38,19,11,8,6,3,1,0
72,73,Clemson,13,100,31,15,7,2,2,2,0,0
73,73,Louisiana-Monroe,12,100,33,14,9,5,1,1,1,0
74,73,Pittsburgh,13,100,32,15,9,4,2,1,0,0
75,73,Texas,12,100,37,21,11,1,1,0,0,0
76,77,Florida International,13,98,35,16,11,5,2,0,0,0
77,78,Rice,12,97,35,18,8,5,1,0,0,0
78,78,Washington,13,97,30,13,10,3,2,1,1,0
79,80,Kent State,12,96,27,16,6,1,1,1,0,0
80,81,Syracuse,13,95,31,14,6,2,0,0,0,0
81,82,Toledo,13,94,32,13,9,7,4,3,0,0
82,83,Florida Atlantic,12,93,37,16,10,4,3,2,1,0
83,84,Marshall,12,91,30,16,8,5,4,2,2,1
84,84,Mississippi State,13,91,38,18,8,6,2,2,1,0
85,86,Middle Tennessee,13,90,35,16,8,5,2,1,0,0
86,86,UNLV,13,90,31,13,6,3,2,0,0,0
87,88,Kansas State,13,89,32,17,7,3,2,1,0,0
88,88,Memphis,12,89,38,16,5,2,2,1,1,0
89,90,Buffalo,12,88,26,12,4,2,2,1,1,0
90,90,Illinois,13,88,27,11,3,2,0,0,0,0
91,90,Iowa State,12,88,20,8,0,0,0,0,0,0
92,93,Mississippi,12,85,36,13,7,4,3,1,0,0
93,93,Ohio,13,85,33,15,6,3,1,0,0,0
94,93,Temple,12,85,29,14,10,4,3,1,1,0
95,96,Rutgers,12,84,40,15,10,5,1,0,0,0
96,97,Nebraska,14,83,30,11,6,3,2,1,0,0
97,98,Utah State,12,82,27,14,6,3,2,1,0,0
98,99,North Texas,12,81,26,14,5,2,2,1,0,0
99,100,Connecticut,13,80,23,8,5,1,0,0,0,0
100,100,South Florida,13,80,31,12,6,4,2,1,0,0
101,102,Akron,12,78,19,7,3,2,0,0,0,0
102,102,Boston College,13,78,36,19,7,3,2,0,0,0
103,102,LSU,13,78,29,12,7,2,1,1,0,0
104,102,New Mexico State,12,78,24,11,4,2,0,0,0,0
105,106,Kansas,12,75,23,13,3,0,0,0,0,0
106,106,UCLA,12,75,11,6,5,1,1,0,0,0
107,108,Eastern Michigan,12,72,26,15,7,3,2,2,0,0
108,108,Vanderbilt,12,72,26,11,5,3,1,0,0,0
109,108,Western Kentucky,12,72,24,8,2,1,0,0,0,0
110,111,California,12,71,28,16,8,4,1,0,0,0
111,112,New Mexico,12,70,22,11,7,3,0,0,0,0
112,112,Wyoming,12,70,29,16,4,2,1,0,0,0
113,114,Ball State,12,66,21,9,5,3,2,1,1,0
114,115,Purdue,12,63,12,7,5,5,2,1,0,0
115,116,Air Force,13,59,29,15,5,3,1,0,0,0
116,116,Wake Forest,12,59,19,9,4,2,2,2,1,0
117,118,Navy,13,53,31,17,8,4,3,2,1,0
118,119,Army,13,45,14,7,2,0,0,0,0,0
119,120,Georgia Tech,13,33,19,13,8,2,1,1,0,0
