,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Boise State,13,48.0,303,3.69
1,1,Florida State,14,48.0,264,3.43
2,3,West Virginia,13,45.0,260,3.46
3,4,North Carolina State,13,42.0,284,3.23
4,5,South Carolina,14,41.0,259,2.93
5,6,Troy,13,40.0,268,3.08
6,7,Louisville,13,38.0,255,2.92
7,8,Oklahoma,14,37.0,276,2.64
8,8,Missouri,13,37.0,250,2.85
9,8,Miami (Florida),13,37.0,241,2.85
10,8,Arkansas,13,37.0,229,2.85
11,12,Stanford,13,36.0,241,2.77
12,13,Kent State,12,35.0,255,2.92
13,13,Miami (Ohio),14,35.0,244,2.50
14,13,Fresno State,13,35.0,238,2.69
15,13,Virginia Tech,14,35.0,216,2.50
16,13,Auburn,14,35.0,211,2.50
17,18,LSU,13,34.0,265,2.62
18,18,Pittsburgh,13,34.0,235,2.62
19,18,Nevada,14,34.0,215,2.43
20,21,California,12,33.0,225,2.75
21,21,Arizona,13,33.0,221,2.54
22,21,Middle Tennessee,13,33.0,218,2.54
23,21,Florida International,13,33.0,215,2.54
24,21,Oregon,13,33.0,198,2.54
25,26,Idaho,13,32.0,216,2.46
26,26,UCF,14,32.0,208,2.29
27,26,Clemson,13,32.0,194,2.46
28,29,Nebraska,14,31.0,242,2.21
29,29,Purdue,12,31.0,188,2.58
30,29,Mississippi,12,31.0,178,2.58
31,32,Texas,12,30.0,271,2.50
32,32,South Florida,13,30.0,249,2.31
33,32,Hawai'i,14,30.0,210,2.14
34,32,Oregon State,12,30.0,206,2.50
35,32,Tulsa,13,30.0,193,2.31
36,32,Northern Illinois,14,30.0,185,2.14
37,38,Texas A&M,13,29.0,231,2.23
38,38,North Carolina,13,29.0,225,2.23
39,38,Toledo,13,29.0,197,2.23
40,38,Utah,13,29.0,195,2.23
41,38,SMU,14,29.0,188,2.07
42,38,Oklahoma State,13,29.0,183,2.23
43,38,Colorado,12,29.0,178,2.42
44,45,Maryland,13,28.0,204,2.15
45,45,Marshall,12,28.0,192,2.33
46,45,Western Michigan,12,28.0,180,2.33
47,45,Washington,13,28.0,176,2.15
48,49,San Diego State,13,27.0,205,2.08
49,49,Connecticut,13,27.0,188,2.08
50,49,Syracuse,13,27.0,185,2.08
51,49,USC,13,27.0,180,2.08
52,49,Alabama,13,27.0,177,2.08
53,49,Southern Mississippi,13,27.0,156,2.08
54,49,TCU,13,27.0,155,2.08
55,56,Tennessee,13,26.0,179,2.00
56,56,Notre Dame,13,26.0,164,2.00
57,56,Cincinnati,12,26.0,159,2.17
58,56,Mississippi State,13,26.0,158,2.00
59,60,Army,13,25.0,182,1.92
60,60,Tulane,12,25.0,177,2.08
61,60,Arkansas State,12,25.0,174,2.08
62,60,Texas Tech,13,25.0,169,1.92
63,60,UCLA,12,25.0,140,2.08
64,65,Temple,12,24.0,196,2.00
65,65,BYU,13,24.0,182,1.85
66,65,Ohio,13,24.0,181,1.85
67,65,Georgia,13,24.0,155,1.85
68,65,Louisiana Tech,12,24.0,140,2.00
69,65,Louisiana-Monroe,12,24.0,138,2.00
70,65,San Jose State,13,24.0,119,1.85
71,72,Arizona State,12,23.0,173,1.92
72,72,Wake Forest,12,23.0,168,1.92
73,72,UAB,12,23.0,158,1.92
74,72,Illinois,13,23.0,153,1.77
75,72,Wisconsin,13,23.0,146,1.77
76,77,Washington State,12,22.0,178,1.83
77,77,Ohio State,13,22.0,159,1.69
78,79,Iowa,13,21.0,173,1.62
79,79,Baylor,13,21.0,158,1.62
80,79,Colorado State,12,21.0,155,1.75
81,79,Houston,12,21.0,120,1.75
82,79,Central Michigan,12,21.0,119,1.75
83,79,Florida,13,21.0,115,1.62
84,85,Florida Atlantic,12,20.0,137,1.67
85,85,Boston College,13,20.0,136,1.54
86,85,Michigan State,13,20.0,127,1.54
87,85,Kansas State,13,20.0,124,1.54
88,85,Vanderbilt,12,20.0,122,1.67
89,85,Wyoming,12,20.0,106,1.67
90,91,Kentucky,13,19.0,149,1.46
91,91,Virginia,12,19.0,131,1.58
92,93,Michigan,13,18.0,163,1.39
93,93,North Texas,12,18.0,150,1.50
94,93,Navy,13,18.0,120,1.39
95,96,Northwestern,13,17.0,134,1.31
96,96,Akron,12,17.0,124,1.42
97,96,Georgia Tech,13,17.0,114,1.31
98,96,Rutgers,12,17.0,105,1.42
99,96,Bowling Green,12,17.0,97,1.42
100,96,Penn State,13,17.0,86,1.31
101,102,Buffalo,12,16.0,121,1.33
102,102,Louisiana-Lafayette,12,16.0,115,1.33
103,104,East Carolina,13,15.0,99,1.15
104,104,Indiana,12,15.0,77,1.25
105,106,UTEP,13,14.0,94,1.08
106,106,Ball State,12,14.0,85,1.17
107,106,Memphis,12,14.0,81,1.17
108,109,Air Force,13,13.0,105,1.00
109,109,Utah State,12,13.0,86,1.08
110,109,Kansas,12,13.0,79,1.08
111,109,Rice,12,13.0,75,1.08
112,113,UNLV,13,12.0,86,0.92
113,113,Duke,12,12.0,78,1.00
114,113,Western Kentucky,12,12.0,66,1.00
115,116,New Mexico,12,11.0,78,0.92
116,116,Iowa State,12,11.0,76,0.92
117,118,Eastern Michigan,12,10.0,57,0.83
118,119,New Mexico State,12,9.0,50,0.75
119,120,Minnesota,12,8.0,52,0.67
