,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
103,81,Virginia,12,1,0,0,0,0,0,0,0
104,81,Washington,13,1,0,0,0,0,0,0,0
105,81,West Virginia,13,1,1,1,1,1,0,0,0
106,81,Western Kentucky,12,1,0,0,0,0,0,0,0
107,108,Akron,12,0,0,0,0,0,0,0,0
108,108,Army,13,0,0,0,0,0,0,0,0
109,108,Auburn,14,0,0,0,0,0,0,0,0
110,108,Indiana,12,0,0,0,0,0,0,0,0
111,108,Louisiana-Monroe,12,0,0,0,0,0,0,0,0
112,108,Memphis,12,0,0,0,0,0,0,0,0
113,108,Navy,13,0,0,0,0,0,0,0,0
114,108,New Mexico,12,0,0,0,0,0,0,0,0
115,108,North Texas,12,0,0,0,0,0,0,0,0
116,108,South Carolina,14,0,0,0,0,0,0,0,0
117,108,UAB,12,0,0,0,0,0,0,0,0
118,108,Utah State,12,0,0,0,0,0,0,0,0
119,108,Wyoming,12,0,0,0,0,0,0,0,0
