,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Northern Illinois,12,19,8,42.1,1.6,0.7
1,2,BYU,13,17,8,47.1,1.3,0.6
2,3,Rutgers,12,21,11,52.4,1.8,0.9
3,4,North Carolina,13,24,13,54.2,1.8,1.0
4,5,Missouri,12,22,12,54.5,1.8,1.0
5,6,Michigan,13,18,10,55.6,1.4,0.8
6,7,Arkansas,13,16,9,56.3,1.2,0.7
7,8,Stanford,13,21,12,57.1,1.6,0.9
8,9,Washington State,13,17,10,58.8,1.3,0.8
9,9,Wake Forest,13,17,10,58.8,1.3,0.8
10,11,Boston College,13,10,6,60.0,0.8,0.5
11,11,Eastern Michigan,13,15,9,60.0,1.2,0.7
12,11,Maryland,13,15,9,60.0,1.2,0.7
13,11,Clemson,15,20,12,60.0,1.3,0.8
14,11,Georgia Tech,13,20,12,60.0,1.5,0.9
15,11,South Carolina,13,20,12,60.0,1.5,0.9
16,17,Colorado,14,28,17,60.7,2.0,1.2
17,18,UCF,13,23,14,60.9,1.8,1.1
18,19,Temple,14,16,10,62.5,1.1,0.7
19,19,South Alabama,13,24,15,62.5,1.8,1.2
20,21,Connecticut,12,19,12,63.2,1.6,1.0
21,22,Bowling Green,12,11,7,63.6,0.9,0.6
22,23,Arizona,12,14,9,64.3,1.2,0.8
23,24,Memphis,13,17,11,64.7,1.3,0.8
24,25,Mississippi State,13,23,15,65.2,1.8,1.2
25,26,Georgia State,12,29,19,65.5,2.4,1.6
26,27,Oklahoma State,13,15,10,66.7,1.2,0.8
27,27,Florida,13,15,10,66.7,1.2,0.8
28,27,Florida International,12,15,10,66.7,1.3,0.8
29,27,Kansas,12,24,16,66.7,2.0,1.3
30,31,Rice,12,19,13,68.4,1.6,1.1
31,32,Virginia Tech,14,16,11,68.8,1.1,0.8
32,33,Air Force,13,13,9,69.2,1.0,0.7
33,33,Georgia,13,13,9,69.2,1.0,0.7
34,33,Notre Dame,12,13,9,69.2,1.1,0.8
35,33,Northwestern,13,26,18,69.2,2.0,1.4
36,37,Oregon,12,10,7,70.0,0.8,0.6
37,37,North Texas,13,20,14,70.0,1.5,1.1
38,37,Texas Tech,12,20,14,70.0,1.7,1.2
39,37,TCU,13,30,21,70.0,2.3,1.6
40,41,Texas A&M,13,27,19,70.4,2.1,1.5
41,42,Louisiana Tech,14,17,12,70.6,1.2,0.9
42,42,Iowa,13,17,12,70.6,1.3,0.9
43,42,Appalachian State,13,17,12,70.6,1.3,0.9
44,42,Nebraska,13,17,12,70.6,1.3,0.9
45,42,Syracuse,12,17,12,70.6,1.4,1.0
46,42,Florida Atlantic,12,17,12,70.6,1.4,1.0
47,48,Army,13,14,10,71.4,1.1,0.8
48,48,Southern Mississippi,13,14,10,71.4,1.1,0.8
49,48,USC,13,14,10,71.4,1.1,0.8
50,48,Georgia Southern,12,21,15,71.4,1.8,1.3
51,48,Penn State,14,28,20,71.4,2.0,1.4
52,53,Arizona State,12,25,18,72.0,2.1,1.5
53,54,Louisville,13,18,13,72.2,1.4,1.0
54,54,Marshall,12,18,13,72.2,1.5,1.1
55,56,Utah,13,19,14,73.7,1.5,1.1
56,57,Wisconsin,14,23,17,73.9,1.6,1.2
57,57,Ohio,14,23,17,73.9,1.6,1.2
58,59,Kansas State,13,12,9,75.0,0.9,0.7
59,59,Fresno State,12,16,12,75.0,1.3,1.0
60,59,Miami (Florida),13,20,15,75.0,1.5,1.2
61,59,Florida State,13,20,15,75.0,1.5,1.2
62,59,SMU,12,20,15,75.0,1.7,1.3
63,59,Wyoming,14,24,18,75.0,1.7,1.3
64,59,Auburn,13,28,21,75.0,2.2,1.6
65,66,Hawai'i,14,25,19,76.0,1.8,1.4
66,66,Kentucky,13,25,19,76.0,1.9,1.5
67,66,Vanderbilt,13,25,19,76.0,1.9,1.5
68,69,Alabama,15,21,16,76.2,1.4,1.1
69,69,UTEP,12,21,16,76.2,1.8,1.3
70,69,Buffalo,12,21,16,76.2,1.8,1.3
71,69,Virginia,12,21,16,76.2,1.8,1.3
72,73,Central Michigan,13,17,13,76.5,1.3,1.0
73,73,Kent State,12,17,13,76.5,1.4,1.1
74,73,Ball State,12,17,13,76.5,1.4,1.1
75,73,Iowa State,12,17,13,76.5,1.4,1.1
76,73,Duke,12,17,13,76.5,1.4,1.1
77,73,East Carolina,12,17,13,76.5,1.4,1.1
78,79,Cincinnati,12,22,17,77.3,1.8,1.4
79,79,Akron,12,22,17,77.3,1.8,1.4
80,81,Old Dominion,13,9,7,77.8,0.7,0.5
81,81,Tennessee,13,18,14,77.8,1.4,1.1
82,81,California,12,18,14,77.8,1.5,1.2
83,84,Boise State,13,23,18,78.3,1.8,1.4
84,84,West Virginia,13,23,18,78.3,1.8,1.4
85,86,Western Kentucky,14,19,15,78.9,1.4,1.1
86,86,UTSA,13,19,15,78.9,1.5,1.2
87,88,Navy,14,24,19,79.2,1.7,1.4
88,89,Tulane,12,15,12,80.0,1.3,1.0
89,89,Michigan State,12,15,12,80.0,1.3,1.0
90,89,New Mexico State,12,20,16,80.0,1.7,1.3
91,89,UNLV,12,20,16,80.0,1.7,1.3
92,89,Louisiana-Lafayette,13,25,20,80.0,1.9,1.5
93,94,Arkansas State,13,26,21,80.8,2.0,1.6
94,95,Illinois,12,21,17,81.0,1.8,1.4
95,96,Miami (Ohio),13,16,13,81.3,1.2,1.0
96,97,Colorado State,13,11,9,81.8,0.8,0.7
97,98,Baylor,13,17,14,82.4,1.3,1.1
98,98,Charlotte,12,17,14,82.4,1.4,1.2
99,98,Nevada,12,17,14,82.4,1.4,1.2
100,101,Middle Tennessee,13,12,10,83.3,0.9,0.8
101,101,Idaho,13,18,15,83.3,1.4,1.2
102,101,Minnesota,13,18,15,83.3,1.4,1.2
103,101,Purdue,12,18,15,83.3,1.5,1.3
104,101,Texas,12,18,15,83.3,1.5,1.3
105,101,North Carolina State,13,24,20,83.3,1.8,1.5
106,107,Pittsburgh,13,19,16,84.2,1.5,1.2
107,107,Ohio State,13,19,16,84.2,1.5,1.2
108,109,Utah State,12,20,17,85.0,1.7,1.4
109,109,Louisiana-Monroe,12,20,17,85.0,1.7,1.4
110,111,Washington,14,14,12,85.7,1.0,0.9
111,111,Troy,13,14,12,85.7,1.1,0.9
112,111,New Mexico,13,14,12,85.7,1.1,0.9
113,111,UCLA,12,28,24,85.7,2.3,2.0
114,115,Mississippi,12,23,20,87.0,1.9,1.7
