,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
0,1,Western Kentucky,14,82,21,78,1,1,637,45.5
1,2,Louisiana Tech,14,79,22,78,0,1,620,44.3
2,3,Oklahoma,13,77,11,72,2,0,571,43.9
3,4,South Florida,13,77,10,75,1,0,569,43.8
4,5,Texas Tech,12,70,13,65,0,0,524,43.7
5,6,Louisville,13,71,19,68,1,0,553,42.5
6,6,Tulsa,13,70,21,67,1,0,552,42.5
7,8,Washington,14,77,16,75,0,0,585,41.8
8,9,Western Michigan,14,75,19,71,1,1,582,41.6
9,10,Pittsburgh,13,72,10,66,1,1,532,40.9
10,11,Michigan,13,66,19,63,4,0,524,40.3
11,12,Middle Tennessee,13,67,16,64,1,0,516,39.7
12,13,Ohio State,13,66,17,63,0,1,512,39.4
13,14,Clemson,15,78,14,72,2,1,588,39.2
14,15,Alabama,15,74,22,72,0,0,582,38.8
15,15,Memphis,13,63,21,58,3,0,505,38.8
16,17,Oklahoma State,13,63,20,60,2,0,502,38.6
17,18,Washington State,13,67,9,63,1,1,496,38.2
18,19,Toledo,13,65,13,61,2,0,494,38.0
19,20,Navy,14,73,8,65,1,1,531,37.9
20,21,Penn State,14,66,22,62,1,0,526,37.6
21,22,California,12,54,22,51,2,0,445,37.1
22,23,New Mexico,13,63,12,61,1,0,477,36.7
23,24,Tennessee,13,63,11,62,0,0,473,36.4
24,25,Wyoming,14,66,13,64,1,1,503,35.9
25,26,Houston,13,59,16,56,0,4,466,35.8
26,27,Oregon,12,58,9,42,4,0,425,35.4
27,28,Colorado State,13,61,11,56,2,0,459,35.3
28,29,San Diego State,14,62,21,56,1,0,493,35.2
29,29,Air Force,13,56,22,51,2,0,457,35.2
30,31,Old Dominion,13,60,12,52,2,2,456,35.1
31,31,Florida State,13,57,20,54,0,0,456,35.1
32,33,Virginia Tech,14,61,20,58,1,2,490,35.0
33,34,Texas A&M,13,57,17,54,2,1,453,34.8
34,35,Baylor,13,60,10,58,1,0,450,34.6
35,36,USC,13,56,18,53,1,1,447,34.4
36,37,Miami (Florida),13,55,21,53,0,0,446,34.3
37,38,Boise State,13,59,9,58,0,0,439,33.8
38,39,Troy,13,55,18,50,2,0,438,33.7
39,40,Arizona State,12,47,23,39,4,1,400,33.3
40,41,Southern Mississippi,13,55,15,50,1,0,427,32.8
41,42,Mississippi,12,47,22,41,1,0,391,32.6
42,43,Temple,14,54,25,52,0,1,453,32.4
43,44,North Carolina,13,54,15,51,0,0,420,32.3
44,45,Kansas State,13,54,15,50,0,0,419,32.2
45,46,Texas,12,48,17,40,0,2,383,31.9
46,47,UNLV,12,48,14,45,2,0,379,31.6
47,48,Missouri,12,52,6,45,1,0,377,31.4
48,49,Auburn,13,46,28,44,0,1,406,31.2
49,49,West Virginia,13,51,16,51,0,0,405,31.2
50,51,Colorado,14,55,17,50,2,0,435,31.1
51,52,TCU,13,50,18,47,1,0,403,31.0
52,53,Notre Dame,12,47,13,44,2,1,371,30.9
53,54,Idaho,13,46,26,42,1,1,400,30.8
54,55,Northern Illinois,12,48,11,45,0,0,366,30.5
55,56,Mississippi State,13,52,11,48,1,0,395,30.4
56,57,Arkansas,13,51,13,45,2,0,394,30.3
57,58,Kentucky,13,49,16,44,2,0,390,30.0
58,59,Army,13,54,6,41,3,0,389,29.9
59,60,Utah,13,46,21,43,1,2,388,29.8
60,61,Eastern Michigan,13,47,19,42,1,1,385,29.6
61,62,BYU,13,47,20,42,0,0,384,29.5
62,63,Minnesota,13,45,22,43,0,1,381,29.3
63,64,Appalachian State,13,48,15,47,0,0,380,29.2
64,64,UTSA,13,49,12,43,3,0,379,29.2
65,66,UCF,13,46,17,39,3,1,374,28.8
66,67,Wisconsin,14,48,20,45,1,1,397,28.4
67,68,Hawai'i,14,51,13,49,0,1,396,28.3
68,68,LSU,12,44,11,41,0,1,340,28.3
69,70,Georgia Tech,13,46,15,46,0,0,367,28.2
70,71,Iowa State,12,41,16,36,0,1,332,27.7
71,71,SMU,12,40,18,38,0,0,332,27.7
72,73,Akron,12,43,10,39,1,0,329,27.4
73,74,Arkansas State,13,46,13,40,0,0,355,27.3
74,75,North Carolina State,13,47,9,42,0,0,351,27.0
75,75,Ball State,12,40,15,37,1,0,324,27.0
76,75,East Carolina,12,39,18,34,1,0,324,27.0
77,78,Georgia Southern,12,38,19,34,0,0,319,26.6
78,79,Nebraska,13,44,12,43,1,0,345,26.5
79,80,Marshall,12,44,4,39,1,0,317,26.4
80,80,Florida Atlantic,12,41,10,39,1,0,317,26.4
81,82,Ohio,14,40,29,35,1,2,368,26.3
82,82,Central Michigan,13,45,8,42,1,2,342,26.3
83,82,Stanford,13,39,22,34,1,3,342,26.3
84,82,UTEP,12,43,5,39,2,0,316,26.3
85,86,Oregon State,12,40,11,37,1,1,314,26.2
86,87,Northwestern,13,45,8,42,0,1,338,26.0
87,88,Maryland,13,44,10,37,2,0,335,25.8
88,88,Indiana,13,41,16,33,1,3,335,25.8
89,90,Syracuse,12,40,10,36,0,1,308,25.7
90,91,South Alabama,13,43,10,42,0,0,330,25.4
91,91,Nevada,12,39,11,34,2,0,305,25.4
92,93,Rice,12,40,8,33,3,0,303,25.3
93,94,Charlotte,12,40,9,33,1,0,302,25.2
94,95,Iowa,13,42,10,38,1,1,324,24.9
95,95,UCLA,12,37,13,36,1,0,299,24.9
96,97,North Texas,13,42,9,41,0,1,322,24.8
97,97,Bowling Green,12,39,9,35,1,0,298,24.8
98,97,New Mexico State,12,37,15,29,0,1,298,24.8
99,97,Arizona,12,39,9,36,0,0,297,24.8
100,101,Purdue,12,38,10,35,0,1,295,24.6
101,102,Georgia,13,38,17,36,1,1,319,24.5
102,103,San Jose State,12,35,16,31,2,0,293,24.4
103,104,Tulane,12,37,10,33,2,0,289,24.1
104,104,Michigan State,12,35,15,30,2,0,289,24.1
105,106,Florida International,12,36,12,34,1,0,288,24.0
106,107,Florida,13,35,21,32,2,1,311,23.9
107,107,Utah State,12,36,12,35,0,0,287,23.9
108,109,Louisiana-Lafayette,13,36,19,30,2,0,307,23.6
109,110,Duke,12,39,3,37,0,0,280,23.3
110,110,Massachusetts,12,37,7,35,1,0,280,23.3
111,110,Louisiana-Monroe,12,36,9,35,0,1,280,23.3
112,113,Vanderbilt,13,36,15,36,0,1,299,23.0
113,114,Miami (Ohio),13,38,11,32,0,2,297,22.8
114,115,Virginia,12,37,5,29,2,0,270,22.5
115,116,South Carolina,13,33,13,31,1,0,270,20.8
116,117,Kent State,12,29,15,28,0,0,247,20.6
117,118,Boston College,13,33,12,29,1,0,265,20.4
118,118,Wake Forest,13,29,21,28,0,0,265,20.4
119,120,Kansas,12,29,13,26,1,1,243,20.3
120,121,Georgia State,12,31,9,26,0,0,239,19.9
121,122,Illinois,12,28,12,26,2,1,236,19.7
122,123,Cincinnati,12,28,13,23,1,0,232,19.3
123,124,Texas State,12,29,7,26,1,0,223,18.6
124,125,Fresno State,12,24,15,23,0,0,212,17.7
125,126,Buffalo,12,24,11,21,0,0,198,16.5
126,127,Rutgers,12,23,10,20,0,0,188,15.7
127,128,Connecticut,12,20,13,19,0,0,178,14.8
