,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Michigan,13,176,37,21.02
1,2,Southern Mississippi,13,154,37,24.03
2,3,Virginia Tech,14,204,56,27.45
3,4,Wisconsin,14,179,50,27.93
4,4,Clemson,15,222,62,27.93
5,6,UCF,13,221,64,28.96
6,7,Washington,14,206,63,30.58
7,8,Alabama,15,238,73,30.67
8,9,Boston College,13,178,56,31.46
9,10,Louisville,13,203,64,31.53
10,11,Ohio State,13,199,64,32.16
11,12,LSU,12,189,61,32.28
12,13,Georgia Southern,12,153,50,32.68
13,14,Colorado,14,220,72,32.73
14,15,Indiana,13,207,68,32.85
15,16,Appalachian State,13,181,60,33.15
16,17,Florida State,13,180,61,33.89
17,18,Wake Forest,13,182,62,34.07
18,19,Houston,13,202,69,34.16
19,20,Temple,14,197,68,34.52
20,21,South Alabama,13,167,58,34.73
21,22,Florida,13,181,63,34.81
22,23,Auburn,13,201,70,34.83
23,24,North Carolina State,13,192,67,34.90
24,25,Toledo,13,189,66,34.92
25,26,UCLA,12,200,70,35.00
26,27,Iowa,13,199,70,35.18
27,28,Troy,13,204,72,35.29
28,29,USC,13,189,67,35.45
29,30,Arkansas State,13,208,74,35.58
30,31,Kansas,12,174,62,35.63
31,32,Arizona State,12,173,62,35.84
32,33,Northwestern,13,205,75,36.59
33,34,Georgia,13,174,64,36.78
34,35,Louisiana-Lafayette,13,195,72,36.92
35,36,Tulsa,13,229,85,37.12
36,37,San Jose State,12,148,55,37.16
37,38,Stanford,13,188,70,37.23
38,39,BYU,13,177,66,37.29
39,40,Kansas State,13,171,64,37.43
40,40,Nebraska,13,179,67,37.43
41,42,Maryland,13,192,72,37.50
42,43,Old Dominion,13,186,70,37.63
43,44,SMU,12,183,69,37.70
44,45,Tennessee,13,206,78,37.86
45,46,Army,13,158,60,37.97
46,47,Memphis,13,192,73,38.02
47,48,Western Kentucky,14,213,81,38.03
48,48,San Diego State,14,213,81,38.03
49,50,Northern Illinois,12,186,71,38.17
50,51,Texas,12,188,72,38.30
51,52,Penn State,14,219,84,38.36
52,53,Middle Tennessee,13,210,81,38.57
53,53,Miami (Florida),13,210,81,38.57
54,55,Ohio,14,217,84,38.71
55,56,Minnesota,13,214,83,38.79
56,57,Utah,13,188,73,38.83
57,58,Texas A&M,13,211,82,38.86
58,59,Boise State,13,216,84,38.89
59,60,Notre Dame,12,172,67,38.95
60,61,Oklahoma State,13,195,76,38.97
61,62,Georgia State,12,197,77,39.09
62,63,South Florida,13,217,85,39.17
63,64,Western Michigan,14,175,69,39.43
64,65,Rice,12,157,62,39.49
65,66,Kent State,12,182,72,39.56
66,67,New Mexico,13,159,63,39.62
67,68,Duke,12,174,69,39.66
68,69,Marshall,12,166,66,39.76
69,70,UTSA,13,186,74,39.78
70,71,Washington State,13,173,69,39.88
71,72,West Virginia,13,206,83,40.29
72,73,Vanderbilt,13,191,77,40.31
73,74,Massachusetts,12,171,69,40.35
74,75,Rutgers,12,173,70,40.46
75,76,Pittsburgh,13,197,80,40.61
76,77,Connecticut,12,179,73,40.78
77,77,Miami (Ohio),13,179,73,40.78
78,79,Mississippi State,13,190,78,41.05
79,80,Fresno State,12,165,68,41.21
80,81,Utah State,12,184,76,41.30
81,82,Syracuse,12,174,72,41.38
82,83,UTEP,12,157,65,41.40
83,84,Baylor,13,217,90,41.47
84,85,Mississippi,12,180,75,41.67
85,86,Central Michigan,13,189,79,41.80
86,87,Oregon State,12,177,74,41.81
87,88,Charlotte,12,172,72,41.86
88,89,Eastern Michigan,13,179,75,41.90
89,90,Michigan State,12,168,71,42.26
90,91,Idaho,13,175,74,42.29
91,91,Texas State,12,175,74,42.29
92,93,North Carolina,13,209,89,42.58
93,94,Oklahoma,13,216,92,42.59
94,95,South Carolina,13,190,81,42.63
95,96,Tulane,12,189,81,42.86
96,97,East Carolina,12,170,73,42.94
97,98,Florida International,12,156,67,42.95
98,99,Wyoming,14,200,86,43.00
99,100,Texas Tech,12,164,71,43.29
100,101,Virginia,12,173,75,43.35
101,102,Air Force,13,177,77,43.50
102,103,TCU,13,225,98,43.56
103,104,Missouri,12,194,86,44.33
104,105,Akron,12,178,79,44.38
105,106,Kentucky,13,180,80,44.44
106,107,Illinois,12,175,78,44.57
107,108,UNLV,12,179,80,44.69
108,109,Louisiana-Monroe,12,152,68,44.74
109,110,Bowling Green,12,172,77,44.77
110,111,Iowa State,12,174,78,44.83
111,112,Arkansas,13,165,74,44.85
112,113,Ball State,12,184,83,45.11
113,114,Louisiana Tech,14,187,85,45.45
114,115,Buffalo,12,182,84,46.15
115,116,New Mexico State,12,177,83,46.89
116,117,California,12,161,76,47.20
117,118,Florida Atlantic,12,165,78,47.27
118,119,North Texas,13,193,92,47.67
119,120,Cincinnati,12,194,93,47.94
120,121,Hawai'i,14,200,96,48.00
121,122,Oregon,12,163,79,48.47
122,123,Colorado State,13,194,95,48.97
123,124,Nevada,12,165,81,49.09
124,125,Purdue,12,181,89,49.17
125,126,Georgia Tech,13,189,93,49.21
126,127,Arizona,12,176,92,52.27
127,128,Navy,14,200,107,53.50
