,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Florida Atlantic,12,14,1,1,1,0,0,0
1,2,Western Kentucky,14,13,11,9,4,3,2,1
2,3,Kansas State,13,12,4,4,2,2,1,1
3,3,Memphis,13,12,3,3,3,3,3,3
4,3,TCU,13,12,4,3,1,0,0,0
5,6,Marshall,12,11,6,2,1,1,1,1
6,7,Iowa State,12,10,5,1,1,1,1,1
7,7,Louisiana Tech,14,10,6,5,4,4,3,2
8,7,Massachusetts,12,10,3,1,0,0,0,0
9,7,Northern Illinois,12,10,2,1,1,1,1,1
10,7,Tennessee,13,10,4,2,2,1,1,1
11,7,Texas A&M,13,10,4,2,2,1,1,1
12,13,New Mexico,13,9,5,3,1,1,1,1
13,13,South Florida,13,9,5,2,0,0,0,0
14,15,Houston,13,8,3,3,1,1,1,1
15,15,Minnesota,13,8,3,3,2,1,1,1
16,15,Oregon,12,8,4,3,2,1,1,1
17,15,Pittsburgh,13,8,6,5,5,4,4,3
18,15,San Diego State,14,8,6,6,4,4,3,3
19,15,Tulsa,13,8,4,2,1,0,0,0
20,15,USC,13,8,3,2,2,2,2,2
21,15,UTSA,13,8,2,1,0,0,0,0
22,15,Virginia Tech,14,8,2,0,0,0,0,0
23,24,Arizona State,12,7,2,0,0,0,0,0
24,24,Boston College,13,7,2,1,1,1,1,0
25,24,California,12,7,4,1,0,0,0,0
26,24,Eastern Michigan,13,7,4,2,1,0,0,0
27,24,Hawai'i,14,7,2,1,1,1,0,0
28,24,Iowa,13,7,5,2,1,1,0,0
29,24,Navy,14,7,3,1,1,1,1,0
30,24,Ohio State,13,7,3,2,1,1,1,1
31,24,Oregon State,12,7,2,2,1,1,1,1
32,24,Penn State,14,7,1,0,0,0,0,0
33,24,UCLA,12,7,3,2,0,0,0,0
34,24,Virginia,12,7,4,1,0,0,0,0
35,24,West Virginia,13,7,1,1,0,0,0,0
36,24,Western Michigan,14,7,3,2,1,1,1,1
37,38,BYU,13,6,2,1,0,0,0,0
38,38,Ball State,12,6,2,0,0,0,0,0
39,38,Duke,12,6,2,1,1,1,1,1
40,38,Florida,13,6,2,0,0,0,0,0
41,38,Maryland,13,6,2,2,1,0,0,0
42,38,Mississippi,12,6,3,2,2,0,0,0
43,38,Mississippi State,13,6,3,1,0,0,0,0
44,38,North Carolina,13,6,4,4,3,3,2,2
45,38,Oklahoma,13,6,2,2,2,1,1,1
46,38,Rutgers,12,6,2,2,1,1,1,0
47,38,South Carolina,13,6,3,3,2,2,2,1
48,38,Troy,13,6,2,1,1,1,1,1
49,50,Charlotte,12,5,2,0,0,0,0,0
50,50,Cincinnati,12,5,1,1,1,0,0,0
51,50,Colorado,14,5,2,0,0,0,0,0
52,50,Florida International,12,5,3,0,0,0,0,0
53,50,Florida State,13,5,3,2,1,0,0,0
54,50,Georgia,13,5,4,0,0,0,0,0
55,50,Georgia State,12,5,2,2,2,2,2,1
56,50,Illinois,12,5,1,0,0,0,0,0
57,50,North Carolina State,13,5,2,2,1,1,1,1
58,50,North Texas,13,5,2,1,1,0,0,0
59,50,Northwestern,13,5,1,1,1,1,1,1
60,50,Notre Dame,12,5,2,2,2,2,2,2
61,50,Old Dominion,13,5,1,1,0,0,0,0
62,50,Purdue,12,5,2,1,0,0,0,0
63,50,Syracuse,12,5,2,1,1,0,0,0
64,50,Toledo,13,5,1,0,0,0,0,0
65,50,Tulane,12,5,2,1,1,1,1,0
66,50,UCF,13,5,3,2,1,1,1,1
67,50,UNLV,12,5,2,0,0,0,0,0
68,50,Washington,14,5,2,1,1,1,1,1
69,50,Washington State,13,5,2,1,1,1,1,1
70,71,Appalachian State,13,4,2,1,1,1,1,1
71,71,Boise State,13,4,1,0,0,0,0,0
72,71,Central Michigan,13,4,0,0,0,0,0,0
73,71,East Carolina,12,4,2,0,0,0,0,0
74,71,Fresno State,12,4,1,1,0,0,0,0
75,71,Georgia Southern,12,4,0,0,0,0,0,0
76,71,Indiana,13,4,0,0,0,0,0,0
77,71,Kentucky,13,4,0,0,0,0,0,0
78,71,Louisiana-Monroe,12,4,2,2,1,0,0,0
79,71,Louisville,13,4,0,0,0,0,0,0
80,71,Michigan,13,4,3,1,0,0,0,0
81,71,Nebraska,13,4,2,1,0,0,0,0
82,71,Nevada,12,4,2,1,0,0,0,0
83,71,Rice,12,4,0,0,0,0,0,0
84,71,San Jose State,12,4,2,1,1,1,0,0
85,71,UTEP,12,4,1,0,0,0,0,0
86,71,Utah,13,4,2,2,2,2,2,2
87,71,Wyoming,14,4,3,1,0,0,0,0
88,89,Akron,12,3,1,1,1,1,0,0
89,89,Arkansas State,13,3,1,1,1,1,0,0
90,89,Army,13,3,0,0,0,0,0,0
91,89,Auburn,13,3,1,0,0,0,0,0
92,89,Bowling Green,12,3,1,0,0,0,0,0
93,89,Buffalo,12,3,0,0,0,0,0,0
94,89,Clemson,15,3,2,1,1,1,0,0
95,89,Colorado State,13,3,1,0,0,0,0,0
96,89,Georgia Tech,13,3,1,1,1,1,1,1
97,89,Idaho,13,3,0,0,0,0,0,0
98,89,Kent State,12,3,2,2,1,0,0,0
99,89,LSU,12,3,2,1,0,0,0,0
100,89,Miami (Ohio),13,3,2,1,1,1,1,1
101,89,Missouri,12,3,0,0,0,0,0,0
102,89,Oklahoma State,13,3,2,1,0,0,0,0
103,89,South Alabama,13,3,1,1,1,1,1,1
104,89,Southern Mississippi,13,3,1,1,0,0,0,0
105,89,Stanford,13,3,1,1,0,0,0,0
106,89,Temple,14,3,2,0,0,0,0,0
107,89,Texas State,12,3,2,0,0,0,0,0
108,89,Utah State,12,3,0,0,0,0,0,0
109,89,Vanderbilt,13,3,3,2,2,1,1,1
110,89,Wake Forest,13,3,1,1,1,1,1,0
111,112,Air Force,13,2,2,2,1,1,1,1
112,112,Alabama,15,2,1,0,0,0,0,0
113,112,Arizona,12,2,0,0,0,0,0,0
114,112,Arkansas,13,2,1,0,0,0,0,0
115,112,Connecticut,12,2,1,0,0,0,0,0
116,112,Kansas,12,2,1,1,1,1,1,1
117,112,Louisiana-Lafayette,13,2,0,0,0,0,0,0
118,112,Miami (Florida),13,2,0,0,0,0,0,0
119,112,Michigan State,12,2,1,1,0,0,0,0
120,112,Middle Tennessee,13,2,0,0,0,0,0,0
121,112,Ohio,14,2,1,1,0,0,0,0
122,112,SMU,12,2,0,0,0,0,0,0
123,112,Texas,12,2,0,0,0,0,0,0
124,112,Wisconsin,14,2,1,0,0,0,0,0
125,126,Baylor,13,1,0,0,0,0,0,0
126,126,New Mexico State,12,1,0,0,0,0,0,0
127,126,Texas Tech,12,1,1,0,0,0,0,0
