,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
103,103,Middle Tennessee,13,30,569,18.97,0,2.3,43.8
104,105,UNLV,12,64,1212,18.94,0,5.3,101.0
105,106,Kansas,12,46,868,18.87,1,3.8,72.3
106,107,Missouri,12,43,811,18.86,0,3.6,67.6
107,108,Illinois,12,40,754,18.85,0,3.3,62.8
108,109,Kent State,12,40,750,18.75,0,3.3,62.5
109,110,Michigan,13,26,486,18.69,0,2.0,37.4
110,111,Arkansas,13,37,688,18.59,0,2.8,52.9
111,112,Toledo,13,50,929,18.58,0,3.8,71.5
112,113,East Carolina,12,54,997,18.46,0,4.5,83.1
113,114,Idaho,13,50,922,18.44,0,3.8,70.9
114,115,Texas,12,42,773,18.40,0,3.5,64.4
115,116,UTEP,12,44,809,18.39,0,3.7,67.4
116,117,Akron,12,45,814,18.09,0,3.8,67.8
117,118,Southern Mississippi,13,54,959,17.76,0,4.2,73.8
118,119,Louisiana-Lafayette,13,40,710,17.75,0,3.1,54.6
119,120,SMU,12,53,933,17.60,0,4.4,77.8
120,121,New Mexico State,12,28,491,17.54,0,2.3,40.9
121,122,Bowling Green,12,48,834,17.38,0,4.0,69.5
122,123,Arizona,12,29,494,17.03,0,2.4,41.2
123,124,Army,13,31,525,16.94,0,2.4,40.4
124,125,Texas Tech,12,29,489,16.86,0,2.4,40.8
125,126,Texas State,12,55,922,16.76,0,4.6,76.8
126,127,Buffalo,12,54,878,16.26,0,4.5,73.2
127,128,Stanford,13,38,564,14.84,0,2.9,43.4
