,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
38,24,Texas A&M,13,3,0,0,0,0,0,0
39,24,Tulane,12,3,0,0,0,0,0,0
40,24,USC,13,3,0,0,0,0,0,0
41,24,Utah,13,3,1,1,1,1,1,1
42,43,Arizona,12,4,2,2,0,0,0,0
43,43,Boston College,13,4,3,2,0,0,0,0
44,43,California,12,4,2,1,1,1,1,1
45,43,Georgia State,12,4,4,2,2,1,1,1
46,43,Indiana,13,4,2,2,1,1,1,1
47,43,Kansas,12,4,1,1,0,0,0,0
48,43,Kansas State,13,4,0,0,0,0,0,0
49,43,Michigan State,12,4,1,1,1,1,1,1
50,43,Navy,14,4,2,2,2,2,2,1
51,43,North Carolina,13,4,2,1,0,0,0,0
52,43,North Carolina State,13,4,1,1,0,0,0,0
53,43,Northwestern,13,4,1,1,0,0,0,0
54,43,Ohio,14,4,2,1,1,1,1,1
55,43,Purdue,12,4,1,1,0,0,0,0
56,43,South Alabama,13,4,2,2,1,1,0,0
57,43,Syracuse,12,4,2,2,2,2,2,1
58,43,TCU,13,4,1,0,0,0,0,0
59,43,Tennessee,13,4,1,0,0,0,0,0
60,43,Texas State,12,4,3,3,1,1,1,1
61,43,UTSA,13,4,2,1,1,1,1,1
62,43,Utah State,12,4,2,2,0,0,0,0
63,43,Wake Forest,13,4,1,0,0,0,0,0
64,65,Arizona State,12,5,2,1,1,1,1,1
65,65,Army,13,5,2,1,1,1,1,1
66,65,Ball State,12,5,0,0,0,0,0,0
67,65,Buffalo,12,5,3,2,2,1,1,1
68,65,Cincinnati,12,5,2,2,1,1,1,1
69,65,Eastern Michigan,13,5,3,0,0,0,0,0
70,65,Florida International,12,5,2,2,1,1,1,1
71,65,Houston,13,5,1,1,1,1,1,0
72,65,LSU,12,5,1,1,1,0,0,0
73,65,Nebraska,13,5,0,0,0,0,0,0
74,65,Ohio State,13,5,4,2,1,1,1,1
75,65,Old Dominion,13,5,2,1,0,0,0,0
76,65,Oregon,12,5,1,0,0,0,0,0
77,65,Oregon State,12,5,1,1,0,0,0,0
78,65,Rutgers,12,5,3,2,2,2,2,2
79,65,Virginia,12,5,4,2,2,1,1,1
80,81,Baylor,13,6,4,1,1,1,0,0
81,81,Illinois,12,6,2,2,0,0,0,0
82,81,Kent State,12,6,1,1,1,1,0,0
83,81,Miami (Florida),13,6,2,1,1,1,1,1
84,81,Miami (Ohio),13,6,3,1,1,1,0,0
85,81,New Mexico State,12,6,3,2,1,1,1,1
86,81,Notre Dame,12,6,2,2,2,2,2,2
87,81,Pittsburgh,13,6,2,1,1,1,1,1
88,81,Washington State,13,6,3,2,1,1,1,1
89,90,Air Force,13,7,3,2,1,1,1,0
90,90,Akron,12,7,3,0,0,0,0,0
91,90,Appalachian State,13,7,1,0,0,0,0,0
92,90,Clemson,15,7,2,2,1,0,0,0
93,90,Colorado,14,7,3,2,1,1,1,1
94,90,East Carolina,12,7,5,2,2,2,2,1
95,90,Hawai'i,14,7,4,1,0,0,0,0
96,90,Idaho,13,7,2,0,0,0,0,0
97,90,Michigan,13,7,2,1,1,0,0,0
98,90,Mississippi,12,7,4,1,1,1,1,1
99,90,Northern Illinois,12,7,3,1,0,0,0,0
100,90,Rice,12,7,4,2,1,1,1,1
101,90,Texas,12,7,3,1,0,0,0,0
102,90,Toledo,13,7,1,1,1,1,1,1
103,104,Arkansas,13,8,3,1,1,0,0,0
104,104,BYU,13,8,1,1,0,0,0,0
105,104,Charlotte,12,8,5,1,0,0,0,0
106,104,Georgia,13,8,3,3,2,2,2,2
107,104,Louisiana-Monroe,12,8,5,4,3,2,1,1
108,104,Missouri,12,8,3,0,0,0,0,0
109,104,UCLA,12,8,2,2,1,1,1,1
110,104,UNLV,12,8,4,2,1,1,0,0
111,104,Vanderbilt,13,8,4,3,3,1,1,1
112,104,Washington,14,8,4,1,0,0,0,0
113,114,Alabama,15,9,2,1,0,0,0,0
114,114,Louisville,13,9,3,2,1,1,0,0
115,114,Massachusetts,12,9,2,1,0,0,0,0
116,114,Oklahoma,13,9,4,2,0,0,0,0
117,118,South Carolina,13,10,5,2,2,2,2,2
118,118,South Florida,13,10,3,2,1,0,0,0
119,118,Tulsa,13,10,5,2,0,0,0,0
120,118,West Virginia,13,10,5,3,1,1,1,1
121,118,Western Michigan,14,10,1,0,0,0,0,0
122,123,SMU,12,11,7,4,2,1,1,1
123,123,Southern Mississippi,13,11,2,1,0,0,0,0
124,125,Middle Tennessee,13,12,5,2,1,0,0,0
125,125,Temple,14,12,6,3,3,2,2,1
126,127,Louisiana Tech,14,13,7,5,1,1,1,0
127,128,Wyoming,14,14,6,4,3,3,2,2
