,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Connecticut,12,0,0,0,0,0,0,0
1,2,Arkansas State,13,1,1,1,1,1,1,1
2,2,Auburn,13,1,1,0,0,0,0,0
3,2,Florida State,13,1,0,0,0,0,0,0
4,2,Georgia Southern,12,1,1,1,1,1,1,1
5,2,Marshall,12,1,1,1,1,1,1,1
6,2,Memphis,13,1,0,0,0,0,0,0
7,2,Stanford,13,1,0,0,0,0,0,0
8,2,Texas Tech,12,1,1,1,1,1,1,1
9,2,UTEP,12,1,0,0,0,0,0,0
10,2,Virginia Tech,14,1,0,0,0,0,0,0
11,12,Bowling Green,12,2,1,0,0,0,0,0
12,12,Duke,12,2,1,1,1,1,0,0
13,12,Florida Atlantic,12,2,0,0,0,0,0,0
14,12,Fresno State,12,2,0,0,0,0,0,0
15,12,Maryland,13,2,1,1,0,0,0,0
16,12,Minnesota,13,2,1,0,0,0,0,0
17,12,New Mexico,13,2,0,0,0,0,0,0
18,12,San Jose State,12,2,0,0,0,0,0,0
19,12,Troy,13,2,1,0,0,0,0,0
20,12,UCF,13,2,1,1,1,0,0,0
21,12,Western Kentucky,14,2,0,0,0,0,0,0
22,12,Wisconsin,14,2,2,2,2,1,0,0
23,24,Boise State,13,3,2,2,1,1,1,1
24,24,Central Michigan,13,3,2,0,0,0,0,0
25,24,Colorado State,13,3,1,0,0,0,0,0
26,24,Florida,13,3,2,0,0,0,0,0
27,24,Georgia Tech,13,3,0,0,0,0,0,0
28,24,Iowa,13,3,1,0,0,0,0,0
29,24,Iowa State,12,3,1,1,1,0,0,0
30,24,Kentucky,13,3,2,1,1,0,0,0
31,24,Louisiana-Lafayette,13,3,1,0,0,0,0,0
32,24,Mississippi State,13,3,1,0,0,0,0,0
33,24,Nevada,12,3,2,1,1,1,0,0
34,24,North Texas,13,3,2,2,2,1,1,1
35,24,Oklahoma State,13,3,0,0,0,0,0,0
36,24,Penn State,14,3,2,2,1,1,1,0
37,24,San Diego State,14,3,0,0,0,0,0,0
