,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
0,1,Utah,13,64,3053,47.70,4.9,234.8
1,2,Texas,12,66,3115,47.20,5.5,259.6
2,3,Florida,13,65,3065,47.15,5.0,235.8
3,4,Alabama,15,65,3045,46.85,4.3,203.0
4,5,Ohio State,13,57,2614,45.86,4.4,201.1
5,6,Bowling Green,12,61,2791,45.75,5.1,232.6
6,7,Hawai'i,14,70,3122,44.60,5.0,223.0
7,8,Tennessee,13,70,3120,44.57,5.4,240.0
8,9,Arkansas,13,59,2626,44.51,4.5,202.0
9,10,Virginia,12,74,3279,44.31,6.2,273.3
10,11,Colorado State,13,56,2469,44.09,4.3,189.9
11,12,Boise State,13,51,2248,44.08,3.9,172.9
12,13,Southern Mississippi,13,54,2371,43.91,4.2,182.4
13,14,Louisville,13,55,2413,43.87,4.2,185.6
14,15,Arizona State,12,69,3026,43.86,5.8,252.2
15,16,Missouri,12,66,2894,43.85,5.5,241.2
16,17,Nevada,12,51,2230,43.73,4.3,185.8
17,18,Memphis,13,58,2530,43.62,4.5,194.6
18,19,San Jose State,12,62,2703,43.60,5.2,225.3
19,20,Eastern Michigan,13,63,2739,43.48,4.8,210.7
20,21,Miami (Florida),13,65,2820,43.38,5.0,216.9
21,22,California,12,58,2515,43.36,4.8,209.6
22,23,Michigan,13,54,2340,43.33,4.2,180.0
23,24,Kansas State,13,54,2329,43.13,4.2,179.2
24,25,North Texas,13,73,3148,43.12,5.6,242.2
25,26,Toledo,13,54,2328,43.11,4.2,179.1
26,27,Texas A&M,13,71,3056,43.04,5.5,235.1
27,27,Stanford,13,54,2324,43.04,4.2,178.8
28,29,Mississippi,12,54,2323,43.02,4.5,193.6
29,30,Louisiana-Lafayette,13,67,2865,42.76,5.2,220.4
30,31,North Carolina,13,50,2134,42.68,3.8,164.2
31,32,Pittsburgh,13,56,2385,42.59,4.3,183.5
32,33,South Carolina,13,74,3150,42.57,5.7,242.3
33,34,Western Kentucky,14,40,1701,42.53,2.9,121.5
34,35,BYU,13,58,2459,42.40,4.5,189.2
35,36,Syracuse,12,80,3380,42.25,6.7,281.7
36,37,Navy,14,34,1436,42.24,2.4,102.6
37,38,Notre Dame,12,57,2407,42.23,4.8,200.6
38,39,Georgia Tech,13,48,2026,42.21,3.7,155.8
39,40,UTSA,13,69,2898,42.00,5.3,222.9
40,41,Penn State,14,64,2686,41.97,4.6,191.9
41,42,Florida Atlantic,12,69,2895,41.96,5.8,241.3
42,43,South Alabama,13,66,2757,41.77,5.1,212.1
43,44,Tulsa,13,64,2672,41.75,4.9,205.5
44,45,West Virginia,13,59,2462,41.73,4.5,189.4
45,46,Oklahoma State,13,59,2458,41.66,4.5,189.1
46,47,Arizona,12,61,2538,41.61,5.1,211.5
47,48,Auburn,13,48,1994,41.54,3.7,153.4
48,49,East Carolina,12,52,2159,41.52,4.3,179.9
49,50,New Mexico,13,54,2239,41.46,4.2,172.2
50,51,Wake Forest,13,83,3438,41.42,6.4,264.5
51,52,Texas State,12,85,3518,41.39,7.1,293.2
52,52,Baylor,13,57,2359,41.39,4.4,181.5
53,54,LSU,12,57,2357,41.35,4.8,196.4
54,55,Wyoming,14,70,2891,41.30,5.0,206.5
55,55,San Diego State,14,63,2602,41.30,4.5,185.9
56,57,Kansas,12,75,3088,41.17,6.3,257.3
57,58,Oklahoma,13,48,1975,41.15,3.7,151.9
58,59,Air Force,13,48,1973,41.10,3.7,151.8
59,60,UCF,13,81,3327,41.07,6.2,255.9
60,61,Iowa State,12,58,2381,41.05,4.8,198.4
61,62,Louisiana Tech,14,40,1640,41.00,2.9,117.1
62,63,Massachusetts,12,63,2582,40.98,5.3,215.2
63,64,Ball State,12,61,2498,40.95,5.1,208.2
64,65,Michigan State,12,54,2211,40.94,4.5,184.3
65,66,Iowa,13,78,3192,40.92,6.0,245.5
66,66,Minnesota,13,77,3151,40.92,5.9,242.4
67,68,Idaho,13,57,2332,40.91,4.4,179.4
68,69,Troy,13,69,2820,40.87,5.3,216.9
69,70,Connecticut,12,74,3017,40.77,6.2,251.4
70,70,Ohio,14,71,2895,40.77,5.1,206.8
71,72,Western Michigan,14,44,1790,40.68,3.1,127.9
72,73,Oregon State,12,65,2643,40.66,5.4,220.3
73,73,Purdue,12,56,2277,40.66,4.7,189.8
74,75,Houston,13,59,2397,40.63,4.5,184.4
75,76,South Florida,13,64,2597,40.58,4.9,199.8
76,77,UNLV,12,71,2865,40.35,5.9,238.8
77,77,UTEP,12,63,2542,40.35,5.3,211.8
