,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
0,1,New Mexico,13,688,4550,6.61,48,52.92,350.00
1,2,Army,13,790,4414,5.59,46,60.77,339.54
2,3,Air Force,13,827,4126,4.99,39,63.62,317.38
3,4,Navy,14,742,4342,5.85,61,53.00,310.14
4,5,South Florida,13,570,3709,6.51,47,43.85,285.31
5,6,Auburn,13,645,3527,5.47,33,49.62,271.31
6,7,San Diego State,14,636,3680,5.79,34,45.43,262.86
7,8,Tulsa,13,665,3402,5.12,33,51.15,261.69
8,9,Georgia Tech,13,611,3355,5.49,34,47.00,258.08
9,10,Appalachian State,13,578,3262,5.64,29,44.46,250.92
10,11,Ohio State,13,583,3188,5.47,33,44.85,245.23
11,12,Alabama,15,639,3675,5.75,33,42.60,245.00
12,13,Louisville,13,525,3148,6.00,37,40.38,242.15
13,14,Baylor,13,628,3143,5.00,25,48.31,241.77
14,15,UNLV,12,521,2898,5.56,28,43.42,241.50
15,16,Northern Illinois,12,549,2877,5.24,27,45.75,239.75
16,17,Texas,12,597,2871,4.81,27,49.75,239.25
17,18,Oklahoma,13,573,3078,5.37,30,44.08,236.77
18,19,Arizona,12,509,2820,5.54,26,42.42,235.00
19,20,Kentucky,13,560,3044,5.44,30,43.08,234.15
20,21,LSU,12,459,2796,6.09,30,38.25,233.00
21,22,Kansas State,13,572,3013,5.27,39,44.00,231.77
22,23,Mississippi State,13,532,2997,5.63,24,40.92,230.54
23,24,Western Michigan,14,634,3204,5.05,36,45.29,228.86
24,25,West Virginia,13,574,2969,5.17,24,44.15,228.38
25,26,Tulane,12,591,2737,4.63,25,49.25,228.08
26,27,Oregon,12,493,2717,5.51,29,41.08,226.42
27,28,Pittsburgh,13,542,2926,5.40,36,41.69,225.08
28,29,Georgia Southern,12,606,2690,4.44,24,50.50,224.17
29,30,Ball State,12,519,2640,5.09,25,43.25,220.00
30,31,Colorado State,13,539,2831,5.25,30,41.46,217.77
31,32,Utah,13,570,2782,4.88,26,43.85,214.00
32,33,Michigan,13,574,2768,4.82,41,44.15,212.92
33,34,Texas A&M,13,484,2754,5.69,28,37.23,211.85
34,35,Stanford,13,522,2716,5.20,20,40.15,208.92
35,36,Wyoming,14,627,2876,4.59,31,44.79,205.43
36,37,Tennessee,13,517,2668,5.16,31,39.77,205.23
37,38,Missouri,12,500,2461,4.92,24,41.67,205.08
38,39,Wisconsin,14,658,2843,4.32,31,47.00,203.07
39,40,Florida State,13,518,2628,5.07,33,39.85,202.15
40,41,BYU,13,544,2615,4.81,28,41.85,201.15
41,42,USC,13,506,2609,5.16,18,38.92,200.69
42,43,Maryland,13,533,2594,4.87,26,41.00,199.54
43,44,Washington,14,529,2774,5.24,24,37.79,198.14
44,45,Old Dominion,13,500,2559,5.12,27,38.46,196.85
45,46,TCU,13,488,2535,5.19,30,37.54,195.00
46,46,Toledo,13,512,2535,4.95,17,39.38,195.00
47,48,Middle Tennessee,13,417,2494,5.98,26,32.08,191.85
48,49,Oregon State,12,442,2300,5.20,24,36.83,191.67
49,50,Georgia,13,533,2486,4.66,18,41.00,191.23
50,51,Florida Atlantic,12,472,2258,4.78,31,39.33,188.17
51,52,Western Kentucky,14,487,2609,5.36,35,34.79,186.36
52,53,UTEP,12,409,2226,5.44,20,34.08,185.50
53,54,Minnesota,13,558,2387,4.28,34,42.92,183.62
54,55,Virginia Tech,14,638,2563,4.02,27,45.57,183.07
55,56,Colorado,14,635,2557,4.03,30,45.36,182.64
56,57,Louisiana-Monroe,12,512,2176,4.25,21,42.67,181.33
57,58,Bowling Green,12,503,2170,4.31,18,41.92,180.83
58,59,Louisiana-Lafayette,13,586,2326,3.97,21,45.08,178.92
59,60,Charlotte,12,487,2114,4.34,18,40.58,176.17
60,61,Temple,14,564,2466,4.37,31,40.29,176.14
61,62,Southern Mississippi,13,544,2269,4.17,26,41.85,174.54
62,63,Boise State,13,493,2268,4.60,29,37.92,174.46
63,64,Nevada,12,474,2088,4.41,20,39.50,174.00
64,65,Michigan State,12,471,2072,4.40,14,39.25,172.67
65,66,Penn State,14,540,2406,4.46,34,38.57,171.86
66,67,Iowa,13,502,2234,4.45,23,38.62,171.85
67,68,Oklahoma State,13,491,2221,4.52,32,37.77,170.85
68,69,Utah State,12,411,2046,4.98,25,34.25,170.50
69,70,New Mexico State,12,453,2037,4.50,13,37.75,169.75
70,71,Clemson,15,591,2546,4.31,30,39.40,169.73
71,72,Rice,12,483,2036,4.22,23,40.25,169.67
72,73,Troy,13,485,2199,4.53,28,37.31,169.15
73,73,Nebraska,13,523,2199,4.20,24,40.23,169.15
74,75,Ohio,14,546,2350,4.30,17,39.00,167.86
75,76,Kent State,12,473,2010,4.25,15,39.42,167.50
76,77,Vanderbilt,13,497,2135,4.30,26,38.23,164.23
77,77,Arkansas,13,517,2135,4.13,21,39.77,164.23
78,79,Hawai'i,14,477,2293,4.81,25,34.07,163.79
