,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Akron,12,0,0,0,0,0,0,0,0
1,1,Arizona State,12,0,0,0,0,0,0,0,0
2,1,BYU,13,0,0,0,0,0,0,0,0
3,1,Baylor,13,0,0,0,0,0,0,0,0
4,1,Central Michigan,13,0,0,0,0,0,0,0,0
5,1,Clemson,15,0,0,0,0,0,0,0,0
6,1,Kansas State,13,0,0,0,0,0,0,0,0
7,1,LSU,12,0,0,0,0,0,0,0,0
8,1,Maryland,13,0,0,0,0,0,0,0,0
9,1,Middle Tennessee,13,0,0,0,0,0,0,0,0
10,1,Missouri,12,0,0,0,0,0,0,0,0
11,1,North Carolina,13,0,0,0,0,0,0,0,0
12,1,Northern Illinois,12,0,0,0,0,0,0,0,0
13,1,Ohio State,13,0,0,0,0,0,0,0,0
14,1,Oklahoma State,13,0,0,0,0,0,0,0,0
15,1,Purdue,12,0,0,0,0,0,0,0,0
16,1,TCU,13,0,0,0,0,0,0,0,0
17,1,Texas A&M,13,0,0,0,0,0,0,0,0
18,1,Tulane,12,0,0,0,0,0,0,0,0
19,1,USC,13,0,0,0,0,0,0,0,0
20,1,Western Kentucky,14,0,0,0,0,0,0,0,0
21,22,Army,13,1,0,0,0,0,0,0,0
22,22,Auburn,13,1,0,0,0,0,0,0,0
23,22,Ball State,12,1,1,1,1,1,0,0,0
24,22,Boise State,13,1,0,0,0,0,0,0,0
25,22,Colorado State,13,1,1,0,0,0,0,0,0
26,22,Duke,12,1,1,1,1,1,0,0,0
27,22,East Carolina,12,1,1,1,1,1,1,1,0
28,22,Florida Atlantic,12,1,1,1,1,1,1,0,0
29,22,Georgia,13,1,0,0,0,0,0,0,0
30,22,Georgia Tech,13,1,0,0,0,0,0,0,0
31,22,Houston,13,1,0,0,0,0,0,0,0
32,22,Iowa State,12,1,0,0,0,0,0,0,0
33,22,Kentucky,13,1,1,1,1,1,0,0,0
34,22,Louisiana-Monroe,12,1,0,0,0,0,0,0,0
35,22,Michigan,13,1,1,0,0,0,0,0,0
36,22,Michigan State,12,1,1,0,0,0,0,0,0
37,22,Minnesota,13,1,0,0,0,0,0,0,0
38,22,Navy,14,1,1,0,0,0,0,0,0
39,22,North Carolina State,13,1,1,1,1,1,1,0,0
40,22,Ohio,14,1,1,1,0,0,0,0,0
41,22,Oregon State,12,1,0,0,0,0,0,0,0
42,22,Rice,12,1,1,0,0,0,0,0,0
43,22,San Diego State,14,1,1,1,1,1,1,1,1
44,22,South Alabama,13,1,1,0,0,0,0,0,0
45,22,South Florida,13,1,1,0,0,0,0,0,0
46,22,Southern Mississippi,13,1,0,0,0,0,0,0,0
47,22,Stanford,13,1,0,0,0,0,0,0,0
48,22,Temple,14,1,0,0,0,0,0,0,0
49,22,Texas State,12,1,0,0,0,0,0,0,0
50,22,Texas Tech,12,1,1,0,0,0,0,0,0
51,22,UTEP,12,1,0,0,0,0,0,0,0
52,22,Virginia,12,1,0,0,0,0,0,0,0
53,22,Washington State,13,1,1,1,1,1,1,0,0
54,22,West Virginia,13,1,0,0,0,0,0,0,0
55,22,Western Michigan,14,1,0,0,0,0,0,0,0
56,22,Wisconsin,14,1,1,1,1,0,0,0,0
57,58,Air Force,13,2,0,0,0,0,0,0,0
58,58,Arkansas State,13,2,2,1,0,0,0,0,0
59,58,Boston College,13,2,0,0,0,0,0,0,0
60,58,Bowling Green,12,2,0,0,0,0,0,0,0
61,58,Buffalo,12,2,2,2,1,1,1,0,0
62,58,Charlotte,12,2,0,0,0,0,0,0,0
63,58,Eastern Michigan,13,2,1,1,1,0,0,0,0
64,58,Florida International,12,2,0,0,0,0,0,0,0
65,58,Fresno State,12,2,1,0,0,0,0,0,0
