,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
66,58,Georgia Southern,12,2,1,0,0,0,0,0,0
67,58,Indiana,13,2,0,0,0,0,0,0,0
68,58,Kansas,12,2,2,1,1,1,1,0,0
69,58,Massachusetts,12,2,2,0,0,0,0,0,0
70,58,Memphis,13,2,1,0,0,0,0,0,0
71,58,Miami (Ohio),13,2,1,1,0,0,0,0,0
72,58,Mississippi,12,2,1,1,1,1,1,1,0
73,58,Mississippi State,13,2,1,1,1,1,1,1,1
74,58,Oklahoma,13,2,0,0,0,0,0,0,0
75,58,Oregon,12,2,1,1,0,0,0,0,0
76,58,Penn State,14,2,1,1,1,0,0,0,0
77,58,Pittsburgh,13,2,1,1,1,0,0,0,0
78,58,Syracuse,12,2,2,1,1,1,1,1,0
79,58,Tennessee,13,2,2,2,1,1,1,0,0
80,58,Texas,12,2,1,1,0,0,0,0,0
81,58,Toledo,13,2,1,0,0,0,0,0,0
82,58,Troy,13,2,1,1,1,1,1,0,0
83,58,Tulsa,13,2,0,0,0,0,0,0,0
84,58,UCF,13,2,2,0,0,0,0,0,0
85,58,UTSA,13,2,2,0,0,0,0,0,0
86,58,Utah State,12,2,2,1,1,1,1,0,0
87,58,Virginia Tech,14,2,0,0,0,0,0,0,0
88,58,Washington,14,2,1,1,1,1,0,0,0
89,58,Wyoming,14,2,0,0,0,0,0,0,0
90,91,Alabama,15,3,2,1,1,0,0,0,0
91,91,Appalachian State,13,3,1,0,0,0,0,0,0
92,91,Arkansas,13,3,2,0,0,0,0,0,0
93,91,Cincinnati,12,3,1,0,0,0,0,0,0
94,91,Idaho,13,3,1,0,0,0,0,0,0
95,91,Iowa,13,3,1,1,0,0,0,0,0
96,91,Kent State,12,3,2,1,1,1,1,0,0
97,91,Louisiana Tech,14,3,3,1,0,0,0,0,0
98,91,Louisiana-Lafayette,13,3,2,2,2,2,1,1,0
99,91,Louisville,13,3,1,1,0,0,0,0,0
100,91,Marshall,12,3,2,0,0,0,0,0,0
101,91,Miami (Florida),13,3,1,0,0,0,0,0,0
102,91,Nevada,12,3,1,1,0,0,0,0,0
103,91,New Mexico,13,3,3,1,1,1,0,0,0
104,91,North Texas,13,3,1,1,1,1,1,1,0
105,91,Old Dominion,13,3,2,1,0,0,0,0,0
106,91,SMU,12,3,1,0,0,0,0,0,0
107,91,South Carolina,13,3,2,0,0,0,0,0,0
108,91,UCLA,12,3,3,2,1,1,0,0,0
109,91,Utah,13,3,3,2,1,0,0,0,0
110,111,California,12,4,3,1,1,1,1,0,0
111,111,Connecticut,12,4,0,0,0,0,0,0,0
112,111,Florida,13,4,2,1,0,0,0,0,0
113,111,UNLV,12,4,3,3,3,2,1,0,0
114,111,Vanderbilt,13,4,1,0,0,0,0,0,0
115,116,Colorado,14,5,3,3,2,0,0,0,0
116,116,Hawai'i,14,5,3,2,1,1,1,0,0
117,116,Illinois,12,5,1,1,1,0,0,0,0
118,116,Nebraska,13,5,2,1,0,0,0,0,0
119,116,Northwestern,13,5,3,0,0,0,0,0,0
120,116,Notre Dame,12,5,4,2,2,1,1,0,0
121,116,Rutgers,12,5,2,2,2,2,1,1,0
122,116,Wake Forest,13,5,3,1,1,0,0,0,0
123,124,Arizona,12,6,2,0,0,0,0,0,0
124,124,Florida State,13,6,4,4,2,2,0,0,0
125,124,Georgia State,12,6,4,1,1,1,0,0,0
126,124,San Jose State,12,6,3,1,1,0,0,0,0
127,128,New Mexico State,12,7,5,4,3,3,2,0,0
