,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
62,63,Temple,14,403,232,57.6,3324,8.2,22,13,138.41,28.8,237.4
63,64,Old Dominion,13,374,220,58.8,3042,8.1,31,6,151.29,28.8,234.0
64,65,Miami (Ohio),13,358,212,59.2,2998,8.4,27,7,150.54,27.5,230.6
65,66,Ball State,12,436,263,60.3,2750,6.3,14,15,117.02,36.3,229.2
66,67,Wyoming,14,379,210,55.4,3207,8.5,29,15,143.82,27.1,229.1
67,68,Hawai'i,14,438,257,58.7,3185,7.3,25,15,131.75,31.3,227.5
68,69,Florida International,12,407,238,58.5,2720,6.7,19,17,121.67,33.9,226.7
69,70,South Florida,13,358,225,62.8,2941,8.2,26,8,151.36,27.5,226.2
70,71,Bowling Green,12,449,243,54.1,2713,6.0,19,25,107.70,37.4,226.1
71,72,Ohio,14,458,250,54.6,3142,6.9,22,12,122.82,32.7,224.4
72,73,Northern Illinois,12,400,232,58.0,2688,6.7,20,13,124.45,33.3,224.0
73,74,Michigan State,12,370,211,57.0,2668,7.2,19,11,128.60,30.8,222.3
74,75,San Jose State,12,371,214,57.7,2665,7.2,18,15,125.94,30.9,222.1
75,76,Pittsburgh,13,324,189,58.3,2882,8.9,28,9,156.01,24.9,221.7
76,77,Texas State,12,415,257,61.9,2639,6.4,14,17,118.29,34.6,219.9
77,78,Utah,13,399,212,53.1,2817,7.1,15,8,120.82,30.7,216.7
78,79,Florida,13,410,241,58.8,2805,6.8,18,15,123.41,31.5,215.8
79,80,Rice,12,412,241,58.5,2582,6.3,16,10,119.10,34.3,215.2
80,81,Ohio State,13,409,255,62.3,2781,6.8,26,7,137.03,31.5,213.9
81,82,UTSA,13,383,216,56.4,2777,7.3,26,8,135.53,29.5,213.6
82,83,South Carolina,13,402,248,61.7,2771,6.9,12,7,125.96,30.9,213.2
83,84,Fresno State,12,405,210,51.9,2557,6.3,13,13,109.06,33.8,213.1
84,85,Michigan,13,370,228,61.6,2756,7.4,20,7,138.25,28.5,212.0
85,86,Nebraska,13,400,201,50.3,2752,6.9,18,9,118.39,30.8,211.7
86,87,Alabama,15,417,265,63.5,3154,7.6,26,9,143.35,27.8,210.3
87,88,Florida Atlantic,12,366,215,58.7,2521,6.9,9,13,117.61,30.5,210.1
88,89,Mississippi State,13,411,230,56.0,2726,6.6,24,10,126.08,31.6,209.7
89,89,UCF,13,448,244,54.5,2726,6.1,14,9,111.86,34.5,209.7
90,91,North Texas,13,449,261,58.1,2708,6.0,15,13,114.03,34.5,208.3
91,92,Nevada,12,356,210,59.0,2498,7.0,18,9,129.55,29.7,208.2
92,93,Utah State,12,382,220,57.6,2469,6.5,10,9,115.81,31.8,205.8
93,94,Connecticut,12,380,213,56.1,2432,6.4,8,11,110.97,31.7,202.7
94,95,Buffalo,12,397,212,53.4,2406,6.1,11,11,107.90,33.1,200.5
95,96,BYU,13,412,245,59.5,2573,6.2,15,12,118.12,31.7,197.9
96,97,Georgia,13,386,212,54.9,2515,6.5,16,9,118.67,29.7,193.5
97,98,Charlotte,12,413,214,51.8,2313,5.6,17,6,109.53,34.4,192.8
98,99,Louisiana-Monroe,12,364,198,54.4,2304,6.3,15,16,112.38,30.3,192.0
99,100,Vanderbilt,13,394,210,53.3,2486,6.3,9,11,108.26,30.3,191.2
100,101,LSU,12,298,174,58.4,2281,7.7,12,7,131.27,24.8,190.1
101,102,Kentucky,13,312,170,54.5,2419,7.8,17,12,129.91,24.0,186.1
102,103,UTEP,12,327,195,59.6,2204,6.7,21,8,132.55,27.3,183.7
103,104,Wisconsin,14,323,202,62.5,2507,7.8,14,10,135.85,23.1,179.1
104,105,Appalachian State,13,334,203,60.8,2327,7.0,16,8,130.32,25.7,179.0
105,106,Maryland,13,342,196,57.3,2317,6.8,15,9,123.43,26.3,178.2
106,106,Louisiana-Lafayette,13,343,204,59.5,2317,6.8,12,13,120.19,26.4,178.2
107,108,Arizona,12,306,157,51.3,2137,7.0,13,12,116.16,25.5,178.1
108,109,Illinois,12,358,183,51.1,2095,5.9,13,9,107.23,29.8,174.6
109,110,Oregon State,12,353,193,54.7,2086,5.9,13,11,110.23,29.4,173.8
110,111,Minnesota,13,328,181,55.2,2257,6.9,9,12,114.72,25.2,173.6
111,112,Auburn,13,289,178,61.6,2203,7.6,12,6,135.17,22.2,169.5
112,113,Wake Forest,13,353,190,53.8,2154,6.1,9,13,106.13,27.2,165.7
113,114,UNLV,12,294,138,46.9,1955,6.6,16,10,113.96,24.5,162.9
114,115,Stanford,13,305,179,58.7,2056,6.7,15,9,125.64,23.5,158.2
115,116,Kansas State,13,309,177,57.3,2041,6.6,10,5,120.20,23.8,157.0
116,117,Georgia Southern,12,264,147,55.7,1868,7.1,13,9,124.55,22.0,155.7
117,118,Iowa,13,310,175,56.5,1991,6.4,17,10,122.05,23.8,153.2
118,119,San Diego State,14,256,155,60.5,2023,7.9,20,6,148.02,18.3,144.5
119,120,Boston College,13,296,150,50.7,1869,6.3,14,8,113.92,22.8,143.8
120,121,Kent State,12,292,147,50.3,1700,5.8,11,8,106.19,24.3,141.7
121,122,Rutgers,12,332,159,47.9,1659,5.0,11,7,96.57,27.7,138.3
122,123,Air Force,13,150,68,45.3,1752,11.7,14,8,163.57,11.5,134.8
123,124,Georgia Tech,13,160,83,51.9,1679,10.5,9,4,153.59,12.3,129.2
124,125,Navy,14,158,93,58.9,1794,11.4,9,7,164.17,11.3,128.1
125,126,Tulane,12,258,109,42.2,1360,5.3,10,8,93.12,21.5,113.3
126,127,New Mexico,13,179,96,53.6,1389,7.8,11,6,132.39,13.8,106.8
127,128,Army,13,123,54,43.9,967,7.9,7,11,110.83,9.5,74.4
