,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
0,1,Texas Tech,12,653,428,65.5,5556,8.5,47,11,157.39,54.4,463.0
1,2,Louisiana Tech,14,543,362,66.7,5087,9.4,43,9,168.18,38.8,363.4
2,3,Washington State,13,664,467,70.3,4713,7.1,40,12,146.22,51.1,362.5
3,4,California,12,621,383,61.7,4306,6.9,37,12,135.73,51.8,358.8
4,5,Western Kentucky,14,471,305,64.8,4715,10.0,42,8,174.88,33.6,336.8
5,6,East Carolina,12,554,359,64.8,4016,7.2,26,12,136.85,46.2,334.7
6,7,Clemson,15,629,422,67.1,5009,8.0,45,17,152.18,41.9,333.9
7,8,Middle Tennessee,13,556,349,62.8,4236,7.6,39,15,144.52,42.8,325.8
8,9,Oklahoma State,13,465,295,63.4,4211,9.1,29,4,158.37,35.8,323.9
9,10,Toledo,13,423,291,68.8,4196,9.9,46,9,183.75,32.5,322.8
10,11,Syracuse,12,522,332,63.6,3855,7.4,24,13,135.82,43.5,321.3
11,12,Oklahoma,13,384,271,70.6,4134,10.8,43,8,193.78,29.5,318.0
12,13,Mississippi,12,483,289,59.8,3779,7.8,27,14,138.20,40.3,314.9
13,14,Memphis,13,477,303,63.5,3957,8.3,34,10,152.54,36.7,304.4
14,15,Boise State,13,406,253,62.3,3878,9.6,28,8,161.38,31.2,298.3
15,16,Southern Mississippi,13,478,285,59.6,3877,8.1,26,16,139.01,36.8,298.2
16,17,Houston,13,523,352,67.3,3852,7.4,24,15,138.57,40.2,296.3
17,18,Eastern Michigan,13,519,309,59.5,3849,7.4,25,17,131.18,39.9,296.1
18,19,UCLA,12,494,273,55.3,3547,7.2,22,16,123.78,41.2,295.6
19,20,Missouri,12,448,249,55.6,3545,7.9,25,10,136.00,37.3,295.4
20,21,Purdue,12,557,312,56.0,3539,6.4,25,25,115.21,46.4,294.9
21,22,North Carolina,13,459,313,68.2,3811,8.3,30,6,156.90,35.3,293.2
22,23,Louisville,13,436,248,56.9,3777,8.7,32,10,149.28,33.5,290.5
23,24,Baylor,13,480,269,56.0,3652,7.6,33,15,136.39,36.9,280.9
24,25,USC,13,463,304,65.7,3593,7.8,33,11,149.61,35.6,276.4
25,26,Central Michigan,13,471,280,59.4,3589,7.6,23,16,132.78,36.2,276.1
26,27,Miami (Florida),13,426,263,61.7,3564,8.4,27,7,149.64,32.8,274.2
27,28,Indiana,13,456,263,57.7,3559,7.8,21,18,130.55,35.1,273.8
28,29,TCU,13,503,295,58.6,3486,6.9,18,14,123.10,38.7,268.2
29,30,Oregon,12,399,257,64.4,3183,8.0,28,6,151.57,33.3,265.3
30,30,Tulsa,13,449,267,59.5,3449,7.7,33,12,142.91,34.5,265.3
31,32,Arkansas,13,406,247,60.8,3434,8.5,26,15,145.63,31.2,264.2
32,33,Florida State,13,421,244,58.0,3433,8.2,23,8,140.68,32.4,264.1
33,34,SMU,12,456,248,54.4,3168,6.9,22,17,121.20,38.0,264.0
34,35,Virginia Tech,14,449,279,62.1,3666,8.2,31,8,149.95,32.1,261.9
35,36,Penn State,14,391,226,57.8,3650,9.3,29,8,156.60,27.9,260.7
36,37,Troy,13,492,315,64.0,3386,6.9,25,13,133.32,37.8,260.5
37,38,North Carolina State,13,438,263,60.0,3383,7.7,20,12,134.52,33.7,260.2
38,39,Arizona State,12,425,257,60.5,3111,7.3,16,14,127.79,35.4,259.3
39,40,Washington,14,408,254,62.3,3623,8.9,47,9,170.46,29.1,258.8
40,40,Iowa State,12,398,235,59.0,3106,7.8,21,8,137.99,33.2,258.8
41,42,West Virginia,13,409,249,60.9,3343,8.2,26,11,145.14,31.5,257.2
42,43,Massachusetts,12,436,253,58.0,3080,7.1,27,15,130.93,36.3,256.7
43,44,Cincinnati,12,453,259,57.2,3071,6.8,19,15,121.33,37.8,255.9
44,45,Akron,12,396,217,54.8,3063,7.7,25,14,133.53,33.0,255.3
45,46,Texas A&M,13,469,255,54.4,3317,7.1,25,9,127.52,36.1,255.2
46,47,Colorado,14,469,289,61.6,3563,7.6,21,11,135.52,33.5,254.5
47,48,Notre Dame,12,388,224,57.7,3051,7.9,27,9,142.10,32.3,254.3
48,49,Western Michigan,14,378,263,69.6,3533,9.3,33,4,174.78,27.0,252.4
49,50,Texas,12,402,241,60.0,3024,7.5,21,12,134.40,33.5,252.0
50,51,Idaho,13,432,265,61.3,3240,7.5,19,11,133.76,33.2,249.2
51,52,Georgia State,12,419,231,55.1,2955,7.1,17,15,120.61,34.9,246.3
52,53,Northwestern,13,483,282,58.4,3186,6.6,22,9,125.10,37.2,245.1
53,54,New Mexico State,12,461,253,54.9,2939,6.4,22,15,117.67,38.4,244.9
54,55,Colorado State,13,361,218,60.4,3181,8.8,29,7,157.04,27.8,244.7
55,56,South Alabama,13,416,233,56.0,3169,7.6,15,14,125.17,32.0,243.8
56,57,Arkansas State,13,402,231,57.5,3148,7.8,21,9,136.00,30.9,242.2
57,58,Marshall,12,438,264,60.3,2902,6.6,28,12,131.55,36.5,241.8
58,59,Kansas,12,465,278,59.8,2885,6.2,16,22,113.80,38.8,240.4
59,60,Duke,12,443,277,62.5,2877,6.5,18,9,126.43,36.9,239.8
60,61,Virginia,12,487,266,54.6,2872,5.9,23,16,113.17,40.6,239.3
61,62,Tennessee,13,379,238,62.8,3100,8.2,28,12,149.55,29.2,238.5
