,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
89,90,Rice,12,168,48,21,10,3,1,0,0,0
90,91,Massachusetts,12,166,50,19,10,8,4,3,1,0
91,91,South Carolina,13,166,58,22,8,1,1,1,0,0
92,93,Arizona State,12,165,60,27,10,3,2,2,0,0
93,93,North Texas,13,165,51,23,10,7,5,5,1,0
94,95,Utah State,12,164,55,25,16,5,4,1,1,0
95,96,Florida International,12,162,51,22,10,2,1,0,0,0
96,96,Nevada,12,162,43,20,12,4,1,0,0,0
97,98,UCF,13,161,51,31,15,8,6,3,1,0
98,99,Air Force,13,160,72,36,22,10,6,3,0,0
99,99,Cincinnati,12,160,41,16,9,6,4,3,1,0
100,99,Minnesota,13,160,51,18,6,4,2,1,0,0
101,102,Army,13,159,54,28,12,6,3,1,0,0
102,102,Louisiana-Monroe,12,159,50,22,9,7,4,1,0,0
103,104,Georgia Tech,13,158,66,36,25,16,8,4,3,0
104,105,Duke,12,157,51,20,10,7,1,0,0,0
105,105,Marshall,12,157,52,19,9,3,2,1,1,0
106,105,Stanford,13,157,48,30,20,11,4,1,1,1
107,108,Arizona,12,155,64,37,25,17,9,4,0,0
108,108,UTEP,12,155,55,27,19,10,6,4,1,0
109,110,Florida,13,153,56,21,9,6,3,3,2,1
110,111,Virginia,12,152,36,17,9,4,3,3,2,0
111,112,Purdue,12,151,52,26,14,8,5,3,2,0
112,113,Buffalo,12,148,55,20,7,4,2,1,0,0
113,113,Charlotte,12,148,47,19,12,7,5,3,0,0
114,115,Wake Forest,13,147,43,20,8,4,2,0,0,0
115,116,Texas State,12,146,37,19,7,1,1,0,0,0
116,117,Fresno State,12,145,39,18,10,7,3,2,2,0
117,117,Georgia Southern,12,145,53,23,11,7,4,0,0,0
118,119,Connecticut,12,141,44,18,9,5,4,1,0,0
119,120,Iowa,13,140,46,24,13,8,4,3,0,0
120,121,Kansas,12,136,51,23,10,7,6,3,1,1
121,122,Illinois,12,134,44,24,12,8,4,0,0,0
122,123,Georgia State,12,133,50,24,13,7,5,1,0,0
123,123,Oregon State,12,133,42,26,13,8,6,5,3,1
124,125,Boston College,13,131,42,16,11,5,3,2,0,0
125,126,Kent State,12,125,44,23,13,8,4,1,1,0
126,127,Tulane,12,122,46,19,9,3,3,1,1,0
127,128,Rutgers,12,120,30,14,7,5,4,3,1,0
