,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Clemson,15,283,88,30,10,4,1,0,0,0
1,2,Louisville,13,265,99,47,23,17,9,5,1,0
2,3,Middle Tennessee,13,254,90,40,23,9,4,2,0,0
3,4,Louisiana Tech,14,251,98,41,26,20,12,10,2,0
4,5,Western Kentucky,14,250,104,61,32,18,10,7,3,0
5,6,Tulsa,13,244,71,39,25,10,4,1,0,0
6,7,Florida State,13,241,80,33,15,7,4,4,1,1
7,7,Texas Tech,12,241,90,44,19,13,7,3,2,0
8,9,Oklahoma,13,236,95,48,32,19,13,4,1,0
9,9,Oklahoma State,13,236,86,45,19,11,6,4,4,1
10,11,Memphis,13,234,82,36,23,10,5,2,1,0
11,11,Washington,14,234,74,43,21,11,7,2,0,0
12,13,Toledo,13,232,76,39,28,15,11,6,3,1
13,14,Virginia Tech,14,229,74,31,12,7,2,0,0,0
14,15,Washington State,13,228,61,24,12,8,2,1,0,0
15,16,USC,13,227,75,30,14,8,5,1,1,0
16,17,Houston,13,225,61,24,7,3,0,0,0,0
17,17,North Carolina,13,225,77,34,20,7,5,3,0,0
18,19,West Virginia,13,224,88,38,22,13,4,1,0,0
19,20,Baylor,13,223,73,38,23,12,5,2,2,0
20,21,Alabama,15,221,96,51,28,16,9,3,1,0
21,21,Mississippi,12,221,73,25,9,4,1,0,0,0
22,23,TCU,13,220,64,30,17,8,7,3,0,0
23,24,Southern Mississippi,13,219,69,30,19,16,11,8,4,1
24,25,California,12,218,68,31,14,9,3,2,0,0
25,26,Temple,14,217,75,35,17,7,3,1,0,0
26,26,Western Michigan,14,217,81,33,17,10,4,1,0,0
27,28,Wyoming,14,216,81,35,17,5,1,0,0,0
28,29,Arkansas,13,213,74,32,16,11,4,3,0,0
29,29,South Florida,13,213,85,44,29,17,11,5,3,1
30,31,East Carolina,12,212,60,29,13,7,5,5,1,0
31,31,Missouri,12,212,70,31,17,10,6,4,3,0
32,31,Penn State,14,212,91,48,30,15,6,6,2,0
33,31,Tennessee,13,212,79,36,18,8,4,2,0,0
34,35,Boise State,13,207,78,47,22,10,5,4,1,0
35,35,Texas A&M,13,207,76,42,26,10,7,3,2,1
36,37,Indiana,13,206,66,32,20,10,3,2,0,0
37,38,Appalachian State,13,205,70,33,15,4,3,0,0,0
38,38,Colorado State,13,205,70,38,20,11,6,2,0,0
39,40,Colorado,14,202,59,31,17,10,8,2,0,0
40,41,Oregon,12,200,84,34,20,11,5,4,1,0
41,42,Miami (Florida),13,199,69,39,22,13,7,4,1,0
42,42,Ohio State,13,199,63,24,10,5,4,3,0,0
43,42,Troy,13,199,55,29,13,5,3,1,1,0
44,45,Northern Illinois,12,198,60,26,9,5,3,2,0,0
45,46,Eastern Michigan,13,197,74,32,15,7,2,1,0,0
46,46,San Diego State,14,197,78,33,15,8,7,6,2,0
47,48,Auburn,13,196,63,34,19,8,4,2,1,0
48,48,Hawai'i,14,196,73,37,13,7,2,0,0,0
49,50,Ohio,14,193,68,31,15,9,4,2,0,0
50,50,Utah,13,193,66,31,20,11,4,1,1,0
51,52,North Carolina State,13,192,61,25,11,9,4,3,1,0
52,53,Pittsburgh,13,191,86,42,23,16,8,5,0,0
53,53,Wisconsin,14,191,67,23,10,6,3,1,0,0
54,55,Michigan,13,190,71,37,17,5,1,0,0,0
55,56,Mississippi State,13,189,64,27,17,9,7,5,0,0
56,56,New Mexico State,12,189,59,29,13,6,1,0,0,0
57,56,Northwestern,13,189,60,28,11,5,1,0,0,0
58,59,New Mexico,13,188,69,40,27,18,11,6,2,0
59,60,Kansas State,13,186,57,24,9,5,2,2,1,0
60,60,Navy,14,186,76,45,27,10,4,1,0,0
61,62,Georgia,13,185,48,24,13,8,2,1,0,0
62,62,Idaho,13,185,48,25,14,7,3,3,0,0
63,64,Central Michigan,13,184,65,32,13,6,3,1,1,0
64,65,BYU,13,183,45,22,6,4,3,1,0,0
65,65,Ball State,12,183,51,20,13,4,2,1,1,0
66,65,Maryland,13,183,61,33,21,11,7,2,1,1
67,68,Miami (Ohio),13,182,56,18,15,12,6,4,0,0
68,68,Nebraska,13,182,57,26,10,7,3,1,0,0
69,70,Bowling Green,12,181,40,18,13,6,3,3,1,0
70,70,Kentucky,13,181,69,37,21,11,9,5,0,0
71,72,Old Dominion,13,178,79,38,20,9,4,2,1,0
72,72,Texas,12,178,57,33,23,12,9,5,1,0
73,72,UTSA,13,178,60,24,12,9,6,6,2,1
74,75,Arkansas State,13,177,69,37,18,7,4,2,1,0
75,76,Florida Atlantic,12,175,52,26,13,5,4,2,2,0
76,77,Michigan State,12,174,55,19,11,7,5,3,2,0
77,77,UCLA,12,174,57,26,11,7,4,1,0,0
78,79,Akron,12,172,61,30,15,6,4,2,1,1
79,80,LSU,12,171,61,37,20,10,8,5,2,1
80,80,Louisiana-Lafayette,13,171,45,21,8,5,4,1,0,0
81,80,Notre Dame,12,171,67,27,17,8,4,2,0,0
82,80,San Jose State,12,171,52,23,15,8,7,3,1,0
83,84,Iowa State,12,170,58,36,17,4,1,0,0,0
84,84,SMU,12,170,64,32,18,7,2,1,1,0
85,84,Syracuse,12,170,57,35,21,7,4,3,2,0
86,84,UNLV,12,170,52,30,12,9,6,4,2,1
87,84,Vanderbilt,13,170,50,23,11,3,3,1,0,0
88,89,South Alabama,13,169,74,34,14,9,6,6,0,0
