,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Tulsa,13,67,67,100.0,5.2,5.2
1,1,Michigan,13,63,63,100.0,4.8,4.8
2,1,Tennessee,13,62,62,100.0,4.8,4.8
3,1,Wyoming,14,64,64,100.0,4.6,4.6
4,1,Boise State,13,58,58,100.0,4.5,4.5
5,1,Memphis,13,58,58,100.0,4.5,4.5
6,1,Penn State,14,62,62,100.0,4.4,4.4
7,1,California,12,51,51,100.0,4.3,4.3
8,1,Texas A&M,13,54,54,100.0,4.2,4.2
9,1,Air Force,13,51,51,100.0,3.9,3.9
10,1,West Virginia,13,51,51,100.0,3.9,3.9
11,1,UNLV,12,45,45,100.0,3.8,3.8
12,1,Georgia Tech,13,46,46,100.0,3.5,3.5
13,1,Auburn,13,44,44,100.0,3.4,3.4
14,1,Utah,13,43,43,100.0,3.3,3.3
15,1,Nebraska,13,43,43,100.0,3.3,3.3
16,1,Florida Atlantic,12,39,39,100.0,3.3,3.3
17,1,Central Michigan,13,42,42,100.0,3.2,3.2
18,1,South Alabama,13,42,42,100.0,3.2,3.2
19,1,North Texas,13,41,41,100.0,3.2,3.2
20,1,SMU,12,38,38,100.0,3.2,3.2
21,1,Ball State,12,37,37,100.0,3.1,3.1
22,1,Arizona,12,36,36,100.0,3.0,3.0
23,1,UCLA,12,36,36,100.0,3.0,3.0
24,1,Vanderbilt,13,36,36,100.0,2.8,2.8
25,1,Georgia,13,36,36,100.0,2.8,2.8
26,1,Stanford,13,34,34,100.0,2.6,2.6
27,1,Florida,13,32,32,100.0,2.5,2.5
28,1,Michigan State,12,30,30,100.0,2.5,2.5
29,1,South Carolina,13,31,31,100.0,2.4,2.4
30,1,Kent State,12,28,28,100.0,2.3,2.3
31,1,Wake Forest,13,28,28,100.0,2.2,2.2
32,1,Kansas,12,26,26,100.0,2.2,2.2
33,1,Illinois,12,26,26,100.0,2.2,2.2
34,1,Fresno State,12,23,23,100.0,1.9,1.9
35,1,Connecticut,12,19,19,100.0,1.6,1.6
36,37,South Florida,13,76,75,98.7,5.8,5.8
37,37,Louisiana Tech,14,79,78,98.7,5.6,5.6
38,39,Louisville,13,69,68,98.6,5.3,5.2
39,39,Alabama,15,73,72,98.6,4.9,4.8
40,41,Toledo,13,62,61,98.4,4.8,4.7
41,41,New Mexico,13,62,61,98.4,4.8,4.7
42,43,Baylor,13,59,58,98.3,4.5,4.5
43,43,Virginia Tech,14,59,58,98.3,4.2,4.1
44,45,Florida State,13,55,54,98.2,4.2,4.2
45,46,USC,13,54,53,98.1,4.2,4.1
46,46,North Carolina,13,52,51,98.1,4.0,3.9
47,46,Temple,14,53,52,98.1,3.8,3.7
48,49,Mississippi State,13,49,48,98.0,3.8,3.7
49,49,Hawai'i,14,50,49,98.0,3.6,3.5
50,51,Appalachian State,13,48,47,97.9,3.7,3.6
51,52,Northern Illinois,12,46,45,97.8,3.8,3.8
52,52,Arkansas,13,46,45,97.8,3.5,3.5
53,52,Kentucky,13,45,44,97.8,3.5,3.4
54,55,Oregon,12,43,42,97.7,3.6,3.5
55,55,Minnesota,13,44,43,97.7,3.4,3.3
56,55,Eastern Michigan,13,43,42,97.7,3.3,3.2
57,55,BYU,13,43,42,97.7,3.3,3.2
58,55,Northwestern,13,43,42,97.7,3.3,3.2
59,60,Western Kentucky,14,80,78,97.5,5.7,5.6
60,60,UTEP,12,40,39,97.5,3.3,3.3
61,60,Arizona State,12,40,39,97.5,3.3,3.3
62,63,Washington,14,77,75,97.4,5.5,5.4
63,63,Oregon State,12,38,37,97.4,3.2,3.1
64,63,Duke,12,38,37,97.4,3.2,3.1
65,63,Iowa,13,39,38,97.4,3.0,2.9
66,63,Maryland,13,38,37,97.4,2.9,2.8
67,68,Oklahoma,13,74,72,97.3,5.7,5.5
68,68,Western Michigan,14,73,71,97.3,5.2,5.1
69,68,Clemson,15,74,72,97.3,4.9,4.8
70,71,Utah State,12,36,35,97.2,3.0,2.9
71,71,Purdue,12,36,35,97.2,3.0,2.9
72,71,Louisiana-Monroe,12,36,35,97.2,3.0,2.9
73,74,East Carolina,12,35,34,97.1,2.9,2.8
74,74,Florida International,12,35,34,97.1,2.9,2.8
75,74,Tulane,12,34,33,97.1,2.8,2.8
76,77,Middle Tennessee,13,66,64,97.0,5.1,4.9
77,78,Washington State,13,65,63,96.9,5.0,4.8
78,78,Ohio State,13,65,63,96.9,5.0,4.8
79,80,Oklahoma State,13,62,60,96.8,4.8,4.6
80,81,Colorado State,13,58,56,96.6,4.5,4.3
81,81,San Diego State,14,58,56,96.6,4.1,4.0
82,83,Miami (Florida),13,55,53,96.4,4.2,4.1
83,84,Troy,13,52,50,96.2,4.0,3.8
84,84,Southern Mississippi,13,52,50,96.2,4.0,3.8
85,86,TCU,13,49,47,95.9,3.8,3.6
86,87,Pittsburgh,13,69,66,95.7,5.3,5.1
87,87,Notre Dame,12,46,44,95.7,3.8,3.7
88,87,Wisconsin,14,47,45,95.7,3.4,3.2
89,90,Navy,14,68,65,95.6,4.9,4.6
90,90,UTSA,13,45,43,95.6,3.5,3.3
91,92,Idaho,13,44,42,95.5,3.4,3.2
92,93,Mississippi,12,43,41,95.3,3.6,3.4
93,93,LSU,12,43,41,95.3,3.6,3.4
94,95,Houston,13,59,56,94.9,4.5,4.3
95,96,Iowa State,12,38,36,94.7,3.2,3.0
96,97,Massachusetts,12,37,35,94.6,3.1,2.9
97,98,Georgia Southern,12,36,34,94.4,3.0,2.8
98,98,Nevada,12,36,34,94.4,3.0,2.8
99,100,Colorado,14,53,50,94.3,3.8,3.6
