,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Iowa,13,7,5,2,1,0,0,0,0
1,1,USC,13,7,5,3,2,1,1,0,0
2,3,Akron,12,6,5,3,2,1,1,0,0
3,3,Alabama,15,6,5,4,3,3,3,1,0
4,3,Iowa State,12,6,2,1,1,0,0,0,0
5,3,Syracuse,12,6,3,2,1,1,1,0,0
6,3,Tennessee,13,6,3,2,2,1,0,0,0
7,3,Western Kentucky,14,6,5,3,1,0,0,0,0
8,9,Clemson,15,5,3,1,1,1,1,0,0
9,9,Florida,13,5,2,0,0,0,0,0,0
10,9,Missouri,12,5,3,3,3,1,0,0,0
11,9,Pittsburgh,13,5,3,1,1,1,0,0,0
12,9,San Diego State,14,5,3,1,0,0,0,0,0
13,9,Washington State,13,5,3,2,2,2,1,0,0
14,9,Wyoming,14,5,2,1,1,1,0,0,0
15,16,Appalachian State,13,4,2,1,0,0,0,0,0
16,16,Arizona State,12,4,3,2,1,1,1,0,0
17,16,Arkansas State,13,4,1,1,1,1,0,0,0
18,16,Boston College,13,4,3,1,1,0,0,0,0
19,16,Michigan,13,4,3,2,2,0,0,0,0
20,16,Notre Dame,12,4,1,1,0,0,0,0,0
21,16,Penn State,14,4,1,1,1,0,0,0,0
22,16,Southern Mississippi,13,4,2,1,1,1,1,0,0
23,16,TCU,13,4,3,1,1,1,1,1,0
24,16,Texas A&M,13,4,4,4,4,4,4,1,1
25,16,Toledo,13,4,1,1,1,1,0,0,0
26,16,UTEP,12,4,3,2,0,0,0,0,0
27,16,Utah State,12,4,0,0,0,0,0,0,0
28,16,Virginia,12,4,1,1,0,0,0,0,0
29,16,Western Michigan,14,4,2,2,1,1,0,0,0
30,31,Arkansas,13,3,1,0,0,0,0,0,0
31,31,Colorado,14,3,3,2,1,1,0,0,0
32,31,Georgia,13,3,2,2,2,1,1,1,0
33,31,Georgia Southern,12,3,3,1,1,1,0,0,0
34,31,Illinois,12,3,0,0,0,0,0,0,0
35,31,Indiana,13,3,2,0,0,0,0,0,0
36,31,Miami (Florida),13,3,3,2,0,0,0,0,0
37,31,Middle Tennessee,13,3,0,0,0,0,0,0,0
38,31,North Texas,13,3,1,0,0,0,0,0,0
39,31,Old Dominion,13,3,2,0,0,0,0,0,0
40,31,Oregon,12,3,3,2,0,0,0,0,0
41,31,San Jose State,12,3,1,0,0,0,0,0,0
42,31,Temple,14,3,2,1,0,0,0,0,0
43,31,Texas State,12,3,1,0,0,0,0,0,0
44,31,Texas Tech,12,3,2,0,0,0,0,0,0
45,31,Troy,13,3,2,0,0,0,0,0,0
46,31,Tulsa,13,3,1,1,1,1,0,0,0
47,31,UCF,13,3,0,0,0,0,0,0,0
48,31,UCLA,12,3,2,0,0,0,0,0,0
49,31,Utah,13,3,2,1,1,0,0,0,0
50,31,Virginia Tech,14,3,1,1,1,1,1,1,0
51,52,Air Force,13,2,0,0,0,0,0,0,0
52,52,Auburn,13,2,1,1,1,0,0,0,0
53,52,Baylor,13,2,1,1,0,0,0,0,0
54,52,Duke,12,2,2,0,0,0,0,0,0
55,52,Fresno State,12,2,1,0,0,0,0,0,0
56,52,Idaho,13,2,1,0,0,0,0,0,0
57,52,Kansas State,13,2,2,2,1,1,1,0,0
58,52,Kentucky,13,2,1,1,1,1,0,0,0
59,52,LSU,12,2,1,1,1,1,0,0,0
60,52,Louisiana-Lafayette,13,2,1,0,0,0,0,0,0
61,52,Louisville,13,2,2,2,2,2,0,0,0
62,52,Maryland,13,2,1,1,1,1,1,1,0
63,52,Massachusetts,12,2,1,1,0,0,0,0,0
64,52,Memphis,13,2,2,0,0,0,0,0,0
65,52,Navy,14,2,0,0,0,0,0,0,0
66,52,Nebraska,13,2,1,1,0,0,0,0,0
67,52,New Mexico,13,2,2,0,0,0,0,0,0
68,52,North Carolina,13,2,1,0,0,0,0,0,0
69,52,North Carolina State,13,2,2,0,0,0,0,0,0
70,52,Purdue,12,2,1,1,0,0,0,0,0
71,52,Rutgers,12,2,2,1,1,1,0,0,0
72,52,South Florida,13,2,2,1,1,1,1,1,0
73,52,Stanford,13,2,1,0,0,0,0,0,0
74,52,Texas,12,2,0,0,0,0,0,0,0
75,52,Tulane,12,2,0,0,0,0,0,0,0
