,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
76,52,UTSA,13,2,1,0,0,0,0,0,0
77,52,Wake Forest,13,2,0,0,0,0,0,0,0
78,52,Washington,14,2,2,2,2,1,0,0,0
79,52,Wisconsin,14,2,0,0,0,0,0,0,0
80,81,Arizona,12,1,0,0,0,0,0,0,0
81,81,Army,13,1,1,1,1,0,0,0,0
82,81,BYU,13,1,0,0,0,0,0,0,0
83,81,Ball State,12,1,0,0,0,0,0,0,0
84,81,Boise State,13,1,1,1,1,1,1,0,0
85,81,Buffalo,12,1,0,0,0,0,0,0,0
86,81,California,12,1,0,0,0,0,0,0,0
87,81,Central Michigan,13,1,0,0,0,0,0,0,0
88,81,Cincinnati,12,1,0,0,0,0,0,0,0
89,81,Colorado State,13,1,1,1,1,1,1,1,1
90,81,Florida International,12,1,1,0,0,0,0,0,0
91,81,Florida State,13,1,1,1,1,1,1,1,0
92,81,Georgia Tech,13,1,0,0,0,0,0,0,0
93,81,Hawai'i,14,1,1,0,0,0,0,0,0
94,81,Kent State,12,1,0,0,0,0,0,0,0
95,81,Louisiana Tech,14,1,1,0,0,0,0,0,0
96,81,Louisiana-Monroe,12,1,0,0,0,0,0,0,0
97,81,Marshall,12,1,0,0,0,0,0,0,0
98,81,Michigan State,12,1,0,0,0,0,0,0,0
99,81,Minnesota,13,1,0,0,0,0,0,0,0
100,81,Mississippi,12,1,0,0,0,0,0,0,0
101,81,Nevada,12,1,1,1,1,0,0,0,0
102,81,Northwestern,13,1,1,1,0,0,0,0,0
103,81,Ohio,14,1,0,0,0,0,0,0,0
104,81,Ohio State,13,1,0,0,0,0,0,0,0
105,81,Oklahoma,13,1,1,1,1,1,1,0,0
106,81,Oklahoma State,13,1,1,1,1,0,0,0,0
107,81,Oregon State,12,1,1,0,0,0,0,0,0
108,81,South Carolina,13,1,1,0,0,0,0,0,0
109,81,Vanderbilt,13,1,1,1,1,1,1,0,0
110,111,Bowling Green,12,0,0,0,0,0,0,0,0
111,111,Charlotte,12,0,0,0,0,0,0,0,0
112,111,Connecticut,12,0,0,0,0,0,0,0,0
113,111,East Carolina,12,0,0,0,0,0,0,0,0
114,111,Eastern Michigan,13,0,0,0,0,0,0,0,0
115,111,Florida Atlantic,12,0,0,0,0,0,0,0,0
116,111,Georgia State,12,0,0,0,0,0,0,0,0
117,111,Houston,13,0,0,0,0,0,0,0,0
118,111,Kansas,12,0,0,0,0,0,0,0,0
119,111,Miami (Ohio),13,0,0,0,0,0,0,0,0
120,111,Mississippi State,13,0,0,0,0,0,0,0,0
121,111,New Mexico State,12,0,0,0,0,0,0,0,0
122,111,Northern Illinois,12,0,0,0,0,0,0,0,0
123,111,Rice,12,0,0,0,0,0,0,0,0
124,111,SMU,12,0,0,0,0,0,0,0,0
125,111,South Alabama,13,0,0,0,0,0,0,0,0
126,111,UNLV,12,0,0,0,0,0,0,0,0
127,111,West Virginia,13,0,0,0,0,0,0,0,0
