,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Navy,14,167,91,54.49
1,2,Western Michigan,14,188,102,54.26
2,3,Texas Tech,12,195,101,51.79
3,4,Oklahoma,13,169,87,51.48
4,5,Toledo,13,183,93,50.82
5,6,Air Force,13,196,99,50.51
6,7,Louisiana Tech,14,155,78,50.32
7,8,Clemson,15,233,117,50.21
8,9,Nevada,12,166,81,48.80
9,10,Army,13,172,83,48.26
10,11,USC,13,178,85,47.75
11,12,BYU,13,195,93,47.69
12,13,Boise State,13,166,79,47.59
13,14,Houston,13,231,109,47.19
14,15,Washington State,13,191,90,47.12
15,16,Eastern Michigan,13,203,95,46.80
16,17,Ohio State,13,199,93,46.73
17,18,Western Kentucky,14,167,78,46.71
18,19,Tulsa,13,210,97,46.19
19,20,New Mexico,13,172,79,45.93
20,21,North Carolina,13,165,75,45.45
21,22,Kansas State,13,174,79,45.40
22,22,Pittsburgh,13,174,79,45.40
23,24,Ball State,12,195,88,45.13
24,25,Purdue,12,202,91,45.05
25,26,Middle Tennessee,13,184,82,44.57
26,27,Georgia Southern,12,185,82,44.32
27,28,South Florida,13,190,84,44.21
28,29,Wisconsin,14,204,90,44.12
29,29,Washington,14,170,75,44.12
30,31,Colorado,14,236,104,44.07
31,32,UTSA,13,207,91,43.96
32,33,Nebraska,13,196,86,43.88
33,34,Florida State,13,169,74,43.79
34,35,Alabama,15,208,91,43.75
35,35,North Carolina State,13,192,84,43.75
36,37,Wyoming,14,202,88,43.56
37,38,LSU,12,152,66,43.42
38,39,SMU,12,208,90,43.27
39,40,Michigan,13,183,79,43.17
40,41,Oklahoma State,13,179,77,43.02
41,42,Missouri,12,193,83,43.01
42,42,Duke,12,186,80,43.01
43,44,Iowa State,12,177,76,42.94
44,45,West Virginia,13,187,80,42.78
45,46,Virginia Tech,14,212,90,42.45
46,47,Colorado State,13,172,73,42.44
47,48,Louisiana-Monroe,12,191,81,42.41
48,49,Baylor,13,222,94,42.34
49,50,Stanford,13,178,75,42.13
50,51,UTEP,12,153,64,41.83
51,51,Georgia Tech,13,153,64,41.83
52,53,Auburn,13,182,76,41.76
53,54,Georgia,13,194,81,41.75
54,55,Florida,13,192,80,41.67
55,56,Temple,14,190,79,41.58
56,57,Central Michigan,13,183,76,41.53
57,58,Northern Illinois,12,203,84,41.38
58,59,Tennessee,13,175,72,41.14
59,60,Louisville,13,180,74,41.11
60,61,Southern Mississippi,13,203,83,40.89
61,62,Mississippi State,13,192,78,40.63
62,63,TCU,13,197,80,40.61
63,64,Memphis,13,195,79,40.51
64,65,Notre Dame,12,168,68,40.48
65,66,San Diego State,14,171,69,40.35
66,67,San Jose State,12,176,71,40.34
67,68,Mississippi,12,169,68,40.24
68,69,Indiana,13,203,81,39.90
69,70,Utah State,12,176,70,39.77
70,70,Arkansas,13,176,70,39.77
71,72,East Carolina,12,194,77,39.69
72,73,Idaho,13,182,72,39.56
73,74,Syracuse,12,213,84,39.44
74,75,California,12,203,80,39.41
75,76,Northwestern,13,211,83,39.34
76,77,Texas A&M,13,194,76,39.18
77,78,Kentucky,13,184,72,39.13
78,79,Oregon,12,169,66,39.05
79,80,Michigan State,12,173,67,38.73
80,80,South Alabama,13,173,67,38.73
81,82,Minnesota,13,190,73,38.42
82,83,Utah,13,193,74,38.34
83,84,Arizona State,12,194,74,38.14
84,85,Georgia State,12,171,65,38.01
85,86,Fresno State,12,200,76,38.00
86,87,Cincinnati,12,182,69,37.91
87,88,Miami (Ohio),13,164,62,37.80
88,89,UNLV,12,172,65,37.79
89,90,Ohio,14,212,80,37.74
90,91,Louisiana-Lafayette,13,198,74,37.37
91,92,Akron,12,158,59,37.34
92,93,Old Dominion,13,172,64,37.21
93,93,Oregon State,12,172,64,37.21
94,95,Troy,13,192,71,36.98
95,96,Rice,12,182,67,36.81
96,97,Arizona,12,158,58,36.71
97,98,Buffalo,12,181,66,36.46
98,99,Miami (Florida),13,171,62,36.26
99,100,Texas,12,194,70,36.08
100,101,Florida International,12,170,61,35.88
101,102,Vanderbilt,13,183,65,35.52
102,103,UCLA,12,176,62,35.23
103,104,Hawai'i,14,182,64,35.16
104,105,North Texas,13,181,63,34.81
105,106,Wake Forest,13,204,71,34.80
106,107,Virginia,12,182,63,34.62
107,108,Maryland,13,181,62,34.25
108,109,South Carolina,13,184,63,34.24
109,110,Marshall,12,173,59,34.10
110,111,Florida Atlantic,12,169,57,33.73
111,112,Appalachian State,13,175,59,33.71
112,113,Connecticut,12,181,61,33.70
113,114,New Mexico State,12,190,64,33.68
114,115,Kent State,12,180,60,33.33
115,116,Kansas,12,182,60,32.97
116,117,Penn State,14,172,56,32.56
117,118,Massachusetts,12,160,52,32.50
118,119,Iowa,13,173,56,32.37
119,120,Charlotte,12,196,63,32.14
120,121,Boston College,13,210,66,31.43
121,122,Texas State,12,187,58,31.02
122,123,Rutgers,12,195,60,30.77
123,124,Bowling Green,12,179,55,30.73
124,125,UCF,13,212,63,29.72
125,126,Arkansas State,13,187,55,29.41
126,127,Illinois,12,155,44,28.39
127,128,Tulane,12,187,52,27.81
