,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Clemson,15,206,73,25,7,3,1,0,0,0
1,2,Texas Tech,12,203,83,42,19,13,7,3,2,0
2,3,Louisiana Tech,14,183,74,31,21,15,8,6,2,0
3,4,Washington State,13,181,49,18,11,7,2,1,0,0
4,5,Middle Tennessee,13,172,62,27,14,5,1,1,0,0
5,6,Western Kentucky,14,164,73,47,26,14,9,6,2,0
6,7,Memphis,13,161,57,25,15,6,3,1,1,0
7,7,Oklahoma State,13,161,63,36,18,10,5,4,4,1
8,9,California,12,160,57,26,11,7,3,2,0,0
9,10,Mississippi,12,159,59,22,7,3,1,0,0,0
10,11,Houston,13,158,47,17,6,3,0,0,0,0
11,12,East Carolina,12,157,50,25,10,6,4,4,0,0
12,13,Toledo,13,154,61,33,24,14,10,6,3,1
13,14,Boise State,13,153,61,38,17,7,3,2,0,0
14,15,North Carolina,13,151,57,25,18,6,4,3,0,0
15,16,Louisville,13,150,63,25,13,9,5,3,0,0
16,17,Virginia Tech,14,149,57,24,10,5,1,0,0,0
17,18,Oklahoma,13,147,62,30,22,13,10,3,1,0
18,19,Eastern Michigan,13,146,55,24,11,4,2,1,0,0
19,20,Arkansas,13,145,53,20,9,6,2,1,0,0
20,20,Florida State,13,145,54,18,7,3,1,1,1,1
21,20,USC,13,145,54,17,5,2,1,0,0,0
22,23,Washington,14,144,48,30,14,8,5,2,0,0
23,24,Central Michigan,13,143,53,25,7,2,1,1,1,0
24,25,Indiana,13,142,52,26,16,8,3,2,0,0
25,25,Southern Mississippi,13,142,53,25,15,13,8,6,3,1
26,25,UCLA,12,142,49,24,11,7,4,1,0,0
27,28,Tulsa,13,141,39,21,15,5,2,1,0,0
28,29,Troy,13,137,36,20,8,2,2,1,1,0
29,30,Miami (Florida),13,134,50,29,15,9,4,2,0,0
30,31,North Carolina State,13,133,47,22,10,8,4,3,1,0
31,31,Temple,14,133,54,25,13,5,2,0,0,0
32,33,TCU,13,132,42,21,10,6,5,2,0,0
33,34,Baylor,13,131,47,30,18,9,5,2,2,0
34,34,Northwestern,13,131,38,18,4,2,0,0,0,0
35,36,Idaho,13,130,38,20,10,6,3,3,0,0
36,37,Missouri,12,129,47,25,16,9,5,3,2,0
37,37,Syracuse,12,129,47,28,16,7,4,3,2,0
38,39,Wyoming,14,128,57,24,10,1,0,0,0,0
39,40,Tennessee,13,127,50,21,12,6,2,0,0,0
40,41,West Virginia,13,126,52,26,17,11,2,1,0,0
41,42,Western Michigan,14,125,55,25,12,7,3,1,0,0
42,43,Colorado,14,124,43,26,16,9,7,1,0,0
43,43,Penn State,14,124,65,38,23,10,4,4,1,0
44,45,Miami (Ohio),13,123,45,12,9,7,3,2,0,0
45,46,Arizona State,12,122,52,20,8,1,1,1,0,0
46,46,Colorado State,13,122,47,27,15,7,4,1,0,0
47,46,Hawai'i,14,122,48,26,7,3,1,0,0,0
48,46,Ohio,14,122,43,22,8,5,3,2,0,0
49,50,SMU,12,120,47,22,12,5,1,1,1,0
50,50,Texas A&M,13,120,49,30,17,6,3,1,1,1
51,52,Purdue,12,119,42,23,13,8,5,3,2,0
52,53,Massachusetts,12,118,40,17,9,7,3,2,0,0
53,54,Akron,12,117,50,24,10,3,2,1,1,1
54,54,Cincinnati,12,117,36,15,8,5,3,2,1,0
55,54,New Mexico State,12,117,43,21,9,4,1,0,0,0
56,57,Notre Dame,12,116,51,19,10,4,2,1,0,0
57,58,Marshall,12,115,47,17,8,3,2,1,1,0
58,58,South Alabama,13,115,60,26,10,6,5,5,0,0
59,60,Bowling Green,12,114,25,13,9,4,2,2,0,0
60,60,Oregon,12,114,52,20,11,6,3,2,0,0
61,60,Wisconsin,14,114,40,11,3,2,0,0,0,0
62,63,Iowa State,12,113,46,28,13,3,1,0,0,0
63,63,Michigan State,12,113,33,14,7,5,3,2,2,0
64,63,Old Dominion,13,113,50,24,12,7,2,2,1,0
65,66,Arkansas State,13,112,55,34,15,5,4,2,1,0
66,66,Florida International,12,112,38,14,7,1,1,0,0,0
67,66,Nebraska,13,112,41,20,7,5,2,1,0,0
68,66,South Carolina,13,112,42,16,4,0,0,0,0,0
69,66,UTSA,13,112,37,17,8,6,4,4,0,0
70,71,Texas State,12,111,31,14,5,1,1,0,0,0
71,72,Florida,13,108,41,14,7,5,3,3,2,1
72,72,Utah,13,108,42,21,12,7,2,0,0,0
73,74,Alabama,15,106,52,30,17,9,4,1,0,0
74,74,North Texas,13,106,32,14,4,2,1,1,0,0
75,74,Northern Illinois,12,106,34,17,6,2,1,1,0,0
76,77,San Jose State,12,104,39,18,11,4,3,0,0,0
77,78,BYU,13,103,27,11,2,1,1,1,0,0
78,78,Michigan,13,103,46,19,8,2,0,0,0,0
79,78,Mississippi State,13,103,35,16,9,4,3,2,0,0
80,78,Vanderbilt,13,103,31,12,6,3,3,1,0,0
81,82,Ball State,12,102,33,11,5,1,1,0,0,0
82,83,Pittsburgh,13,101,43,26,15,11,6,4,0,0
83,83,South Florida,13,101,48,24,13,7,5,3,1,0
84,83,Texas,12,101,35,21,16,9,7,4,1,0
85,86,Ohio State,13,99,33,13,4,2,2,2,0,0
86,86,UCF,13,99,35,20,10,5,3,2,0,0
87,88,Duke,12,98,40,16,8,5,1,0,0,0
88,88,Georgia State,12,98,42,20,13,7,5,1,0,0
89,88,Nevada,12,98,34,16,9,2,1,0,0,0
90,88,Virginia,12,98,30,15,7,4,3,3,2,0
91,92,Appalachian State,13,97,31,14,6,2,1,0,0,0
92,92,Florida Atlantic,12,97,36,16,7,2,2,2,2,0
93,92,Georgia,13,97,33,17,8,6,2,1,0,0
94,95,Connecticut,12,96,33,12,6,3,2,1,0,0
95,95,Fresno State,12,96,31,15,9,7,3,2,2,0
96,97,Buffalo,12,93,34,16,6,3,1,1,0,0
97,97,Louisiana-Monroe,12,93,34,18,7,5,3,1,0,0
98,97,Rice,12,93,34,15,7,2,1,0,0,0
99,100,Kansas,12,91,38,19,8,5,5,3,1,1
100,100,Minnesota,13,91,35,8,3,2,1,0,0,0
101,102,LSU,12,90,30,19,8,2,2,1,1,0
102,103,Utah State,12,89,33,16,10,1,1,0,0,0
103,104,Charlotte,12,88,30,12,8,4,3,2,0,0
104,104,Maryland,13,88,28,16,8,5,3,1,1,1
105,106,Kentucky,13,87,35,21,14,7,5,3,0,0
106,106,Louisiana-Lafayette,13,87,33,19,6,4,3,1,0,0
107,106,UTEP,12,87,31,12,7,4,2,2,0,0
108,109,Auburn,13,86,33,17,8,2,0,0,0,0
109,110,Stanford,13,83,22,11,8,3,1,0,0,0
110,110,Wake Forest,13,83,28,14,6,2,1,0,0,0
111,112,Kansas State,13,81,21,9,4,3,2,2,1,0
112,112,San Diego State,14,81,33,9,3,1,1,1,1,0
113,114,Boston College,13,77,29,9,6,2,0,0,0,0
114,114,Illinois,12,77,27,14,5,3,2,0,0,0
115,116,UNLV,12,76,29,17,5,4,2,0,0,0
116,117,Iowa,13,75,28,13,4,2,1,1,0,0
117,118,Arizona,12,74,28,21,13,8,4,2,0,0
118,119,Georgia Southern,12,70,31,14,6,3,2,0,0,0
119,120,Oregon State,12,68,27,15,6,2,1,1,0,0
120,121,Navy,14,65,32,21,11,3,1,0,0,0
121,121,Rutgers,12,65,19,7,4,3,3,2,0,0
122,123,Kent State,12,62,22,12,5,3,0,0,0,0
123,124,Georgia Tech,13,60,28,18,12,7,5,3,2,0
124,125,New Mexico,13,59,21,12,6,1,1,0,0,0
125,126,Air Force,13,57,37,23,16,7,6,3,0,0
126,127,Tulane,12,53,22,7,1,0,0,0,0,0
127,128,Army,13,39,18,12,2,1,0,0,0,0
