,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
53,54,Kansas,12,357,211,59.1,2637,7.4,26,10,139.58,29.8,219.8
54,55,Louisiana-Monroe,12,322,192,59.6,2641,8.2,22,6,147.35,26.8,220.1
55,56,Toledo,13,414,227,54.8,2870,6.9,24,6,129.29,31.8,220.8
56,57,Florida State,13,404,224,55.4,2874,7.1,18,15,122.48,31.1,221.1
57,58,Arkansas,13,370,218,58.9,2875,7.8,12,10,129.48,28.5,221.2
58,59,New Mexico,13,345,201,58.3,2890,8.4,24,8,146.95,26.5,222.3
59,60,Central Michigan,13,414,248,59.9,2898,7.0,33,13,138.72,31.8,222.9
60,61,Stanford,13,437,239,54.7,2907,6.7,18,14,117.75,33.6,223.6
61,62,East Carolina,12,338,194,57.4,2691,8.0,17,5,137.92,28.2,224.3
62,63,Old Dominion,13,418,245,58.6,2944,7.0,21,11,129.09,32.2,226.5
63,64,Hawai'i,14,393,246,62.6,3183,8.1,29,11,149.38,28.1,227.4
64,65,USC,13,439,250,56.9,2958,6.7,24,14,125.21,33.8,227.5
65,66,Wake Forest,13,418,241,57.7,2966,7.1,16,12,124.16,32.2,228.2
66,67,Auburn,13,466,270,57.9,2979,6.4,14,11,116.83,35.8,229.2
67,68,Georgia Tech,13,434,270,62.2,2982,6.9,14,11,125.51,33.4,229.4
68,69,UTSA,13,408,224,54.9,2984,7.3,22,7,130.70,31.4,229.5
69,69,Georgia Southern,12,355,210,59.2,2754,7.8,16,9,134.13,29.6,229.5
70,71,Baylor,13,412,226,54.9,2992,7.3,17,12,123.64,31.7,230.2
71,72,Tennessee,13,432,238,55.1,2999,6.9,18,11,122.06,33.2,230.7
72,73,Minnesota,13,487,274,56.3,3002,6.2,22,9,119.25,37.5,230.9
73,74,Cincinnati,12,389,239,61.4,2799,7.2,18,17,128.41,32.4,233.3
74,75,Iowa State,12,385,235,61.0,2817,7.3,25,9,139.25,32.1,234.8
75,76,Florida International,12,366,226,61.7,2830,7.7,22,6,143.26,30.5,235.8
76,77,TCU,13,428,244,57.0,3106,7.3,19,8,128.88,32.9,238.9
77,78,Duke,12,322,177,55.0,2877,8.9,21,10,145.33,26.8,239.8
78,79,Akron,12,390,239,61.3,2896,7.4,22,8,138.18,32.5,241.3
79,80,SMU,12,408,239,58.6,2910,7.1,22,18,127.46,34.0,242.5
80,81,UNLV,12,395,210,53.2,2918,7.4,23,5,131.91,32.9,243.2
81,82,North Carolina State,13,470,275,58.5,3174,6.8,16,10,122.21,36.2,244.2
82,83,Vanderbilt,13,444,271,61.0,3180,7.2,20,5,133.82,34.2,244.6
83,84,California,12,395,236,59.7,2945,7.5,30,11,141.87,32.9,245.4
84,85,Troy,13,482,254,52.7,3203,6.6,20,22,113.08,37.1,246.4
85,86,Missouri,12,418,241,57.7,2962,7.1,17,15,123.42,34.8,246.8
86,87,Texas State,12,373,249,66.8,2985,8.0,28,3,157.15,31.1,248.8
87,88,Wyoming,14,425,241,56.7,3493,8.2,23,15,136.55,30.4,249.5
88,89,Memphis,13,495,304,61.4,3246,6.6,20,16,123.37,38.1,249.7
89,90,Louisiana-Lafayette,13,439,271,61.7,3249,7.4,18,10,132.87,33.8,249.9
90,91,Texas A&M,13,462,272,58.9,3250,7.0,16,12,124.20,35.5,250.0
91,92,Tulsa,13,487,260,53.4,3252,6.7,16,10,116.22,37.5,250.2
92,93,Northern Illinois,12,416,236,56.7,3008,7.2,25,14,130.57,34.7,250.7
93,93,Air Force,13,383,201,52.5,3259,8.5,23,15,135.95,29.5,250.7
94,95,Middle Tennessee,13,491,286,58.2,3260,6.6,24,11,125.68,37.8,250.8
95,96,BYU,13,429,271,63.2,3278,7.6,17,21,130.64,33.0,252.2
96,97,New Mexico State,12,360,232,64.4,3029,8.4,23,13,148.98,30.0,252.4
97,98,Oklahoma State,13,431,263,61.0,3287,7.6,22,14,135.42,33.2,252.8
98,99,Marshall,12,372,220,59.1,3044,8.2,21,8,142.21,31.0,253.7
99,100,Navy,14,413,267,64.6,3557,8.6,29,7,156.78,29.5,254.1
100,101,Utah,13,467,254,54.4,3306,7.1,23,18,122.39,35.9,254.3
101,102,Ohio,14,489,308,63.0,3581,7.3,25,15,135.24,34.9,255.8
102,103,Virginia,12,361,221,61.2,3079,8.5,25,9,150.72,30.1,256.6
103,104,West Virginia,13,478,271,56.7,3350,7.0,21,14,124.21,36.8,257.7
104,105,Texas,12,405,246,60.7,3102,7.7,22,10,138.07,33.8,258.5
105,106,Massachusetts,12,394,254,64.5,3115,7.9,27,4,151.46,32.8,259.6
106,107,Connecticut,12,414,265,64.0,3176,7.7,20,7,141.01,34.5,264.7
107,108,Northwestern,13,496,303,61.1,3448,7.0,13,16,121.69,38.2,265.2
108,108,Eastern Michigan,13,461,279,60.5,3447,7.5,25,11,136.46,35.5,265.2
109,110,Florida Atlantic,12,355,233,65.6,3221,9.1,24,10,158.52,29.6,268.4
110,111,Oklahoma,13,495,271,54.7,3502,7.1,29,9,129.87,38.1,269.4
111,112,Washington State,13,445,278,62.5,3532,7.9,20,12,138.58,34.2,271.7
112,113,Oregon,12,449,291,64.8,3263,7.3,29,9,143.15,37.4,271.9
113,114,Kansas State,13,474,297,62.7,3545,7.5,26,16,136.83,36.5,272.7
114,115,Bowling Green,12,380,243,63.9,3280,8.6,32,9,159.51,31.7,273.3
115,116,Louisiana Tech,14,494,323,65.4,3846,7.8,33,9,149.18,35.3,274.7
116,117,Arizona,12,427,281,65.8,3302,7.7,34,8,153.30,35.6,275.2
117,118,Syracuse,12,373,215,57.6,3313,8.9,20,10,144.58,31.1,276.1
118,119,Western Kentucky,14,558,328,58.8,3911,7.0,25,14,127.42,39.9,279.4
119,120,Mississippi State,13,472,291,61.7,3660,7.8,33,14,143.92,36.3,281.5
120,121,Idaho,13,448,282,62.9,3685,8.2,31,17,147.29,34.5,283.5
121,122,South Florida,13,507,303,59.8,3712,7.3,21,15,129.01,39.0,285.5
122,123,Rice,12,338,214,63.3,3452,10.2,25,5,170.55,28.2,287.7
123,124,Charlotte,12,496,310,62.5,3718,7.5,29,16,138.32,41.3,309.8
124,125,Texas Tech,12,443,271,61.2,3789,8.6,28,5,151.62,36.9,315.8
125,126,Ball State,12,480,301,62.7,3836,8.0,27,7,145.48,40.0,319.7
126,127,Pittsburgh,13,549,350,63.8,4331,7.9,28,9,143.57,42.2,333.2
127,128,Arizona State,12,485,310,63.9,4289,8.8,33,9,156.94,40.4,357.4
