,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Oklahoma State,13,43,37,86.0,3.3,2.8
1,2,Texas State,12,61,54,88.5,5.1,4.5
2,3,UTSA,13,38,34,89.5,2.9,2.6
3,4,Northwestern,13,30,27,90.0,2.3,2.1
4,4,Maryland,13,50,45,90.0,3.8,3.5
5,6,Temple,14,31,28,90.3,2.2,2.0
6,7,Kansas,12,55,50,90.9,4.6,4.2
7,8,Nebraska,13,34,31,91.2,2.6,2.4
8,9,Auburn,13,23,21,91.3,1.8,1.6
9,10,Florida State,13,35,32,91.4,2.7,2.5
10,11,Mississippi State,13,48,44,91.7,3.7,3.4
11,12,South Alabama,13,37,34,91.9,2.8,2.6
12,13,Notre Dame,12,40,37,92.5,3.3,3.1
13,14,Nevada,12,43,40,93.0,3.6,3.3
14,15,Bowling Green,12,59,55,93.2,4.9,4.6
15,16,Arkansas State,13,30,28,93.3,2.3,2.2
16,17,Buffalo,12,47,44,93.6,3.9,3.7
17,18,Clemson,15,32,30,93.8,2.1,2.0
18,18,Army,13,32,30,93.8,2.5,2.3
19,18,North Carolina State,13,32,30,93.8,2.5,2.3
20,21,North Texas,13,49,46,93.9,3.8,3.5
21,22,Eastern Michigan,13,50,47,94.0,3.8,3.6
22,22,Massachusetts,12,50,47,94.0,4.2,3.9
23,24,Idaho,13,51,48,94.1,3.9,3.7
24,25,New Mexico,13,52,49,94.2,4.0,3.8
25,26,Vanderbilt,13,35,33,94.3,2.7,2.5
26,27,Michigan,13,18,17,94.4,1.4,1.3
27,28,SMU,12,55,52,94.5,4.6,4.3
28,29,Tulane,12,38,36,94.7,3.2,3.0
29,29,Louisiana-Monroe,12,57,54,94.7,4.8,4.5
30,31,Wyoming,14,58,55,94.8,4.1,3.9
31,32,Georgia Southern,12,39,37,94.9,3.3,3.1
32,32,New Mexico State,12,59,56,94.9,4.9,4.7
33,34,Virginia Tech,14,40,38,95.0,2.9,2.7
34,34,Syracuse,12,60,57,95.0,5.0,4.8
35,34,Florida Atlantic,12,60,57,95.0,5.0,4.8
36,37,Michigan State,12,41,39,95.1,3.4,3.3
37,37,Arizona State,12,61,58,95.1,5.1,4.8
38,39,Air Force,13,42,40,95.2,3.2,3.1
39,39,Oregon,12,63,60,95.2,5.3,5.0
40,41,Western Kentucky,14,43,41,95.3,3.1,2.9
41,41,Oregon State,12,43,41,95.3,3.6,3.4
42,43,Texas,12,45,43,95.6,3.8,3.6
43,44,Tennessee,13,47,45,95.7,3.6,3.5
44,44,Fresno State,12,47,45,95.7,3.9,3.8
45,46,Wisconsin,14,24,23,95.8,1.7,1.6
46,47,Central Michigan,13,49,47,95.9,3.8,3.6
47,47,UTEP,12,49,47,95.9,4.1,3.9
48,49,Colorado State,13,52,50,96.2,4.0,3.8
49,50,Florida,13,27,26,96.3,2.1,2.0
50,50,Marshall,12,54,52,96.3,4.5,4.3
51,52,Pittsburgh,13,56,54,96.4,4.3,4.2
52,53,Rutgers,12,57,55,96.5,4.8,4.6
53,54,Minnesota,13,29,28,96.6,2.2,2.2
54,55,Stanford,13,30,29,96.7,2.3,2.2
55,56,BYU,13,31,30,96.8,2.4,2.3
56,57,Texas A&M,13,33,32,97.0,2.5,2.5
57,57,West Virginia,13,33,32,97.0,2.5,2.5
58,59,Western Michigan,14,35,34,97.1,2.5,2.4
59,59,Louisville,13,35,34,97.1,2.7,2.6
60,59,Wake Forest,13,35,34,97.1,2.7,2.6
61,59,UCLA,12,35,34,97.1,2.9,2.8
