,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Northern Illinois,12,8.0,47,0.67
1,1,Troy,13,8.0,61,0.62
2,3,Army,13,10.0,68,0.77
3,3,UNLV,12,10.0,74,0.83
4,3,Pittsburgh,13,10.0,75,0.77
5,6,New Mexico,13,12.0,71,0.92
6,6,USC,13,12.0,80,0.92
7,6,Georgia Southern,12,12.0,85,1.00
8,9,Eastern Michigan,13,13.0,89,1.00
9,9,Colorado State,13,13.0,114,1.00
10,11,Middle Tennessee,13,14.0,84,1.08
11,11,Toledo,13,14.0,89,1.08
12,11,Missouri,12,14.0,101,1.17
13,14,South Florida,13,15.0,94,1.15
14,14,Nebraska,13,15.0,135,1.15
15,16,Western Michigan,14,16.0,87,1.14
16,16,Appalachian State,13,16.0,96,1.23
17,16,Georgia Tech,13,16.0,110,1.23
18,16,California,12,16.0,130,1.33
19,20,Minnesota,13,17.0,95,1.31
20,20,Air Force,13,17.0,104,1.31
21,20,North Carolina State,13,17.0,110,1.31
22,20,Georgia State,12,17.0,122,1.42
23,24,Mississippi State,13,18.0,117,1.39
24,25,Louisiana-Monroe,12,19.0,100,1.58
25,25,LSU,12,19.0,112,1.58
26,25,Old Dominion,13,19.0,114,1.46
27,25,Ball State,12,19.0,114,1.58
28,25,Ohio,14,19.0,119,1.36
29,25,Boise State,13,19.0,123,1.46
30,25,Auburn,13,19.0,137,1.46
31,32,Clemson,15,20.0,114,1.33
32,32,North Carolina,13,20.0,132,1.54
33,32,Illinois,12,20.0,143,1.67
34,35,Oklahoma,13,21.0,134,1.62
35,35,Tulane,12,21.0,139,1.75
36,35,Nevada,12,21.0,152,1.75
37,35,Texas A&M,13,21.0,154,1.62
38,39,Western Kentucky,14,22.0,128,1.57
39,39,Michigan,13,22.0,145,1.69
40,39,UTEP,12,22.0,186,1.83
41,42,Navy,14,23.0,116,1.64
42,42,Buffalo,12,23.0,147,1.92
43,44,Alabama,15,24.0,143,1.60
44,44,Georgia,13,24.0,146,1.85
45,44,Wisconsin,14,24.0,149,1.71
46,44,Tulsa,13,24.0,151,1.85
47,44,Penn State,14,24.0,161,1.71
48,44,UCLA,12,24.0,174,2.00
49,44,Hawai'i,14,24.0,192,1.71
50,51,Idaho,13,25.0,140,1.92
51,51,Kansas State,13,25.0,147,1.92
52,51,Oregon State,12,25.0,155,2.08
53,51,Florida Atlantic,12,25.0,158,2.08
54,51,Charlotte,12,25.0,169,2.08
55,51,Miami (Florida),13,25.0,173,1.92
56,51,West Virginia,13,25.0,195,1.92
57,51,Bowling Green,12,25.0,196,2.08
58,51,Tennessee,13,25.0,225,1.92
59,60,Baylor,13,26.0,122,2.00
60,60,Washington,14,26.0,141,1.86
61,60,Akron,12,26.0,152,2.17
62,60,Mississippi,12,26.0,153,2.17
63,60,BYU,13,26.0,156,2.00
64,60,SMU,12,26.0,168,2.17
65,60,Cincinnati,12,26.0,172,2.17
66,60,Wyoming,14,26.0,189,1.86
67,68,Michigan State,12,27.0,150,2.25
68,68,Kansas,12,27.0,153,2.25
69,68,Utah,13,27.0,163,2.08
70,71,Ohio State,13,28.0,150,2.15
71,71,San Diego State,14,28.0,159,2.00
72,71,Notre Dame,12,28.0,163,2.33
73,71,Louisiana Tech,14,28.0,172,2.00
74,71,Boston College,13,28.0,184,2.15
75,71,Marshall,12,28.0,186,2.33
76,71,Arkansas State,13,28.0,187,2.15
77,71,Kentucky,13,28.0,189,2.15
78,71,Arizona,12,28.0,192,2.33
79,71,Utah State,12,28.0,200,2.33
80,71,Florida,13,28.0,221,2.15
81,82,Oregon,12,29.0,169,2.42
82,82,Purdue,12,29.0,194,2.42
83,82,Washington State,13,29.0,196,2.23
84,82,Southern Mississippi,13,29.0,219,2.23
85,82,Indiana,13,29.0,235,2.23
86,82,Temple,14,29.0,254,2.07
87,88,Iowa,13,30.0,217,2.31
88,88,Texas Tech,12,30.0,273,2.50
89,90,Florida International,12,31.0,161,2.58
90,90,Duke,12,31.0,162,2.58
91,90,Fresno State,12,31.0,186,2.58
92,90,Colorado,14,31.0,189,2.21
93,90,TCU,13,31.0,202,2.39
94,90,East Carolina,12,31.0,222,2.58
95,90,South Alabama,13,31.0,229,2.39
96,97,Virginia Tech,14,32.0,162,2.29
97,97,Texas,12,32.0,172,2.67
98,97,Iowa State,12,32.0,188,2.67
99,97,Oklahoma State,13,32.0,201,2.46
100,97,Vanderbilt,13,32.0,217,2.46
101,102,Rice,12,33.0,209,2.75
102,103,Stanford,13,34.0,202,2.62
103,103,Rutgers,12,34.0,246,2.83
104,103,Kent State,12,34.0,268,2.83
105,106,Memphis,13,35.0,254,2.69
106,106,Arkansas,13,35.0,264,2.69
107,108,New Mexico State,12,36.0,232,3.00
108,108,Virginia,12,36.0,245,3.00
109,108,Louisiana-Lafayette,13,36.0,246,2.77
110,108,UCF,13,36.0,259,2.77
111,108,Florida State,13,36.0,301,2.77
112,113,Connecticut,12,37.0,207,3.08
113,113,Houston,13,37.0,243,2.85
114,115,Syracuse,12,38.0,220,3.17
115,115,Central Michigan,13,38.0,252,2.92
116,117,Northwestern,13,39.0,224,3.00
117,117,Wake Forest,13,39.0,251,3.00
118,119,Arizona State,12,41.0,260,3.42
119,119,South Carolina,13,41.0,268,3.15
120,121,Miami (Ohio),13,42.0,254,3.23
121,122,UTSA,13,43.0,284,3.31
122,122,North Texas,13,43.0,293,3.31
123,124,Texas State,12,44.0,310,3.67
124,125,Massachusetts,12,45.0,302,3.75
125,126,Louisville,13,47.0,334,3.62
126,127,Maryland,13,49.0,333,3.77
127,128,San Jose State,12,50.0,259,4.17
