,Rank,Name,G,Fumbles Forced,Fumbles Forced/G
0,1,Temple,14,22,1.57
1,2,Ohio,14,21,1.50
2,3,Washington,14,20,1.43
3,4,Colorado,14,19,1.36
4,5,Boston College,13,17,1.31
5,5,Utah,13,17,1.31
6,5,Navy,14,17,1.21
7,5,Alabama,15,17,1.13
8,9,Eastern Michigan,13,16,1.23
9,9,South Alabama,13,16,1.23
10,9,UCF,13,16,1.23
11,9,Wyoming,14,16,1.14
12,13,Texas,12,15,1.25
13,13,Massachusetts,12,15,1.25
14,13,Nevada,12,15,1.25
15,13,UNLV,12,15,1.25
16,13,Texas A&M,13,15,1.15
17,13,Louisiana-Lafayette,13,15,1.15
18,13,Minnesota,13,15,1.15
19,13,North Carolina State,13,15,1.15
20,13,Georgia,13,15,1.15
21,13,Arkansas State,13,15,1.15
22,13,Wake Forest,13,15,1.15
23,24,Kansas,12,14,1.17
24,24,Illinois,12,14,1.17
25,24,Iowa,13,14,1.08
26,24,South Florida,13,14,1.08
27,24,Arkansas,13,14,1.08
28,24,Old Dominion,13,14,1.08
29,24,South Carolina,13,14,1.08
30,24,BYU,13,14,1.08
31,32,New Mexico State,12,13,1.08
32,32,Vanderbilt,13,13,1.00
33,32,Houston,13,13,1.00
34,32,Baylor,13,13,1.00
35,32,Indiana,13,13,1.00
36,32,West Virginia,13,13,1.00
37,32,Wisconsin,14,13,0.93
38,39,Kent State,12,12,1.00
39,39,Bowling Green,12,12,1.00
40,39,Tulane,12,12,1.00
41,39,Virginia,12,12,1.00
42,39,Tulsa,13,12,0.92
43,39,Kansas State,13,12,0.92
44,39,Mississippi State,13,12,0.92
45,39,UTSA,13,12,0.92
46,39,North Texas,13,12,0.92
47,39,Miami (Ohio),13,12,0.92
48,39,Louisville,13,12,0.92
49,39,Oklahoma State,13,12,0.92
50,39,Memphis,13,12,0.92
51,39,Washington State,13,12,0.92
52,39,Western Michigan,14,12,0.86
53,54,Rice,12,11,0.92
54,54,Syracuse,12,11,0.92
55,54,Ball State,12,11,0.92
56,54,Texas State,12,11,0.92
57,54,Cincinnati,12,11,0.92
58,54,SMU,12,11,0.92
59,54,Oregon State,12,11,0.92
60,54,San Jose State,12,11,0.92
61,54,North Carolina,13,11,0.85
62,54,Colorado State,13,11,0.85
63,54,Pittsburgh,13,11,0.85
64,54,Middle Tennessee,13,11,0.85
65,54,Florida,13,11,0.85
66,54,Penn State,14,11,0.79
67,54,Louisiana Tech,14,11,0.79
68,69,Mississippi,12,10,0.83
69,69,Arizona State,12,10,0.83
70,69,Georgia Southern,12,10,0.83
71,69,Buffalo,12,10,0.83
72,69,Air Force,13,10,0.77
73,69,Troy,13,10,0.77
74,69,Southern Mississippi,13,10,0.77
75,69,Northwestern,13,10,0.77
76,69,Clemson,15,10,0.67
77,78,Marshall,12,9,0.75
78,78,Texas Tech,12,9,0.75
79,78,Georgia State,12,9,0.75
80,78,Duke,12,9,0.75
81,78,UCLA,12,9,0.75
82,78,Notre Dame,12,9,0.75
83,78,Idaho,13,9,0.69
84,78,TCU,13,9,0.69
85,78,Tennessee,13,9,0.69
86,78,Maryland,13,9,0.69
87,78,USC,13,9,0.69
88,78,Oklahoma,13,9,0.69
89,78,Central Michigan,13,9,0.69
90,78,Florida State,13,9,0.69
91,78,Virginia Tech,14,9,0.64
92,93,Connecticut,12,8,0.67
93,93,Arizona,12,8,0.67
94,93,LSU,12,8,0.67
95,93,California,12,8,0.67
96,93,Auburn,13,8,0.62
97,93,Georgia Tech,13,8,0.62
98,93,Michigan,13,8,0.62
99,93,Miami (Florida),13,8,0.62
100,101,Louisiana-Monroe,12,7,0.58
101,101,Florida International,12,7,0.58
102,101,Kentucky,13,7,0.54
103,101,Army,13,7,0.54
104,101,Stanford,13,7,0.54
105,101,Ohio State,13,7,0.54
106,101,Hawai'i,14,7,0.50
107,101,Western Kentucky,14,7,0.50
108,109,Charlotte,12,6,0.50
109,109,Iowa State,12,6,0.50
110,109,Missouri,12,6,0.50
111,109,Fresno State,12,6,0.50
112,109,Rutgers,12,6,0.50
113,109,Toledo,13,6,0.46
114,109,San Diego State,14,6,0.43
115,116,Michigan State,12,5,0.42
116,116,Akron,12,5,0.42
117,116,East Carolina,12,5,0.42
118,116,Northern Illinois,12,5,0.42
119,116,Florida Atlantic,12,5,0.42
120,121,Utah State,12,4,0.33
121,121,UTEP,12,4,0.33
122,121,New Mexico,13,4,0.31
123,121,Nebraska,13,4,0.31
124,125,Oregon,12,3,0.25
125,125,Boise State,13,3,0.23
126,127,Appalachian State,13,2,0.15
127,128,Purdue,12,1,0.08
