,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,New Mexico,13,129,48,28,21,17,10,6,2,0
1,2,Navy,14,121,44,24,16,7,3,1,0,0
2,3,Army,13,120,36,16,10,5,3,1,0,0
3,4,San Diego State,14,116,45,24,12,7,6,5,1,0
4,5,Alabama,15,115,44,21,11,7,5,2,1,0
5,5,Louisville,13,115,36,22,10,8,4,2,1,0
6,7,South Florida,13,112,37,20,16,10,6,2,2,1
7,8,Auburn,13,110,30,17,11,6,4,2,1,0
8,9,Appalachian State,13,108,39,19,9,2,2,0,0,0
9,10,Kansas State,13,105,36,15,5,2,0,0,0,0
10,11,Air Force,13,103,35,13,6,3,0,0,0,0
11,11,Tulsa,13,103,32,18,10,5,2,0,0,0
12,13,Ohio State,13,100,30,11,6,3,2,1,0,0
13,14,Georgia Tech,13,98,38,18,13,9,3,1,1,0
14,14,West Virginia,13,98,36,12,5,2,2,0,0,0
15,16,Florida State,13,96,26,15,8,4,3,3,0,0
16,17,Maryland,13,95,33,17,13,6,4,1,0,0
17,18,Kentucky,13,94,34,16,7,4,4,2,0,0
18,18,UNLV,12,94,23,13,7,5,4,4,2,1
19,20,Baylor,13,92,26,8,5,3,0,0,0,0
20,20,Northern Illinois,12,92,26,9,3,3,2,1,0,0
21,20,Western Michigan,14,92,26,8,5,3,1,0,0,0
22,23,Pittsburgh,13,90,43,16,8,5,2,1,0,0
23,23,Washington,14,90,26,13,7,3,2,0,0,0
24,25,Oklahoma,13,89,33,18,10,6,3,1,0,0
25,26,Georgia,13,88,15,7,5,2,0,0,0,0
26,26,Penn State,14,88,26,10,7,5,2,2,1,0
27,26,TCU,13,88,22,9,7,2,2,1,0,0
28,26,Wyoming,14,88,24,11,7,4,1,0,0,0
29,30,Michigan,13,87,25,18,9,3,1,0,0,0
30,30,Texas A&M,13,87,27,12,9,4,4,2,1,0
31,32,Mississippi State,13,86,29,11,8,5,4,3,0,0
32,32,Oregon,12,86,32,14,9,5,2,2,1,0
33,32,Western Kentucky,14,86,31,14,6,4,1,1,1,0
34,35,Tennessee,13,85,29,15,6,2,2,2,0,0
35,35,Utah,13,85,24,10,8,4,2,1,1,0
36,37,Louisiana-Lafayette,13,84,12,2,2,1,1,0,0,0
37,37,Temple,14,84,21,10,4,2,1,1,0,0
38,39,Colorado State,13,83,23,11,5,4,2,1,0,0
39,39,Missouri,12,83,23,6,1,1,1,1,1,0
40,41,Middle Tennessee,13,82,28,13,9,4,3,1,0,0
41,41,USC,13,82,21,13,9,6,4,1,1,0
42,43,Arizona,12,81,36,16,12,9,5,2,0,0
43,43,Ball State,12,81,18,9,8,3,1,1,1,0
44,43,LSU,12,81,31,18,12,8,6,4,1,1
45,46,BYU,13,80,18,11,4,3,2,0,0,0
46,46,Virginia Tech,14,80,17,7,2,2,1,0,0,0
47,48,Colorado,14,78,16,5,1,1,1,1,0,0
48,48,Florida Atlantic,12,78,16,10,6,3,2,0,0,0
49,48,Toledo,13,78,15,6,4,1,1,0,0,0
50,51,Clemson,15,77,15,5,3,1,0,0,0,0
51,51,Southern Mississippi,13,77,16,5,4,3,3,2,1,0
52,51,Texas,12,77,22,12,7,3,2,1,0,0
53,51,Wisconsin,14,77,27,12,7,4,3,1,0,0
54,55,Georgia Southern,12,75,22,9,5,4,2,0,0,0
55,55,Oklahoma State,13,75,23,9,1,1,1,0,0,0
56,55,Rice,12,75,14,6,3,1,0,0,0,0
57,55,Utah State,12,75,22,9,6,4,3,1,1,0
58,59,Hawai'i,14,74,25,11,6,4,1,0,0,0
59,59,North Carolina,13,74,20,9,2,1,1,0,0,0
60,59,Stanford,13,74,26,19,12,8,3,1,1,1
61,62,Memphis,13,73,25,11,8,4,2,1,0,0
62,63,New Mexico State,12,72,16,8,4,2,0,0,0,0
63,64,Ohio,14,71,25,9,7,4,1,0,0,0
64,65,Nebraska,13,70,16,6,3,2,1,0,0,0
65,66,Minnesota,13,69,16,10,3,2,1,1,0,0
66,66,Tulane,12,69,24,12,8,3,3,1,1,0
67,68,Arkansas,13,68,21,12,7,5,2,2,0,0
68,68,Louisiana Tech,14,68,24,10,5,5,4,4,0,0
69,68,UTEP,12,68,24,15,12,6,4,2,1,0
70,71,Bowling Green,12,67,15,5,4,2,1,1,1,0
71,71,Houston,13,67,14,7,1,0,0,0,0,0
72,71,San Jose State,12,67,13,5,4,4,4,3,1,0
73,71,Vanderbilt,13,67,19,11,5,0,0,0,0,0
74,75,Louisiana-Monroe,12,66,16,4,2,2,1,0,0,0
75,75,UTSA,13,66,23,7,4,3,2,2,2,1
76,77,Arkansas State,13,65,14,3,3,2,0,0,0,0
77,77,Iowa,13,65,18,11,9,6,3,2,0,0
78,77,Miami (Florida),13,65,19,10,7,4,3,2,1,0
79,77,Old Dominion,13,65,29,14,8,2,2,0,0,0
80,77,Oregon State,12,65,15,11,7,6,5,4,3,1
81,82,Indiana,13,64,14,6,4,2,0,0,0,0
82,82,Nevada,12,64,9,4,3,2,0,0,0,0
83,82,Wake Forest,13,64,15,6,2,2,1,0,0,0
84,85,Kent State,12,63,22,11,8,5,4,1,1,0
85,86,Mississippi,12,62,14,3,2,1,0,0,0,0
86,86,Troy,13,62,19,9,5,3,1,0,0,0
87,86,UCF,13,62,16,11,5,3,3,1,1,0
88,89,Michigan State,12,61,22,5,4,2,2,1,0,0
89,90,Charlotte,12,60,17,7,4,3,2,1,0,0
90,91,Duke,12,59,11,4,2,2,0,0,0,0
91,91,Miami (Ohio),13,59,11,6,6,5,3,2,0,0
92,91,North Carolina State,13,59,14,3,1,1,0,0,0,0
93,91,North Texas,13,59,19,9,6,5,4,4,1,0
94,95,California,12,58,11,5,3,2,0,0,0,0
95,95,Northwestern,13,58,22,10,7,3,1,0,0,0
96,97,Illinois,12,57,17,10,7,5,2,0,0,0
97,97,Iowa State,12,57,12,8,4,1,0,0,0,0
98,99,Akron,12,55,11,6,5,3,2,1,0,0
99,99,Buffalo,12,55,21,4,1,1,1,0,0,0
100,99,East Carolina,12,55,10,4,3,1,1,1,1,0
101,99,Idaho,13,55,10,5,4,1,0,0,0,0
102,99,Notre Dame,12,55,16,8,7,4,2,1,0,0
103,99,Rutgers,12,55,11,7,3,2,1,1,1,0
104,105,Boise State,13,54,17,9,5,3,2,2,1,0
