,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
105,105,Boston College,13,54,13,7,5,3,3,2,0,0
106,105,South Alabama,13,54,14,8,4,3,1,1,0,0
107,105,South Carolina,13,54,16,6,4,1,1,1,0,0
108,105,Virginia,12,54,6,2,2,0,0,0,0,0
109,110,Eastern Michigan,13,51,19,8,4,3,0,0,0,0
110,111,Florida International,12,50,13,8,3,1,0,0,0,0
111,111,SMU,12,50,17,10,6,2,1,0,0,0
112,113,Fresno State,12,49,8,3,1,0,0,0,0,0
113,114,Massachusetts,12,48,10,2,1,1,1,1,1,0
114,115,Washington State,13,47,12,6,1,1,0,0,0,0
115,116,Connecticut,12,45,11,6,3,2,2,0,0,0
116,116,Florida,13,45,15,7,2,1,0,0,0,0
117,116,Kansas,12,45,13,4,2,2,1,0,0,0
118,119,Arizona State,12,43,8,7,2,2,1,1,0,0
119,119,Cincinnati,12,43,5,1,1,1,1,1,0,0
120,121,Marshall,12,42,5,2,1,0,0,0,0,0
121,122,Central Michigan,13,41,12,7,6,4,2,0,0,0
122,122,Syracuse,12,41,10,7,5,0,0,0,0,0
123,124,Texas Tech,12,38,7,2,0,0,0,0,0,0
124,125,Georgia State,12,35,8,4,0,0,0,0,0,0
125,125,Texas State,12,35,6,5,2,0,0,0,0,0
126,127,Purdue,12,32,10,3,1,0,0,0,0,0
127,127,UCLA,12,32,8,2,0,0,0,0,0,0
