,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Ohio State,14,203,68,36,14,7,6,3,0,0
1,2,Alabama,15,188,82,39,28,18,8,5,2,1
2,2,Washington State,13,188,55,21,7,5,2,1,1,0
3,4,Oklahoma,14,174,74,41,23,13,7,4,2,0
4,5,Oklahoma State,13,169,66,27,13,4,2,0,0,0
5,6,Texas Tech,12,166,51,29,13,8,2,0,0,0
6,7,North Texas,13,158,57,27,11,5,2,1,0,0
7,8,North Carolina State,13,157,64,23,7,3,2,1,0,0
8,9,Hawai'i,14,156,62,32,21,13,6,3,1,0
9,10,West Virginia,12,153,62,36,19,10,5,2,1,0
10,11,Houston,13,150,63,29,16,8,2,1,0,0
11,12,Purdue,13,149,50,30,18,8,4,3,1,0
12,13,Baylor,13,148,56,23,8,3,1,1,0,0
13,13,Colorado State,12,148,47,21,9,4,1,0,0,0
14,13,Mississippi,12,148,65,42,20,11,4,2,1,0
15,16,Washington,14,147,49,22,9,2,0,0,0,0
16,17,Clemson,15,145,60,35,22,13,6,1,0,0
17,18,Fresno State,14,141,56,30,10,3,2,1,1,0
18,18,Nevada,13,141,60,25,11,4,1,1,0,0
19,18,Utah State,13,141,49,29,12,6,5,4,3,0
20,21,East Carolina,12,140,43,19,6,2,2,2,1,0
21,22,Texas,14,139,57,21,6,0,0,0,0,0
22,22,Texas A&M,13,139,56,15,4,2,1,0,0,0
23,24,Boise State,13,138,50,24,14,6,3,1,0,0
24,24,Massachusetts,12,138,51,23,13,8,5,2,1,0
25,24,Michigan State,13,138,33,10,2,0,0,0,0,0
26,24,Old Dominion,12,138,56,23,9,5,4,1,1,0
27,28,Stanford,13,136,57,21,9,4,2,2,1,0
28,29,Virginia Tech,13,134,48,20,12,3,2,1,0,0
29,30,South Carolina,13,133,49,25,13,11,7,5,1,0
30,31,Notre Dame,13,131,53,18,7,3,1,0,0,0
31,32,Arkansas State,13,130,61,26,9,6,4,2,0,0
32,32,New Mexico State,12,130,42,14,7,4,1,0,0,0
33,34,Memphis,14,129,48,23,13,5,5,3,0,0
34,35,Florida State,12,128,51,24,9,6,3,3,0,0
35,35,Middle Tennessee,14,128,55,20,11,5,3,1,0,0
36,37,Liberty,12,127,52,20,6,3,1,0,0,0
37,38,Vanderbilt,13,126,47,17,9,5,3,1,0,0
38,39,Louisiana Tech,13,124,43,24,12,5,1,0,0,0
39,39,Northwestern,14,124,35,14,6,4,3,1,0,0
40,39,UCF,13,124,56,28,13,5,3,2,0,0
41,42,Cincinnati,13,123,42,17,6,5,2,1,0,0
42,42,Missouri,13,123,54,29,17,7,4,2,1,0
43,42,UCLA,12,123,39,13,7,4,3,0,0,0
44,45,Georgia,14,121,47,19,11,9,4,2,0,0
45,45,Syracuse,13,121,51,27,14,7,4,2,1,0
46,47,Toledo,13,120,41,22,10,5,1,1,1,0
47,48,Arizona,12,119,48,31,12,6,2,1,0,0
48,48,Temple,13,119,53,24,12,4,3,1,0,0
49,48,Wake Forest,13,119,49,18,6,1,0,0,0,0
50,51,Oregon,13,118,53,21,10,7,3,1,1,0
51,51,Western Michigan,13,118,44,19,12,5,2,1,1,0
52,53,Ball State,12,117,39,15,5,3,2,0,0,0
53,53,Duke,13,117,36,17,12,8,6,2,1,0
54,53,Florida International,13,117,45,25,12,7,3,2,0,0
55,53,Iowa,13,117,43,19,10,5,3,1,0,0
56,53,SMU,12,117,40,25,17,11,3,2,1,1
57,53,San Jose State,12,117,42,22,13,8,5,4,0,0
58,53,South Florida,13,117,41,21,11,8,4,3,0,0
59,60,Nebraska,12,116,41,19,7,3,2,1,0,0
60,61,Arizona State,13,115,44,20,10,6,2,1,0,0
61,61,Minnesota,13,115,39,17,8,6,4,1,1,0
62,63,UAB,14,114,47,27,12,4,3,2,1,1
63,63,Utah,14,114,39,17,11,4,2,0,0,0
64,65,Florida Atlantic,12,113,46,16,10,3,1,1,0,0
65,65,Oregon State,12,113,43,18,9,2,1,0,0,0
66,67,Colorado,12,112,40,19,10,6,1,1,1,0
67,67,Iowa State,13,112,49,24,14,9,3,1,1,0
68,67,LSU,13,112,42,22,9,4,2,1,0,0
69,67,Marshall,13,112,49,22,9,3,1,1,1,0
70,67,Southern Mississippi,11,112,39,16,12,5,4,3,0,0
71,72,Bowling Green,12,109,35,16,11,6,4,1,0,0
72,72,Florida,13,109,37,22,8,4,2,0,0,0
73,72,Ohio,13,109,43,18,8,6,3,2,0,0
74,72,Virginia,13,109,31,13,7,4,3,3,1,0
75,76,Buffalo,14,108,48,27,15,9,3,3,0,0
76,77,BYU,13,107,37,15,9,2,1,1,0,0
77,77,Miami (Ohio),12,107,41,9,3,2,0,0,0,0
78,77,TCU,13,107,36,19,11,6,2,0,0,0
79,80,Michigan,13,106,39,20,12,4,1,1,0,0
80,80,Western Kentucky,12,106,29,14,9,4,3,1,0,0
81,82,Eastern Michigan,13,105,37,18,13,7,4,4,0,0
82,82,Indiana,12,105,37,16,5,1,1,0,0,0
83,82,Louisiana-Lafayette,14,105,50,22,12,5,2,1,0,0
84,82,Penn State,13,105,50,18,9,3,2,2,2,2
85,86,Louisiana-Monroe,12,104,41,24,10,5,3,2,1,0
86,86,North Carolina,11,104,37,21,10,4,1,1,1,0
87,86,San Diego State,13,104,37,14,5,4,3,3,0,0
88,86,Troy,13,104,38,19,14,3,2,1,0,0
89,86,USC,12,104,47,24,14,3,1,0,0,0
90,91,Akron,12,102,36,13,7,4,0,0,0,0
91,92,Louisville,12,101,34,13,6,1,0,0,0,0
92,93,Auburn,13,100,41,20,14,8,4,2,0,0
93,93,Georgia State,12,100,35,15,9,4,0,0,0,0
94,95,Boston College,12,97,47,18,7,3,3,1,0,0
95,95,Kent State,12,97,32,13,10,2,2,1,0,0
96,97,Wisconsin,13,96,27,8,2,0,0,0,0,0
97,98,Appalachian State,13,95,36,20,7,3,2,1,1,1
98,98,California,13,95,29,9,4,2,0,0,0,0
99,100,Coastal Carolina,12,89,35,12,5,3,2,1,1,0
100,100,Northern Illinois,14,89,23,8,2,2,1,0,0,0
101,102,Arkansas,12,88,34,19,8,2,1,0,0,0
