,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Southern Mississippi,11,29,6,5,4,2,1,0,0,0
1,2,Michigan State,13,30,4,4,2,1,1,1,0,0
2,2,San Diego State,13,30,3,2,2,1,1,1,0,0
3,4,Cincinnati,13,36,12,3,1,1,1,1,0,0
4,5,BYU,13,38,9,6,0,0,0,0,0,0
5,6,Charlotte,12,39,10,5,2,1,0,0,0,0
6,7,Air Force,12,40,14,5,3,3,2,2,0,0
7,8,California,13,44,10,5,3,1,1,1,0,0
8,9,Iowa,13,45,5,4,1,1,0,0,0,0
9,9,Texas A&M,13,45,12,4,2,1,1,1,0,0
10,9,Wyoming,12,45,11,3,2,1,0,0,0,0
11,12,Army,13,47,9,4,2,1,0,0,0,0
12,12,Utah,14,47,8,4,1,0,0,0,0,0
13,12,Virginia,13,47,15,11,7,3,3,3,0,0
14,12,Washington,14,47,7,2,1,1,1,0,0,0
15,16,Missouri,13,49,15,4,2,1,1,0,0,0
16,17,Marshall,13,50,6,2,1,0,0,0,0,0
17,17,Mississippi State,13,50,9,3,1,0,0,0,0,0
18,17,Northern Illinois,14,50,9,2,1,0,0,0,0,0
19,20,Michigan,13,51,21,9,3,2,1,1,1,0
20,21,Alabama,15,52,18,10,5,1,0,0,0,0
21,21,North Texas,13,52,20,6,4,2,1,0,0,0
22,21,Oregon,13,52,18,4,3,1,1,0,0,0
23,21,USC,12,52,16,10,8,5,2,1,0,0
24,25,Boise State,13,53,13,6,5,5,2,2,0,0
25,25,Clemson,15,53,16,4,3,1,0,0,0,0
26,25,Fresno State,14,53,4,2,0,0,0,0,0,0
27,25,Northwestern,14,53,15,7,4,1,1,1,0,0
28,25,Stanford,13,53,15,11,6,1,1,0,0,0
29,30,Georgia,14,54,8,6,5,2,0,0,0,0
30,30,Iowa State,13,54,11,3,2,0,0,0,0,0
31,30,Maryland,12,54,14,5,2,2,2,1,1,0
32,30,Tennessee,12,54,14,5,1,0,0,0,0,0
33,30,Troy,13,54,15,4,3,1,0,0,0,0
34,35,Boston College,12,55,14,5,3,2,1,1,0,0
35,35,Florida State,12,55,11,4,3,2,1,1,0,0
36,35,Texas,14,55,12,3,3,3,1,0,0,0
37,38,Appalachian State,13,56,12,2,1,0,0,0,0,0
38,38,Ohio,13,56,13,8,4,2,1,1,0,0
39,40,Nevada,13,57,15,5,2,1,1,1,1,0
40,40,Notre Dame,13,57,13,5,3,2,1,0,0,0
41,40,Utah State,13,57,14,4,2,2,0,0,0,0
42,40,Wisconsin,13,57,17,6,6,3,3,2,2,0
43,44,Tulane,13,58,14,9,3,2,2,1,1,0
44,45,North Carolina State,13,59,23,7,3,3,2,1,1,1
45,46,Colorado,12,60,14,4,3,0,0,0,0,0
46,46,Washington State,13,60,17,7,5,4,2,1,1,0
47,48,Kansas State,12,61,16,6,3,2,1,1,1,0
48,48,Oklahoma,14,61,14,6,2,0,0,0,0,0
49,48,Texas Tech,12,61,17,9,2,1,1,0,0,0
50,51,Western Kentucky,12,62,17,9,5,3,2,1,0,0
51,52,Arizona,12,63,19,5,3,2,2,0,0,0
52,52,Auburn,13,63,15,5,2,1,1,1,0,0
53,52,Florida,13,63,25,11,5,1,1,1,0,0
54,52,Georgia Southern,13,63,10,5,2,1,1,0,0,0
55,52,Miami (Ohio),12,63,14,6,4,2,0,0,0,0
56,57,Purdue,13,64,16,10,4,2,1,1,1,0
57,57,UAB,14,64,21,8,6,2,1,0,0,0
58,59,Nebraska,12,65,24,12,7,2,1,1,1,0
59,59,Rutgers,12,65,30,16,11,7,3,1,0,0
60,59,UCLA,12,65,11,7,5,4,2,1,0,0
61,62,East Carolina,12,66,20,11,7,5,4,3,2,0
62,62,Georgia Tech,13,66,14,6,2,1,0,0,0,0
63,62,Kentucky,13,66,21,9,4,3,2,2,1,0
64,62,Texas State,12,66,10,6,6,4,3,1,0,0
65,62,UTSA,12,66,15,5,2,1,0,0,0,0
66,67,Eastern Michigan,13,67,17,8,5,2,1,1,1,0
67,67,Florida Atlantic,12,67,16,9,7,4,3,1,1,1
68,67,Indiana,12,67,15,6,3,1,1,1,0,0
69,67,LSU,13,67,16,2,2,0,0,0,0,0
70,71,Arkansas,12,68,11,2,1,1,1,0,0,0
71,71,Louisiana Tech,13,68,22,7,2,2,1,0,0,0
72,73,Syracuse,13,69,24,12,8,7,4,1,0,0
73,74,TCU,13,70,11,5,2,1,0,0,0,0
74,74,West Virginia,12,70,16,5,2,2,1,0,0,0
75,76,Buffalo,14,71,19,8,4,2,1,1,0,0
76,76,Central Michigan,12,71,26,10,8,3,1,1,0,0
77,76,Hawai'i,14,71,28,15,12,4,3,2,0,0
78,76,Kent State,12,71,31,17,11,4,2,0,0,0
79,76,Middle Tennessee,14,71,22,14,8,6,3,0,0,0
80,81,Ohio State,14,72,23,15,12,8,6,6,3,1
81,81,Old Dominion,12,72,24,14,10,7,5,3,2,0
82,81,San Jose State,12,72,21,5,3,3,1,0,0,0
83,81,Toledo,13,72,25,13,8,4,3,1,0,0
84,85,Baylor,13,73,26,19,11,8,6,3,0,0
85,85,Miami (Florida),13,73,20,8,4,2,1,1,0,0
86,85,Minnesota,13,73,26,10,9,7,5,4,1,0
87,85,New Mexico,12,73,18,14,9,5,1,1,1,1
88,85,Rice,13,73,20,7,5,2,0,0,0,0
89,85,UTEP,12,73,19,7,5,1,1,1,1,0
90,91,Georgia State,12,74,33,21,16,14,10,6,2,1
91,91,Louisiana-Monroe,12,74,25,9,3,2,2,1,1,0
92,93,Arizona State,13,75,19,6,3,1,1,0,0,0
93,94,Penn State,13,76,19,9,4,4,2,1,0,0
94,95,Memphis,14,77,21,9,7,4,1,1,0,0
95,95,Pittsburgh,14,77,33,15,9,4,3,1,0,0
96,95,Western Michigan,13,77,20,9,5,2,2,1,0,0
97,98,South Carolina,13,78,19,6,2,1,0,0,0,0
98,98,UNLV,12,78,29,15,7,0,0,0,0,0
99,98,Wake Forest,13,78,22,16,10,7,3,1,0,0
100,101,Liberty,12,79,26,6,5,4,2,0,0,0
101,101,Navy,13,79,19,8,7,4,2,2,0,0
102,103,North Carolina,11,80,26,10,7,5,3,0,0,0
103,103,Oklahoma State,13,80,24,10,7,6,4,2,1,0
104,103,South Alabama,12,80,24,14,10,8,2,0,0,0
105,106,Colorado State,12,81,21,11,6,3,1,0,0,0
106,106,Louisville,12,81,30,21,11,8,6,3,0,0
107,106,SMU,12,81,21,12,3,2,0,0,0,0
108,109,Kansas,12,82,14,6,3,1,1,1,0,0
109,109,Temple,13,82,20,11,6,2,0,0,0,0
110,111,Vanderbilt,13,84,22,5,2,1,1,1,0,0
111,112,Arkansas State,13,85,21,15,10,8,6,1,0,0
112,112,Tulsa,12,85,23,9,5,4,2,0,0,0
113,114,Akron,12,86,17,7,3,2,2,1,0,0
114,114,Ball State,12,86,18,12,7,2,1,0,0,0
115,114,Duke,13,86,22,11,8,4,3,2,2,0
116,114,Florida International,13,86,20,8,0,0,0,0,0,0
117,114,Virginia Tech,13,86,28,20,13,7,5,4,3,2
118,119,Mississippi,12,91,22,8,5,3,2,0,0,0
119,120,Houston,13,92,22,13,5,4,2,1,0,0
120,121,Coastal Carolina,12,94,40,18,12,6,4,2,0,0
121,122,Illinois,12,96,26,14,10,6,4,0,0,0
122,123,Oregon State,12,97,40,23,15,7,4,1,0,0
123,124,Louisiana-Lafayette,14,101,21,11,4,3,1,0,0,0
124,125,New Mexico State,12,103,26,14,8,5,2,1,0,0
125,126,UCF,13,107,23,9,6,3,3,2,1,0
126,127,Bowling Green,12,110,28,14,3,2,2,0,0,0
127,128,Massachusetts,12,113,40,18,8,3,3,2,0,0
128,129,South Florida,13,114,34,19,11,3,1,1,0,0
129,130,Connecticut,12,134,57,30,15,9,4,3,0,0
