,Rank,Name,G,Int.,Yards,TD,Int./G
0,1,California,13,21,301,5,1.62
1,2,Utah State,13,20,475,6,1.54
2,2,Iowa,13,20,227,1,1.54
3,4,Fresno State,14,19,435,4,1.36
4,5,Boston College,12,18,331,2,1.50
5,5,Maryland,12,18,171,3,1.50
6,5,Troy,13,18,322,1,1.38
7,5,Temple,13,18,235,4,1.38
8,5,North Texas,13,18,177,2,1.38
9,5,Syracuse,13,18,93,0,1.38
10,11,Virginia,13,17,287,0,1.31
11,11,Appalachian State,13,17,271,1,1.31
12,11,Florida International,13,17,197,2,1.31
13,11,Oregon,13,17,137,3,1.31
14,11,LSU,13,17,127,1,1.31
15,16,Kansas,12,16,304,3,1.33
16,16,Miami (Florida),13,16,230,2,1.23
17,16,Ohio,13,16,105,0,1.23
18,16,Middle Tennessee,14,16,360,4,1.14
19,20,West Virginia,12,15,189,1,1.25
20,20,Illinois,12,15,162,0,1.25
21,20,Georgia Southern,13,15,257,2,1.15
22,20,Utah,14,15,259,3,1.07
23,24,Southern Mississippi,11,14,276,1,1.27
24,24,Florida,13,14,266,4,1.08
25,24,Houston,13,14,236,2,1.08
26,24,UCF,13,14,227,2,1.08
27,24,Auburn,13,14,173,3,1.08
28,24,Michigan State,13,14,154,1,1.08
29,24,Wisconsin,13,14,98,0,1.08
30,24,Buffalo,14,14,94,0,1.00
31,24,Alabama,15,14,276,4,0.93
32,33,San Jose State,12,13,220,1,1.08
33,33,Indiana,12,13,85,1,1.08
34,33,Penn State,13,13,170,0,1.00
35,33,Eastern Michigan,13,13,155,1,1.00
36,33,Louisiana Tech,13,13,147,1,1.00
37,33,Mississippi State,13,13,102,0,1.00
38,33,Vanderbilt,13,13,86,0,1.00
39,40,Massachusetts,12,12,252,2,1.00
40,40,Western Kentucky,12,12,214,2,1.00
41,40,Liberty,12,12,185,2,1.00
42,40,Texas Tech,12,12,181,1,1.00
43,40,Florida State,12,12,125,1,1.00
44,40,South Alabama,12,12,115,1,1.00
45,40,Ball State,12,12,92,0,1.00
46,40,Arizona State,13,12,201,1,0.92
47,40,TCU,13,12,195,0,0.92
48,40,Notre Dame,13,12,159,0,0.92
49,40,Marshall,13,12,153,1,0.92
50,40,Washington State,13,12,149,0,0.92
51,40,Arkansas State,13,12,145,2,0.92
52,40,Cincinnati,13,12,145,2,0.92
53,40,Tulane,13,12,116,1,0.92
54,40,Toledo,13,12,115,2,0.92
55,40,Texas,14,12,149,0,0.86
56,40,Northwestern,14,12,72,0,0.86
57,40,Clemson,15,12,328,2,0.80
58,59,SMU,12,11,83,0,0.92
59,59,UCLA,12,11,81,1,0.92
60,59,Kansas State,12,11,63,0,0.92
61,59,Florida Atlantic,12,11,47,0,0.92
62,59,Nebraska,12,11,16,0,0.92
63,59,Michigan,13,11,274,4,0.85
64,59,Georgia Tech,13,11,231,2,0.85
65,59,South Florida,13,11,163,0,0.85
66,59,Nevada,13,11,141,1,0.85
67,59,Stanford,13,11,113,0,0.85
68,59,Minnesota,13,11,88,0,0.85
69,59,Purdue,13,11,61,1,0.85
70,59,Ohio State,14,11,107,1,0.79
71,59,Washington,14,11,100,1,0.79
72,73,Akron,12,10,209,2,0.83
73,73,Central Michigan,12,10,138,0,0.83
74,73,Wyoming,12,10,123,1,0.83
75,73,UNLV,12,10,118,0,0.83
76,73,Missouri,13,10,117,1,0.77
