,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Wyoming,12,17,16,94.1,1.4,1.3
1,2,Stanford,13,16,15,93.8,1.2,1.2
2,3,East Carolina,12,21,19,90.5,1.8,1.6
3,3,Georgia Southern,13,21,19,90.5,1.6,1.5
4,5,Florida,13,20,18,90.0,1.5,1.4
5,6,Texas Tech,12,19,17,89.5,1.6,1.4
6,6,Oklahoma,14,19,17,89.5,1.4,1.2
7,8,North Carolina State,13,26,23,88.5,2.0,1.8
8,9,Syracuse,13,34,30,88.2,2.6,2.3
9,10,LSU,13,33,29,87.9,2.5,2.2
10,11,New Mexico,12,8,7,87.5,0.7,0.6
11,12,North Texas,13,22,19,86.4,1.7,1.5
12,12,Wake Forest,13,22,19,86.4,1.7,1.5
13,14,Maryland,12,14,12,85.7,1.2,1.0
14,14,UCF,13,14,12,85.7,1.1,0.9
15,16,South Florida,13,20,17,85.0,1.5,1.3
16,17,Navy,13,13,11,84.6,1.0,0.8
17,18,Utah,14,31,26,83.9,2.2,1.9
18,19,Indiana,12,18,15,83.3,1.5,1.3
19,19,Hawai'i,14,18,15,83.3,1.3,1.1
20,19,Louisiana-Lafayette,14,18,15,83.3,1.3,1.1
21,19,Louisville,12,12,10,83.3,1.0,0.8
22,23,Georgia,14,23,19,82.6,1.6,1.4
23,24,Kent State,12,17,14,82.4,1.4,1.2
24,25,Southern Mississippi,11,22,18,81.8,2.0,1.6
25,25,Michigan State,13,22,18,81.8,1.7,1.4
26,25,Arizona State,13,22,18,81.8,1.7,1.4
27,25,Notre Dame,13,22,18,81.8,1.7,1.4
28,29,Mississippi,12,27,22,81.5,2.3,1.8
29,30,Coastal Carolina,12,16,13,81.3,1.3,1.1
30,30,South Carolina,13,16,13,81.3,1.2,1.0
31,32,Illinois,12,25,20,80.0,2.1,1.7
32,32,West Virginia,12,20,16,80.0,1.7,1.3
33,32,Central Michigan,12,15,12,80.0,1.3,1.0
34,35,Arkansas,12,24,19,79.2,2.0,1.6
