,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
0,1,Northwestern,14,40,363,2.9,25.9
1,2,Navy,13,48,390,3.7,30.0
2,3,Duke,13,54,452,4.2,34.8
3,4,Georgia Tech,13,49,472,3.8,36.3
4,5,Liberty,12,51,458,4.3,38.2
5,6,Minnesota,13,51,508,3.9,39.1
6,6,Georgia State,12,48,469,4.0,39.1
7,6,TCU,13,56,508,4.3,39.1
8,9,Rice,13,58,513,4.5,39.5
9,10,Iowa State,13,62,517,4.8,39.8
10,11,Georgia Southern,13,61,525,4.7,40.4
11,12,Virginia,13,59,528,4.5,40.6
12,13,Buffalo,14,69,572,4.9,40.9
13,14,Coastal Carolina,12,52,493,4.3,41.1
14,15,Connecticut,12,55,494,4.6,41.2
15,16,Iowa,13,61,539,4.7,41.5
16,17,UTSA,12,65,499,5.4,41.6
17,18,Wake Forest,13,55,548,4.2,42.2
18,18,Stanford,13,72,548,5.5,42.2
19,20,Penn State,13,61,551,4.7,42.4
20,21,UTEP,12,64,518,5.3,43.2
21,22,Air Force,12,54,521,4.5,43.4
22,22,Louisiana-Lafayette,14,69,608,4.9,43.4
23,24,Vanderbilt,13,72,568,5.5,43.7
24,25,Fresno State,14,72,613,5.1,43.8
25,26,Washington,14,69,619,4.9,44.2
26,27,North Carolina State,13,60,581,4.6,44.7
27,28,Kansas State,12,59,538,4.9,44.8
28,29,Clemson,15,73,674,4.9,44.9
29,30,Louisiana Tech,13,60,586,4.6,45.1
30,31,Southern Mississippi,11,60,501,5.5,45.5
31,32,East Carolina,12,58,547,4.8,45.6
32,33,UNLV,12,65,548,5.4,45.7
33,34,Notre Dame,13,67,596,5.2,45.8
34,34,SMU,12,63,550,5.3,45.8
35,36,Miami (Florida),13,73,602,5.6,46.3
36,37,Tennessee,12,68,558,5.7,46.5
37,38,Florida International,13,65,609,5.0,46.8
38,39,Utah,14,71,656,5.1,46.9
39,40,Charlotte,12,64,565,5.3,47.1
40,41,New Mexico,12,56,569,4.7,47.4
41,42,Oregon,13,65,623,5.0,47.9
42,43,Army,13,63,626,4.8,48.2
43,43,Texas State,12,72,578,6.0,48.2
44,45,Massachusetts,12,68,582,5.7,48.5
45,46,Georgia,14,77,680,5.5,48.6
46,47,BYU,13,74,633,5.7,48.7
47,48,Old Dominion,12,61,586,5.1,48.8
48,49,Louisiana-Monroe,12,64,588,5.3,49.0
49,50,Boston College,12,75,590,6.3,49.2
50,51,North Texas,13,57,644,4.4,49.5
51,52,Wyoming,12,72,596,6.0,49.7
52,53,California,13,74,651,5.7,50.1
53,54,Ohio,13,64,652,4.9,50.2
54,54,Oregon State,12,67,602,5.6,50.2
55,56,Middle Tennessee,14,75,707,5.4,50.5
56,56,Wisconsin,13,74,657,5.7,50.5
57,58,Texas A&M,13,80,662,6.2,50.9
58,59,Arkansas,12,69,622,5.8,51.8
59,60,Western Michigan,13,77,678,5.9,52.2
60,61,South Carolina,13,82,682,6.3,52.5
61,61,Houston,13,87,683,6.7,52.5
62,63,Hawai'i,14,83,737,5.9,52.6
63,64,New Mexico State,12,76,634,6.3,52.8
64,65,Alabama,15,87,796,5.8,53.1
65,66,Boise State,13,75,695,5.8,53.5
66,67,Arizona State,13,79,699,6.1,53.8
67,68,San Jose State,12,82,655,6.8,54.6
68,69,Michigan State,13,78,711,6.0,54.7
69,70,Virginia Tech,13,75,714,5.8,54.9
70,71,Colorado,12,71,664,5.9,55.3
71,72,Kentucky,13,79,721,6.1,55.5
72,73,North Carolina,11,66,612,6.0,55.6
73,74,Kansas,12,78,669,6.5,55.8
74,75,Troy,13,92,736,7.1,56.6
75,76,Auburn,13,83,737,6.4,56.7
76,77,Nevada,13,77,738,5.9,56.8
77,78,Western Kentucky,12,79,683,6.6,56.9
78,79,UCLA,12,82,684,6.8,57.0
79,80,Mississippi State,13,83,748,6.4,57.5
80,81,Appalachian State,13,83,752,6.4,57.8
81,82,Miami (Ohio),12,78,696,6.5,58.0
82,83,Syracuse,13,94,768,7.2,59.1
