,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Clemson,15,54.0,318,3.60
1,2,Northern Illinois,14,50.0,323,3.57
2,3,UAB,14,48.0,303,3.43
3,4,Penn State,13,47.0,288,3.62
4,5,Louisiana Tech,13,45.0,276,3.46
5,5,Alabama,15,45.0,270,3.00
6,7,Syracuse,13,43.0,279,3.31
7,8,Marshall,13,42.0,272,3.23
8,9,Ohio State,14,41.0,274,2.93
9,9,Tulane,13,41.0,243,3.15
10,11,Miami (Florida),13,40.0,245,3.08
11,12,Mississippi State,13,39.0,311,3.00
12,12,Boise State,13,39.0,293,3.00
13,12,Troy,13,39.0,259,3.00
14,12,Oklahoma State,13,39.0,226,3.00
15,16,Washington State,13,38.0,270,2.92
16,16,Kentucky,13,38.0,265,2.92
17,16,Auburn,13,38.0,256,2.92
18,19,Utah,14,37.0,259,2.64
19,19,Memphis,14,37.0,242,2.64
20,19,Florida,13,37.0,217,2.85
21,19,Texas A&M,13,37.0,213,2.85
22,23,Stanford,13,36.0,249,2.77
23,23,Temple,13,36.0,218,2.77
24,25,Middle Tennessee,14,35.0,257,2.50
25,25,Iowa,13,35.0,236,2.69
26,25,Arkansas State,13,35.0,222,2.69
27,25,Nevada,13,35.0,217,2.69
28,25,North Carolina State,13,35.0,197,2.69
29,25,Buffalo,14,35.0,196,2.50
30,25,TCU,13,35.0,195,2.69
31,32,LSU,13,34.0,254,2.62
32,32,North Texas,13,34.0,251,2.62
33,32,Michigan,13,34.0,238,2.62
34,32,Notre Dame,13,34.0,238,2.62
35,32,Louisiana-Monroe,12,34.0,222,2.83
36,32,East Carolina,12,34.0,212,2.83
37,32,Toledo,13,34.0,212,2.62
38,39,Iowa State,13,33.0,258,2.54
39,39,Boston College,12,33.0,217,2.75
40,41,Pittsburgh,14,32.0,228,2.29
41,41,Utah State,13,32.0,221,2.46
42,41,North Carolina,11,32.0,207,2.91
43,41,Texas,14,32.0,207,2.29
44,45,Cincinnati,13,31.0,211,2.39
45,45,California,13,31.0,201,2.39
46,45,Western Michigan,13,31.0,183,2.39
47,48,Hawai'i,14,30.0,185,2.14
48,49,Arizona State,13,29.0,190,2.23
49,49,Colorado,12,29.0,187,2.42
50,49,Oklahoma,14,29.0,183,2.07
51,49,Oregon,13,29.0,182,2.23
52,49,USC,12,29.0,174,2.42
