,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
0,1,Texas A&M,13,50,2549,50.98,3.8,196.1
1,2,Georgia State,12,51,2458,48.20,4.3,204.8
2,3,Colorado State,12,66,3140,47.58,5.5,261.7
3,4,Cincinnati,13,59,2750,46.61,4.5,211.5
4,5,Tulsa,12,53,2469,46.58,4.4,205.8
5,6,Michigan,13,44,2020,45.91,3.4,155.4
6,7,Washington State,13,46,2103,45.72,3.5,161.8
7,8,Troy,13,56,2518,44.96,4.3,193.7
8,9,Rice,13,81,3636,44.89,6.2,279.7
9,10,Vanderbilt,13,51,2288,44.86,3.9,176.0
10,11,Kentucky,13,60,2687,44.78,4.6,206.7
11,12,UCLA,12,60,2674,44.57,5.0,222.8
12,13,Stanford,13,68,2996,44.06,5.2,230.5
13,14,Auburn,13,57,2506,43.96,4.4,192.8
14,15,South Carolina,13,49,2152,43.92,3.8,165.5
15,16,Arizona State,13,59,2586,43.83,4.5,198.9
16,16,Notre Dame,13,54,2367,43.83,4.2,182.1
17,18,Oklahoma State,13,55,2406,43.75,4.2,185.1
18,19,New Mexico,12,75,3278,43.71,6.3,273.2
19,20,Florida,13,56,2444,43.64,4.3,188.0
20,21,Missouri,13,51,2222,43.57,3.9,170.9
21,22,Utah,14,62,2699,43.53,4.4,192.8
22,23,UCF,13,47,2042,43.45,3.6,157.1
23,24,Ohio,13,43,1867,43.42,3.3,143.6
24,25,Eastern Michigan,13,71,3078,43.35,5.5,236.8
25,26,LSU,13,67,2889,43.12,5.2,222.2
26,27,Penn State,13,66,2844,43.09,5.1,218.8
27,28,Florida International,13,44,1893,43.02,3.4,145.6
28,29,San Jose State,12,80,3441,43.01,6.7,286.8
29,30,Connecticut,12,63,2705,42.94,5.3,225.4
30,30,Coastal Carolina,12,49,2104,42.94,4.1,175.3
31,32,Syracuse,13,68,2911,42.81,5.2,223.9
32,33,Ohio State,14,62,2652,42.77,4.4,189.4
33,34,Rutgers,12,78,3333,42.73,6.5,277.8
34,35,UNLV,12,67,2862,42.72,5.6,238.5
35,36,Florida State,12,83,3545,42.71,6.9,295.4
36,37,South Florida,13,77,3288,42.70,5.9,252.9
