,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
77,78,Nebraska,12,425,238,56.0,2853,6.7,15,11,118.86,35.4,237.8
78,79,Florida Atlantic,12,379,241,63.6,2861,7.5,22,11,140.36,31.6,238.4
79,80,Georgia State,12,301,219,72.8,2862,9.5,26,6,177.15,25.1,238.5
80,81,Indiana,12,369,225,61.0,2887,7.8,27,13,143.80,30.8,240.6
81,82,Oregon,13,453,257,56.7,3141,6.9,24,17,124.95,34.8,241.6
82,83,Baylor,13,412,247,60.0,3147,7.6,25,7,140.73,31.7,242.1
83,84,Air Force,12,326,200,61.3,2928,9.0,23,7,155.79,27.2,244.0
84,85,Vanderbilt,13,419,257,61.3,3175,7.6,22,13,136.12,32.2,244.2
85,86,Ohio State,14,489,272,55.6,3433,7.0,18,11,122.24,34.9,245.2
86,87,Arkansas,12,347,220,63.4,2944,8.5,22,5,152.71,28.9,245.3
87,88,Nevada,13,449,266,59.2,3192,7.1,28,11,134.64,34.5,245.5
88,88,UCLA,12,371,226,60.9,2946,7.9,19,11,138.59,30.9,245.5
89,90,South Alabama,12,320,207,64.7,2948,9.2,26,12,161.39,26.7,245.7
90,91,Kansas State,12,424,255,60.1,2949,7.0,20,11,128.94,35.3,245.8
91,92,Kansas,12,361,234,64.8,2961,8.2,23,16,145.88,30.1,246.8
92,93,Kent State,12,352,208,59.1,2964,8.4,20,9,143.46,29.3,247.0
93,94,Louisiana-Monroe,12,333,239,71.8,2965,8.9,25,5,168.34,27.8,247.1
94,95,Northern Illinois,14,479,272,56.8,3469,7.2,17,8,125.99,34.2,247.8
95,96,Boston College,12,442,251,56.8,2975,6.7,17,18,117.88,36.8,247.9
96,97,Western Kentucky,12,406,228,56.2,2985,7.4,17,12,125.83,33.8,248.8
97,98,Texas A&M,13,402,244,60.7,3291,8.2,26,7,147.33,30.9,253.2
98,99,Ohio,13,422,256,60.7,3300,7.8,24,16,137.54,32.5,253.8
99,100,North Texas,13,468,248,53.0,3312,7.1,18,18,117.44,36.0,254.8
100,101,Oregon State,12,369,235,63.7,3059,8.3,33,3,161.21,30.8,254.9
101,102,Old Dominion,12,407,248,60.9,3060,7.5,25,9,139.93,33.9,255.0
102,103,Toledo,13,467,283,60.6,3316,7.1,20,12,129.24,35.9,255.1
103,104,New Mexico,12,363,209,57.6,3072,8.5,23,9,144.62,30.3,256.0
104,105,Memphis,14,481,276,57.4,3589,7.5,24,9,132.79,34.4,256.4
105,106,West Virginia,12,389,247,63.5,3108,8.0,22,15,141.57,32.4,259.0
106,107,Tulane,13,457,239,52.3,3373,7.4,25,12,127.10,35.2,259.5
107,108,North Carolina State,13,454,267,58.8,3394,7.5,18,10,130.28,34.9,261.1
108,109,Northwestern,14,505,323,64.0,3657,7.2,21,12,133.76,36.1,261.2
109,110,Texas,14,496,300,60.5,3660,7.4,26,12,134.92,35.4,261.4
110,111,Mississippi,12,395,250,63.3,3140,7.9,26,7,148.24,32.9,261.7
111,112,Missouri,13,445,248,55.7,3406,7.7,24,10,133.33,34.2,262.0
112,113,Liberty,12,413,234,56.7,3155,7.6,26,12,135.79,34.4,262.9
113,114,Illinois,12,372,236,63.4,3157,8.5,30,15,153.28,31.0,263.1
114,115,Stanford,13,466,283,60.7,3432,7.4,14,11,127.79,35.8,264.0
115,116,Syracuse,13,463,255,55.1,3433,7.4,20,18,123.85,35.6,264.1
116,117,Wake Forest,13,489,308,63.0,3459,7.1,26,6,137.51,37.6,266.1
117,118,Oklahoma State,13,452,279,61.7,3472,7.7,27,5,143.75,34.8,267.1
118,119,UNLV,12,381,225,59.1,3211,8.4,29,10,149.73,31.8,267.6
119,120,Florida State,12,451,246,54.5,3224,7.1,30,12,131.23,37.6,268.7
120,121,Arizona,12,440,281,63.9,3234,7.4,27,7,142.67,36.7,269.5
121,122,East Carolina,12,384,237,61.7,3241,8.4,31,5,156.66,32.0,270.1
122,123,UTSA,12,350,229,65.4,3303,9.4,25,9,163.13,29.2,275.3
123,124,Houston,13,469,279,59.5,3582,7.6,19,14,131.05,36.1,275.5
124,125,Rice,13,392,247,63.0,3641,9.3,28,8,160.52,30.2,280.1
125,126,Connecticut,12,317,227,71.6,3389,10.7,33,5,192.61,26.4,282.4
126,127,San Jose State,12,418,252,60.3,3407,8.2,31,13,147.01,34.8,283.9
127,128,Purdue,13,483,301,62.3,3701,7.7,22,11,137.17,37.2,284.7
128,129,Texas Tech,12,434,246,56.7,3460,8.0,28,12,139.40,36.2,288.3
129,130,Oklahoma,14,488,315,64.5,4116,8.4,28,6,151.88,34.9,294.0
