,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
0,1,Miami (Florida),13,317,169,53.3,1763,5.6,11,16,101.39,24.4,135.6
1,2,Michigan,13,331,164,49.5,1921,5.8,14,11,105.61,25.5,147.8
2,3,Eastern Michigan,13,342,189,55.3,1953,5.7,12,13,107.21,26.3,150.2
3,4,Central Michigan,12,306,174,56.9,1808,5.9,11,10,111.81,25.5,150.7
4,5,Appalachian State,13,370,209,56.5,2107,5.7,8,17,102.27,28.5,162.1
5,6,Bowling Green,12,262,138,52.7,2011,7.7,21,6,139.02,21.8,167.6
6,7,Mississippi State,13,398,220,55.3,2184,5.5,8,13,101.47,30.6,168.0
7,8,Tulsa,12,310,180,58.1,2095,6.8,11,9,120.74,25.8,174.6
8,9,California,13,387,223,57.6,2276,5.9,13,21,107.25,29.8,175.1
9,10,Southern Mississippi,11,335,179,53.4,1932,5.8,13,14,106.32,30.5,175.6
10,11,Arkansas State,13,338,193,57.1,2311,6.8,23,12,129.89,26.0,177.8
11,12,Georgia,14,423,258,61.0,2524,6.0,13,8,117.47,30.2,180.3
12,13,Florida,13,380,206,54.2,2350,6.2,16,14,112.69,29.2,180.8
13,14,UAB,14,395,215,54.4,2536,6.4,14,9,115.50,28.2,181.1
14,15,Penn State,13,416,223,53.6,2359,5.7,14,13,106.10,32.0,181.5
15,16,Virginia,13,373,196,52.5,2379,6.4,12,17,107.63,28.7,183.0
16,17,Iowa,13,402,230,57.2,2393,6.0,19,20,112.87,30.9,184.1
17,18,Kentucky,13,376,216,57.4,2422,6.4,14,9,119.05,28.9,186.3
18,19,Rutgers,12,354,197,55.6,2240,6.3,21,9,123.31,29.5,186.7
19,20,Temple,13,438,241,55.0,2436,5.6,23,18,110.85,33.7,187.4
20,21,Army,13,328,193,58.8,2454,7.5,17,5,135.74,25.2,188.8
21,22,Wisconsin,13,360,209,58.1,2458,6.8,14,14,120.47,27.7,189.1
22,23,Fresno State,14,446,231,51.8,2652,5.9,15,19,104.32,31.9,189.4
23,24,Clemson,15,447,238,53.2,2844,6.4,13,12,110.91,29.8,189.6
24,25,Washington,14,457,295,64.6,2661,5.8,12,11,117.32,32.6,190.1
25,26,Cincinnati,13,405,197,48.6,2477,6.1,19,12,109.56,31.2,190.5
26,27,Akron,12,367,222,60.5,2293,6.2,13,10,119.21,30.6,191.1
27,28,Louisiana Tech,13,389,220,56.6,2491,6.4,16,13,117.24,29.9,191.6
28,29,BYU,13,430,260,60.5,2522,5.9,13,9,115.53,33.1,194.0
29,30,Florida International,13,373,225,60.3,2523,6.8,19,17,124.83,28.7,194.1
30,31,Buffalo,14,404,217,53.7,2719,6.7,24,14,122.92,28.9,194.2
31,32,Wyoming,12,394,241,61.2,2360,6.0,15,10,118.97,32.8,196.7
32,33,Alabama,15,465,244,52.5,2974,6.4,22,14,115.79,31.0,198.3
33,34,UTEP,12,322,203,63.0,2387,7.4,21,5,143.72,26.8,198.9
34,35,South Florida,13,365,202,55.3,2588,7.1,15,11,122.43,28.1,199.1
35,36,Duke,13,418,229,54.8,2593,6.2,17,4,118.41,32.2,199.5
36,37,TCU,13,407,226,55.5,2595,6.4,17,12,116.97,31.3,199.6
37,38,LSU,13,449,223,49.7,2601,5.8,18,17,103.99,34.5,200.1
38,39,Texas State,12,388,224,57.7,2419,6.2,15,6,119.77,32.3,201.6
39,40,Louisville,12,290,187,64.5,2475,8.5,25,6,160.48,24.2,206.3
40,41,Coastal Carolina,12,290,178,61.4,2477,8.5,20,4,153.12,24.2,206.4
41,42,Maryland,12,339,184,54.3,2478,7.3,19,18,123.56,28.3,206.5
42,43,New Mexico State,12,325,192,59.1,2490,7.7,20,7,139.44,27.1,207.5
43,44,Notre Dame,13,485,276,56.9,2703,5.6,10,12,105.57,37.3,207.9
44,45,Miami (Ohio),12,364,212,58.2,2502,6.9,21,8,130.62,30.3,208.5
45,46,Pittsburgh,14,410,229,55.9,2930,7.1,24,9,130.81,29.3,209.3
46,47,Massachusetts,12,279,178,63.8,2523,9.0,25,12,160.73,23.3,210.3
47,48,Ball State,12,353,229,64.9,2525,7.2,13,12,130.31,29.4,210.4
48,49,UCF,13,413,229,55.4,2748,6.7,16,14,117.34,31.8,211.4
49,50,Georgia Tech,13,363,235,64.7,2752,7.6,24,12,143.63,27.9,211.7
50,51,Minnesota,13,409,265,64.8,2761,6.8,21,11,133.06,31.5,212.4
51,52,Middle Tennessee,14,432,248,57.4,2985,6.9,27,16,128.67,30.9,213.2
52,53,Utah,14,469,272,58.0,3014,6.4,18,15,118.25,33.5,215.3
53,54,Georgia Southern,13,386,239,61.9,2815,7.3,14,15,127.38,29.7,216.5
54,55,Louisiana-Lafayette,14,348,216,62.1,3035,8.7,22,8,151.59,24.9,216.8
55,56,Washington State,13,391,231,59.1,2835,7.3,17,12,128.20,30.1,218.1
56,57,Troy,13,388,227,58.5,2850,7.3,19,18,127.09,29.8,219.2
57,58,Auburn,13,422,234,55.5,2853,6.8,16,14,118.11,32.5,219.5
58,59,Western Michigan,13,328,205,62.5,2870,8.8,30,9,160.69,25.2,220.8
59,60,Tennessee,12,351,221,63.0,2675,7.6,21,9,141.59,29.3,222.9
60,61,USC,12,408,239,58.6,2679,6.6,20,4,127.95,34.0,223.3
61,62,Michigan State,13,477,280,58.7,2928,6.1,14,14,114.08,36.7,225.2
62,63,Virginia Tech,13,391,233,59.6,2969,7.6,18,7,134.98,30.1,228.4
63,64,North Carolina,11,346,196,56.6,2517,7.3,17,7,129.92,31.5,228.8
64,65,South Carolina,13,422,262,62.1,2977,7.1,12,6,127.90,32.5,229.0
65,66,San Diego State,13,401,242,60.3,3001,7.5,18,10,133.04,30.8,230.8
66,67,Charlotte,12,332,219,66.0,2780,8.4,20,9,150.75,27.7,231.7
67,68,Colorado State,12,304,192,63.2,2784,9.2,30,7,168.04,25.3,232.0
68,69,SMU,12,384,241,62.8,2795,7.3,23,11,137.94,32.0,232.9
69,70,Boise State,13,382,240,62.8,3029,7.9,17,7,140.46,29.4,233.0
70,71,Arizona State,13,408,246,60.3,3040,7.5,20,12,133.18,31.4,233.8
71,72,Iowa State,13,440,276,62.7,3044,6.9,23,8,134.45,33.8,234.2
72,73,Marshall,13,454,256,56.4,3048,6.7,17,12,119.86,34.9,234.5
73,74,Colorado,12,404,229,56.7,2816,7.0,23,8,130.06,33.7,234.7
74,75,Navy,13,360,245,68.1,3053,8.5,24,9,156.30,27.7,234.8
75,76,Hawai'i,14,395,242,61.3,3291,8.3,28,5,152.12,28.2,235.1
76,77,Utah State,13,455,244,53.6,3074,6.8,18,22,113.76,35.0,236.5
