,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,New Mexico,12,18,268,14.89,0,1.5,22.3
1,2,Ohio State,14,33,492,14.91,0,2.4,35.1
2,3,Ohio,13,56,845,15.09,0,4.3,65.0
3,4,Florida Atlantic,12,38,599,15.76,0,3.2,49.9
4,5,Rice,13,17,274,16.12,0,1.3,21.1
5,6,Arkansas State,13,49,803,16.39,0,3.8,61.8
6,7,Rutgers,12,20,328,16.40,0,1.7,27.3
7,8,Iowa,13,25,411,16.44,0,1.9,31.6
8,9,Texas A&M,13,17,281,16.53,0,1.3,21.6
9,10,Kent State,12,34,580,17.06,0,2.8,48.3
10,11,Air Force,12,32,550,17.19,0,2.7,45.8
11,12,Temple,13,51,877,17.20,0,3.9,67.5
12,13,BYU,13,37,640,17.30,0,2.8,49.2
13,14,Texas State,12,27,477,17.67,0,2.3,39.8
14,15,Louisiana-Monroe,12,28,495,17.68,0,2.3,41.3
15,16,Memphis,14,34,608,17.88,0,2.4,43.4
16,17,Michigan State,13,29,520,17.93,0,2.2,40.0
17,18,Eastern Michigan,13,28,503,17.96,0,2.2,38.7
18,19,Michigan,13,28,506,18.07,1,2.2,38.9
19,20,Kentucky,13,23,419,18.22,0,1.8,32.2
20,21,Colorado,12,25,457,18.28,0,2.1,38.1
21,22,Syracuse,13,22,403,18.32,0,1.7,31.0
22,23,Bowling Green,12,35,652,18.63,0,2.9,54.3
23,24,Tulane,13,26,485,18.65,0,2.0,37.3
24,25,Iowa State,13,41,769,18.76,0,3.2,59.2
25,26,Kansas State,12,43,807,18.77,0,3.6,67.3
26,27,South Florida,13,44,831,18.89,0,3.4,63.9
27,28,TCU,13,31,588,18.97,0,2.4,45.2
28,29,Oklahoma State,13,26,494,19.00,0,2.0,38.0
29,30,Western Michigan,13,57,1087,19.07,1,4.4,83.6
30,31,Middle Tennessee,14,46,887,19.28,0,3.3,63.4
31,32,Southern Mississippi,11,21,405,19.29,0,1.9,36.8
32,33,West Virginia,12,44,850,19.32,0,3.7,70.8
33,34,North Carolina,11,20,387,19.35,0,1.8,35.2
34,34,UTSA,12,23,445,19.35,0,1.9,37.1
35,36,Florida International,13,22,426,19.36,0,1.7,32.8
36,36,Northwestern,14,44,852,19.36,0,3.1,60.9
37,38,Miami (Ohio),12,16,310,19.38,0,1.3,25.8
38,39,Auburn,13,16,311,19.44,0,1.2,23.9
39,40,Tulsa,12,25,487,19.48,0,2.1,40.6
40,41,Georgia State,12,22,429,19.50,0,1.8,35.8
41,41,UNLV,12,24,468,19.50,0,2.0,39.0
42,41,Florida,13,34,663,19.50,0,2.6,51.0
43,44,Duke,13,43,845,19.65,0,3.3,65.0
44,45,North Texas,13,37,735,19.86,0,2.8,56.5
45,46,Toledo,13,35,697,19.91,0,2.7,53.6
46,47,San Diego State,13,13,259,19.92,0,1.0,19.9
47,48,UCF,13,52,1038,19.96,0,4.0,79.8
48,49,Virginia Tech,13,8,160,20.00,0,0.6,12.3
49,50,Boise State,13,28,561,20.04,0,2.2,43.2
50,51,Ball State,12,33,662,20.06,0,2.8,55.2
51,52,Massachusetts,12,49,984,20.08,0,4.1,82.0
52,53,Alabama,15,41,825,20.12,0,2.7,55.0
53,54,Fresno State,14,52,1051,20.21,0,3.7,75.1
54,55,Wisconsin,13,13,263,20.23,0,1.0,20.2
55,56,Army,13,45,912,20.27,0,3.5,70.2
56,57,Washington State,13,39,792,20.31,0,3.0,60.9
57,58,Old Dominion,12,32,653,20.41,1,2.7,54.4
