,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
58,59,Nebraska,12,34,695,20.44,0,2.8,57.9
59,60,Pittsburgh,14,26,532,20.46,0,1.9,38.0
60,61,Clemson,15,32,657,20.53,1,2.1,43.8
61,62,Kansas,12,22,454,20.64,0,1.8,37.8
62,62,Central Michigan,12,25,516,20.64,0,2.1,43.0
63,62,Houston,13,59,1218,20.64,0,4.5,93.7
64,65,North Carolina State,13,46,950,20.65,0,3.5,73.1
65,66,Northern Illinois,14,30,620,20.67,0,2.1,44.3
66,67,Maryland,12,47,972,20.68,0,3.9,81.0
67,68,Wyoming,12,22,456,20.73,1,1.8,38.0
68,69,Louisville,12,33,685,20.76,1,2.8,57.1
69,70,Utah,14,22,460,20.91,0,1.6,32.9
70,71,Arkansas,12,29,608,20.97,2,2.4,50.7
71,72,LSU,13,6,126,21.00,0,0.5,9.7
72,72,Arizona,12,11,231,21.00,0,0.9,19.3
73,72,Oregon State,12,18,378,21.00,0,1.5,31.5
74,75,Minnesota,13,32,673,21.03,0,2.5,51.8
75,76,Marshall,13,38,800,21.05,0,2.9,61.5
76,76,Washington,14,42,884,21.05,0,3.0,63.1
77,78,San Jose State,12,25,527,21.08,0,2.1,43.9
78,78,South Alabama,12,38,801,21.08,0,3.2,66.8
79,80,Boston College,12,43,907,21.09,0,3.6,75.6
80,81,Missouri,13,29,612,21.10,0,2.2,47.1
81,82,Texas Tech,12,21,445,21.19,1,1.8,37.1
82,83,UTEP,12,13,276,21.23,0,1.1,23.0
83,84,Penn State,13,30,640,21.33,1,2.3,49.2
84,85,Navy,13,34,728,21.41,1,2.6,56.0
85,86,Purdue,13,32,686,21.44,0,2.5,52.8
86,87,Baylor,13,27,580,21.48,0,2.1,44.6
87,88,East Carolina,12,13,280,21.54,0,1.1,23.3
88,89,Louisiana Tech,13,43,928,21.58,0,3.3,71.4
89,90,Tennessee,12,22,476,21.64,0,1.8,39.7
90,91,Western Kentucky,12,35,758,21.66,0,2.9,63.2
91,92,Utah State,13,32,695,21.72,0,2.5,53.5
92,93,Colorado State,12,20,435,21.75,1,1.7,36.3
93,94,South Carolina,13,17,374,22.00,0,1.3,28.8
94,94,Charlotte,12,20,440,22.00,1,1.7,36.7
95,96,Buffalo,14,31,683,22.03,0,2.2,48.8
96,97,California,13,23,510,22.17,0,1.8,39.2
97,98,Texas,14,27,601,22.26,0,1.9,42.9
98,98,Troy,13,27,601,22.26,0,2.1,46.2
99,100,Nevada,13,29,647,22.31,1,2.2,49.8
100,101,Arizona State,13,23,514,22.35,0,1.8,39.5
101,102,Liberty,12,43,962,22.37,2,3.6,80.2
102,103,Illinois,12,21,470,22.38,1,1.8,39.2
103,104,Mississippi State,13,36,806,22.39,0,2.8,62.0
104,105,Miami (Florida),13,24,540,22.50,0,1.8,41.5
105,106,Oregon,13,44,998,22.68,0,3.4,76.8
106,107,SMU,12,34,778,22.88,2,2.8,64.8
107,108,Louisiana-Lafayette,14,48,1106,23.04,1,3.4,79.0
108,109,Notre Dame,13,33,762,23.09,2,2.5,58.6
109,110,USC,12,18,416,23.11,0,1.5,34.7
110,111,Akron,12,18,420,23.33,0,1.5,35.0
111,112,Cincinnati,13,34,799,23.50,0,2.6,61.5
112,113,Hawai'i,14,46,1083,23.54,0,3.3,77.4
113,114,New Mexico State,12,24,570,23.75,1,2.0,47.5
114,115,Vanderbilt,13,16,381,23.81,0,1.2,29.3
115,116,Wake Forest,13,46,1097,23.85,1,3.5,84.4
116,117,Connecticut,12,33,796,24.12,1,2.8,66.3
117,118,Coastal Carolina,12,43,1047,24.35,1,3.6,87.3
118,119,Indiana,12,32,782,24.44,0,2.7,65.2
119,120,Mississippi,12,41,1012,24.68,1,3.4,84.3
120,121,Georgia Southern,13,17,420,24.71,0,1.3,32.3
121,122,Virginia,13,24,599,24.96,1,1.8,46.1
122,123,Oklahoma,14,18,453,25.17,1,1.3,32.4
123,124,Florida State,12,12,305,25.42,0,1.0,25.4
124,125,Appalachian State,13,31,799,25.77,0,2.4,61.5
125,126,UCLA,12,22,572,26.00,0,1.8,47.7
126,127,Georgia Tech,13,48,1261,26.27,2,3.7,97.0
127,128,UAB,14,5,134,26.80,0,0.4,9.6
128,129,Georgia,14,10,313,31.30,1,0.7,22.4
129,130,Stanford,13,5,166,33.20,1,0.4,12.8
